 December 2022,5,"Comfortable Central Accommodation...staffed with helpful, kind & friendly people","Maybe the hotel is 3-star but the 5-star rating from me is for Mohammed from breakfast as I promised! Also a big Thank-You & 5* to Ahmed my big man at reception and ichrak & karima who turned over cleaned my room. The bed was extremely comfortable. It's central, I stayed at this Ibis hotel for 1 week.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 December 2017,4,Very comfy at a very nice price,I had a very good experience. I don't speak Arabic and I am not fluent in French but the staff can speak Spanish & English. The are very kind and are always looking for you in case you need anything. The bedroom was very neat.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2017,3,Home away from home in Tanger,"Nice modern hotel situated in a modern central area of Tangier and within walking distance to a big shopping centre. Room was clean, confortable and with a big flat screen tv. The toilet was clean modern and functional. The only area to improve is the quality of the breakfast - it is not worth the money you pay for it...",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,4,"Nice, clean Hotel","I stayed here for a week and would do it again. It is a basic hotel, clean, good location, close to the train station and mall, one block to the Boulevard with plenty of restaurants and fast foos stores and 2 blocks to the beautiful beach. The Rooms are sufficient, not the biggest around, but you basically only stay here to sleep, so it is fine. A fridge was missing, maybe that is something management should be considering adding. A highlight here is for sure breakfast that is complimentary and avail until 10.30am. It was really good, especially the baguette, fresh and tasty! After 10.30am, there is still a snack buffet avail until noon. A special thanks to the barstaff that were incredible, friendly and funny. I loved to end my evening with the beautiful staff here. Great…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,3,Great location but need a good spring cleaning!,"Perfect location...less than 5 minutes to the train station, shopping mall and a quick taxi trip to the bus station for Chefchaouen. Even walkable to the Medina (took us about 30 minutes). Staff were very helpful but think management needs to hire more housekeepers. The floors in our room were awful and room needing a good wipe down...if the housekeeping issue were address, we would rate it higher.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,4,Good for an IBIS ranch but rooms are noisy,"The location is amazing, you are very close to the movie theatre, shopping mall, even the beach is not very far. It's better than the usual IBIS, but rooms were really noisy, we asked to change the room as we couldn't sleep because of the BD noise but even in the new one it was not any better. Breakfast is good as well",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,3,Mm,"Rooms are very simple need more improved food quiet nice but staff are very very friendly and helpful mr Ahmed night shift reception, thank you very much for all ur assists and thanks to mr Reda duty manager for all the things good job to front office team continue they are giving a good image about the Accor company ,well done .👌👌",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,4,Very good!,We wanted to be close to the train station as we had an early train to catch next morning. It was friendly and clean. It was close to the sea. It has a bar as well. The breakfast is a bit expensive though. Please note that the train station is behind the new one they are building.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2017,4,Nice hotel,"Nice hotel in Tangier Morocco as transit before take a ferry to Algecias, basic and as usual a minimalise decoration, good breakfast too and the hotel provide parking space to the guest, strategic location near to Tangier town",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,2,Not good,"Some staff were good, others very offhand. Restaurant food and wine good. Room was tiny - twin share with literally 6 inches between the beds.Very hard to move around the room and no space for 2 suitcases (1 per person). 1 small towel each, 1 tiny cake of soap,but two small shampoo sachets.Nothing else. Bathroom floor was slippery, mouldy and dirty. . Room cards regularly stopped working.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,5,Great hotel for the value,"We loved our stay at this Ibis hotel and would definitely stay here again if we ever return to Tangier. It's a five minute walk from the beach and the restaurants there. Hotel restaurant had surprisingly good food, which was nice because we got in late our first night and didn't want to go out to dinner. The staff was very friendly and helpful in answering our questions. Wi-fi was slow but otherwise I have no complaints.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,4,a,"Everything was OK. The location near the railway station is a good advantage. The staff is professional and welcome well the guests. the wifi network is good. the bed is also relax. Equipements of bathroom should be improved : towels, hand soap and two glasses instead of one",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2017,5,Good business hotel,"Good level of quality, and value for money. Improving location with shopping centre and restaurants close by. Recommend for business travellers to the city. Staff are friendly and welcoming, always ready to help.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2017,2,Worst service for this chain,"The Hotel is ok in terms of equipment. However the staff is incredibly incompetent and not as we expect from this hotel which is part of the Accor group. When my friend got injured in the hotel we asked for bandage and were surprised to be asked to wait for 30mn for the ""manager "" to come, while my friend were bleeding. When we complained we were literally insulted by the receptionist (Abdelkarim)!!!!!! I have been to this hotel before but unfortunately it went all the way down.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2017,5,Excellent !,It is hard enough to find a hotel that combines service and cleanliness ... Ibis city center takes up this challenge in Morocco. Staff helpful and available... Thanks to them... It will be difficult to find the same level of service and cleanliness in Morocco at this price...,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,5,Emergency overnight stay in Tangier,in general it was unusual experience but still consider it not bad as i came very late night about 2 -3 am and still get a room ( nice room) to sleep the best thing is the room service breakfast was yummy and really more than enough pricing is a bit expensive compared to local other hotels but cheap compared to overseas standard.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,5,Overnight in Tangier,In the city centre from the port about 10 mins in a taxi. This should cost you 50 dirum including tip. When you get off the boat you will be approached by several guides. We used a guide called Achmed they don't talk about money you just tip them what you think. We found him invaluable and he keeps all the street traders off of you as well and he takes you to what you want to see. Back to the Ibis. Standard rooms as over in the uk. Book on line far better deal. Clean. Good restaurant if you want to eat in. Swimming pool 🏊 very nice when hot. Staff attentive.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2017,1,The reception is rude especially Ms. Imane,"In check out the receptionist didnt give the receipt of first night credit card. When I requested she started speaking in French. We were speaking in English 1 second before. Ms Imane speaks english very good. And I tell her that I do not know french. Then she Said in English ""you should learn"". And then she started speaking in French. I asked that I want to talk her manager and she Said he comes at work after 10 am. Am I suprised "" No of course"". Ibis Tanger style. ☹️. Go far always from this hotel.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,4,Great location,"The location was great. Near to the city centre area and walking distance to the malls. The service was good, the staff waa nice. Breakfast was average good. Just one thing missing, a cattle to drink hot water like in asia that always have in every hotels room. But we still enjoyed our stay.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,4,Great location and price,"The location is the greatest thing. The House Keeping service need to be improved, fnd the room was not really clean, it is like they did not clean the floor for two days in a row. These two days the staff open the door to clean our room, i mean, come on if you have no idea whether the guest inside or not, at least knock first to check. I hang the towel so that the hotel does not have to change the towel as it is written there to save the trees but stiil they change the towel with the new one, everyday. I am ok with the breakfast. Worth the price. They have swimming pool as well. Walking distance, just a few minutes away from the mall and very close to the beautiful beach. Oh one more the English for the staffs and more SMILE needs to be improved as well. You guys are in…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2017,3,"Above average, with imperfections","This hotel is ideally located for those who need to travel by train (5 mn walk). It is also just as close to the Tanger City Mall that has a supermarket as well as shops and restaurants for all tastes. You can also find buses and taxis nearby. I asked for a calm room and I was disturbed by intense noise in the evening coming from cars in the boulevard, it lasts for hours (not the hotel's fault but I wish I was warned). The room was approximately clean but small. Cleaning ladies are easily distracted by each other, and the result is: dirty elements are forgotten in the room, and used hygiene items are not even replaced. The receptionist also lacked professionalism and couldn't find my filled online check-in form. However, the staff is generally very nice and welcoming. Breakfast…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,3,Walking distance to train station,"We chose this hotel because we were coming in by ferry from Tarifa, Spain and wanted a convenient transit hotel near the train station for our train to Fes the next morning. Pleasant staff who spoke English, Spanish & French. Rooms were basic, nothing fancy. This hotel's location is key, being only a 5-10min walk away from the station. And only a 5min walk to the nearest shopping mall (to buy SIM cards, supermarkets, etc) and a 15min walk to the beachside promenade where you can see camels on the beaches and restaurants to dine at. Just be careful around the shopping mall area. We were accosted by a group of Moroccan children asking us for money. They were relentless and followed us around for a good 10 minutes. Luckily a group of local ladies stopped to help us (I guess…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,4,Very good,"I stayed for 1 night. Everything was clean comfortable and excellent working order. All exactly what I was expecting for an Ibis hotel. I had a very good night sleep and in the morning I enjoyed the breakfast buffet. I enjoyed it so much that I decided to make it a 1.5 hour breakfast break with a few extra espresso's in a nice, cool comfortable restaurant. Just what I needed on a Sunday morning after a hectic week.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,4,a convenient place for short stays,I stayed 2 night in this hotel which is withing a walk to the train station and Tangier mall. The room is basic but has a good bed and wifi signal. The hotel has a nice fairly small swimming pool and breakfast buffet with variety of choices.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,1,Dirty,"We stayed here one night en route to going home. The bathroom was mouldy and had existing hair on the shower wall, disgusting. Breakfast and service were dire. Felt like I was at school by being handed a tray to collect my things. Everything seemed to take forever.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2017,3,Would Paul Dubrule and Gerard Pélisson be happy?,"Stayed here in May. The hotel is very central and only 5 minutes drive to the bus station. The room is fairly basic and the bed a little hard. The Dinner was okay, very basic had Kebabs with Rice and Vegetables. Asked some questions during dinner of the restaurant personnel and never had anyone come back with a response. Check-in and Check-out was very slow. There were staff behind the reception area but never more than one ever attended to guests. Breakfast was okay, nothing special, did not see any ice protecting milk, yoghurt and similar items from over heating. A package was left at reception for me with bus and hotel tickets inside but in spite of three separate attempts, the envelope was never found. Although on one attempt they checked me out of my room in spite of check…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,4,Practical and pleasant,"The Ibis provided just what we wanted - a convenient stop-over between arriving off the ferry from Tarifa and heading south the next morning. The staff were helpful and the facilities good. We didn't sample the breakfast as past experience has shown that it tends to be bland and relatively overpriced, and there are better alternatives easily available. But we will almost certainly be booking an Ibis again in Morocco at some point!",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,2,Khalid Ashoor,Very poor breakfast. Dirty restaurant. Slippery shower floor. Good location close to the railway station and the corniche.I will never stay in this hotel.Needs lots of work to improve. That is all. Thanks,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,2,Below Par Ibis,"Stayed here for one night only and cancelled our second stay due to overall under par Ibis standard. Our room was very small and the air-condition did not work which made sleeping very difficult. Bathroom and shower cubicle were poorly maintained. Had dinner & breakfast in the hotel and this was very poor, too. Overall very disappointed with this hotel. Location is good, near the train station and a big mall.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2017,3,Handy for the train station,"The hotel is near to all the large hotels within walking distance of the train station. Quite a long walk from the town but you can walk along the front. The pool is pointless, there are no sun beds to sit on. Every time we came back at night we couldn't get in the room and had to go to reception to get them to activate the card.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2017,5,amazine place,"its the third time i have visited this hotel and its always amazine to be theire, breakfast was excelent rich and varried, the staff was very very helpful especially the gay names Anas , he so kind and awsome.the location was clean and great.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2017,3,"The room is OK, the staff need to improve their hospitality","As a regular Accor guest, I say that the room is OK ... the Ibis standard. Quite nice. The location is close to the shopping mall and train station. The staff need to improve their hospitality though. The service is quite bad for an Accor standard.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2017,4,Nice stay,"Stayed here for a business trip. The hotel location is very good, you are next to the city center and a new mall. Breakfast is good quality, but the view, behind the hotel is not so great. There is a building site next to it.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2016,4,Mr,"It was a simple, clean, efficient hotel just a walking distance to train station. Receptionist quickly serve me both check in and out, room was nice and quite, ammenities and toilettries also well arranged. Will surely visit the hotel if any chance to Tangier someday.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2016,5,Great hotel close to the train station,"All staff were wonderful and spoke English (which was good because my French is pretty bad). The room was very pleasant: clean, modern, and cool. We faced the main intersection in the front of the hotel but close the window and it was perfectly quiet",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2016,2,Disappointing Stay,"I stayed at the hotel with a team conducting an assessment and we were sadly disappointed. The sheets in my room were thin, old and torn and the Internet did not work. Breakfast was sparse. One of my colleagues had to change rooms because there was hair on his pillow and he slept with a towel over his pillow in the new room. There was only one old bath towels and no hand or face towel and not even a glass in the bathroom. The staff was not helpful when I asked about the Internet so I could not complete my work on time. I won't stay there again. Either will the other members of our team.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2016,2,Find a better hotel,Ok let me start with the positives. Location is great. You are close to everything. It is pretty clean. AC is good. Negatives: Key card not working. We had to reset it 4 times in one day because it stopped working. Breakfast wasn't great. There is no iron. If you want to iron your clothes you need to pay. They don't give you enough towels. The bed is high and difficult to get onto if you have any disability or pregnant. Bad lighting in the rooms (makeup issues). I think there are better hotels out there.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,1,Great hotel- as long as there's no fire. DANGER!,"I came here with my high school debate team, and their service and food were excellent, everything was clean and met our needs. Why give them such a low rating? It was my student who showed up downstairs, unsure what to do, because the fire alarm was going off, AND THE HOTEL STAFF WERE COMPLETELY UNAWARE THAT THE FIRE ALARM WAS GOING OFF. So, sure, stay here. Play roulette with your life. Hope there's not an actual fire while you're there.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,3,Great location,"We ended up at this Ibis after the taxi took us to the wrong place. We had reservations at the location near the airport and after driving for a while and me asking him if it's the Tanger Free Zone Ibis we were going and him saying yes in his best English, we ended up here. 😑 We canceled our reservation at the other location and booked here. I was sort of happy we did, because the location of this Ibis is great. It's nearer to the city center and within walking distance of the mall. We went to the mall a couple of times during our weekend stay. Anyway, the staff is great and wifi works well as any other Ibis. My only complaint is that the bathroom didn't appear as clean as it could be. Or it wasn't as clean like other Ibis's I'd been. There were soap sud marks on the tile in…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2016,3,one towel per person is not my idea of a good hotel,"The service was fine but I was told that management limits the number of towels to one per person (2 per room where there 2 people). I am not used to using the same towel for my hands, face and other parts of my body. There is something called hygiene. Did Accorhotels ever hear of it????",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 March 2016,5,Brilliant option for budget traveller,"We are backpacker travellers coming from Hong Kong. Firstly, I'd really thanks for all the kindly served especially the hotel manager. He can speak English to us fluently where we couldn't found it in the rest of the city. Location is just spot on. It's right next to the bus and railway stations. The hotel isolates from the old city area which means you can have an peaceful night. No beggars in front of your hotel entrance or surrounding area. Since the entrance of the hotel is protected by G4S . In addition, the area is protected by military forces and you could hardly found any dangerous from this area where it's a huge difference compare to the old city area. And I can certainly say that this hotel's standard is definitely much higher than any local hotels.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2016,2,Ibis Tanger,"when we checked in the room, there was a man already sleeping in the bed! Yes, the room was already occupied. Upon going back to the reception, they guy over there did not bother to apologize, and said: ""it happens"", and blamed a colleague....",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2016,5,Amazing Staff,"We arrived on the 18th of February in the evening and made a walk-in booking. The Front Desk manager was amazing and very patient with us, he was quick to give us the room available and provided us all the details and prices around. Very polite and hospitable staff indeed. Perfect English :-) Room was small but clean and more than enough to have a good night's sleep.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2016,4,Good place for a quick rest,"We arrived at Tangier from Chefchaoen and decided to stay at Ibis, as it was located at the centre of the city. The room was quite cramped as expected and inside the room was quite hard to get the wifi connected. But at the lobby no problems whatsoever with the wifi. The hotel was nice and quiet so we are able to get some rest before continuing our journey. Not bad for a quick rest at this olace and the staffs were also very friendly.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 February 2016,4,What you see is what you get,"Standard room with all the basics : tv, phone, wifi, lots of hot water. had a quiet night, slept with window open. staff very friendly. no room service but you can order downstairs and take it up to your room, then leave the tray out for pickup. very good value for money and close to the beach and the train station, easy to park the car.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2016,1,Please Avoid pay extra and choose Ramada,"Well this is the second time I was staying in IBIS CityCenter, and it was terrible... I stayed at the hotel just over a week. The male staff were rude specially a security guard in particular...., they always oggle at the women.... As if they have never seen one... There is no kettle in the rooms to make tea, there are exposed power points in the bathroom... However the cleaning ladies are true gems... Everything else is rubbish but they are really sweet. When checking in the guy at the desk was surprised that I was staying so long.... Maybe he knew how poor the service was.....",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,1,Bug infested rooms - best to avoid!,Stayed for a couple of nights. Was unable to sleep and kept awake due to bug bites. Called reception and they said there was nothing they could do. Came down finally at 3am and after having to shout at reception staff they found another room for me to complete the night. Really poor customer service - they simply couldn't care less. No compensation or reduction in rate. Stayed the rest of my stay closer to the old city.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,3,Rooms a bit knackered expensive drinks parking not free,"For the same price you can stay at a much newer hotel just across the road. Air con not working. No answer when calling reception. No safe no clean towels room smelt musky no iron no nothing except a bed and tv, paid 1300dirhams for a drink that should only cost 350. only stayed for one day before I checked out and checked into encore ramada which was cheaper and so much better",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2015,5,Great nights sleep and fantastic value for money.,"We found all the staff (without exception) to be courteous, friendly, professional and approachable at all times. Breakfast was both plentiful and enjoyable. We spent 8 marvelous days in Tangier at this hotel, we slept exceptionally well each night. I would definitely not hesitate to return to this hotel again in the future. If I had to find any fault regarding this hotel, it would be regarding location alone, it is located a short petit taxi ride (approx 15 drms) to a greater selection of restaurants.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2015,4,The IBIS Hotel,"This was a nice hotel in Tangier. We stayed only one night, it was close to the beach and had a nice pool and area. The bar was good and the staff was great while we were there. I would use any of the IBIS Hotels....always a good pick and price.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2015,1,Terrible experience at IBIS - Tanger,"Very dirty room not cleaned mold in the shower, dead bugs in the bed, unwashed pillows, yellowish stains on the sheets, bed sheets torn, stained, repayment of two weeks in advance spayées refused - hotel absolutely to be avoided - we are three people have suffered this history - nevermore! - I made a lot of pictures about all !",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2015,3,Unexpected Expenses!,"My friend booked this hotel for a twin room in advance for our trip to Tangier, Morocco. When we arrived at the hotel, we were informed that there are no more twin rooms available. What the hotel staff suggested is to put an extra mattress on the floor for the other person to sleep on. This did not go down well. It was not nice to be treated like one of you is a slave and the other is the master. The thing is, a guest does not expect this kind of insensitivity especially after figuring out in a vehicular accident that delayed the trip by five hours, both with headaches and has no strength to argue our rights at that point. The hotel's own policy is to ensure guests satisfaction and if not achieved, they will go out of their way to achieve customr satisfaction. But nothing…",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2015,5,perfect,tanks to all members my stay was perfect ; i was there with my friends the stay was perfect the hotel team was OK with us the reception the restaurant we get all what we need at any time / also i recommend this hotel for any one .,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2015,3,Not good,"눉I stayed here because I thought I would be able to easily walk to the train station the next morning. WRONG. No footpaths, no light controlled crossings and just far too dangerous to consider. Do far better to stay near the old Medina. The wifi was truly terrible. Hours on end it did not work and when it did very slow. The bathroom was not clean and the basin plug could not be easily removed as the control was bent and useless. The towels were small, thin and grey. The food in the restaurant was appalling. I ordered an entrecote cooked medium rare, turned up done like boot leather so back it went. No easy choices for food close by. The breakfast was poor value and only Earl Grey tea bags available. The room was clean and fairly quiet",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2015,3,It is what you pay for.,"Pretty average hotel. Rooms are ok, for the price. 3/5 for cleanliness and size. The place seemed understaffed so service was not the best. We picked this as we were in Tangier only for a night and taking a ferry to Tariffa the next day. Located centrally so quite close to the port.",Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2015,4,A good place in an amazing city,I'm a Moroccan and I live in a city near Tanger so I didn't expect anything special in my period of staying in Tanger. but I was wrong because staying at that Hotel is definitely a good thing to do. The hotel has a great service in the Bar and the staff is kind of nice too. The breakfast is served early but it's really amazing. And even the look from outside is amazing. So I really recommend this hotel.,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2014,5,good idea when late,we arrived at tanger very late at night ibis was the best choice clean quiet and nearby to many good and nice restaurants the price was a little high but as advice to have a discount you have to book by internet better,Ibis_Tanger_City_Center_Hotel-Tangier_Tanger_Tetouan_Al_Hoceima,Ibis_Tanger_City_Center_Hotel,Tangier_Tanger_Tetouan_Al_Hoceima
