 December 2022,5,Luxury in Town,"Such a treat!!! The hotel is beautiful - the interior courtyard where breakfast is served & the rooftop terrace in particular. You don't want to miss sunset on the roof. The service we had was top notch. The food was excellent. It is in a great location, too, so that you can walk to everything in the old Medina and the beach.",hotelName,city
 September 2018,4,"Excellent service, great location","The centrepiece courtyard is fabulous ( outdoor dining), the food is good, and the location is super convenient being just inside the medina. Free parking a short distance away. And the service is attentive and extremely helpful - I needed to find someone to polish the superficial scratches off my rental car, and they drove me to a garage where it was cleaned. The indoor restaurant, bar and rooms are a bit old fashioned - decor is like an old gentleman's club from the 1940's. The rooftop pool hours are limited - I like an early or late swim but the pool doesn't open until 10am and closes at 6pm ( even though it is light until after 8pm). And the price for the laundry is exhorbitant. Despite these qualms, an excellent place to stay.",L_Heure_Bleue_Palais,Essaouira
 August 2018,2,Very disappointing,The hotel is tired and dirty. The service is ordinary. I cannot believe I trusted this to be the usual Relais & Chateaux hotel experience. What a joke. Relais & Chateaux... are you kidding me. I actually left two days early due to this very disappointing hotel.,L_Heure_Bleue_Palais,Essaouira
 April 2018,5,Super Location,"The hotel is lovely and in a great location. The rooms are a little on the small size compared with many others we have stayed in - more like Parisian sizes than those of other European cities. The staff were helpful and polite. The pool area was excellent. The breakfast was varied and plentiful. All in all, a very good way to end our honeymoon in Morocco.",L_Heure_Bleue_Palais,Essaouira
 July 2018,4,Charming Hotel in great location,The hotel is located in the center of the town and at short distance from everything you wished to see in Essauira. The building is ancient and full of charm with a patio and a roof terrace absolutely beautiful. The room was good overall but a perfume was covering a bit of humidity smell and the noise isolation was weak. Breakfast was very good.,L_Heure_Bleue_Palais,Essaouira
 June 2018,5,"Stunning riad style hotel, in fantastic location!","This is by far the best hotel/riad we stayed in during our 9 day trip to Morocco and overall, probably one of my all time favourites of all hotels that i've stayed in. From the moment we arrived, the service was amazing and it continued throughout our stay. As we arrived very late in the evening after a delayed flight, we checked in and went straight to bed, so the following morning was really the first time we actually saw how beautiful the hotel really was. Breakfast in the centre courtyard was lovely and the food was simply delicious. We ordered omelettes and enjoyed watching the lady freshly cook Moroccan pancakes, yet not nearly as much as eating them (I think this was the highlight of our mornings)! We were served hot tea/coffee, along with fresh orange juice and enjoyed…",L_Heure_Bleue_Palais,Essaouira
 June 2018,5,The orient express without the steam,Imagine yourselves as the glamourous cast of an episode of poirot and you will come close to this experience. Second to none service. Wonderful drinks (alcoholic) and food. Stunning decor in very much a 40s style. Lovely roof terrace where you can nearly get out of the wind and enjoy a glass of wine.,L_Heure_Bleue_Palais,Essaouira
 May 2018,5,Amazing,"My wife and I sadly only had 1 night at this amazing hotel and it was the highlight of our week in Morocco The building alone with its history is worth a visit and being located inside the old Médina was a big bonus We arrived by bus from Marrakech and surrendered to one of the guys with a cart who took our bags to the hotel, the walk took 15 minutes and cost us 50 MAD as we had no idea where our hotel was and there is no vehicle access inside the walls of the Médina We discovered later that day that our hotel is just inside a main entrance and only 50 metres from the bus stop so don’t fall for the cart guys! The traders are all friendly and polite and the smells, tastes and sights of this wonderful place are a treasure to experience and the prices cheaper than Marrakech and…",L_Heure_Bleue_Palais,Essaouira
 May 2018,5,ONE OF THE BEST FINDS IN MOROCCO!,"This pleasant, and quiet Riad style hotel, is located within the walls of the Medina and on a street of the Souk. You are greeted by a..”sincere welcoming to your home away from home.” Service is both friendly, and exceptional, and only surpassed by the incredulous quality of their dining. Both the breakfast, and dinner are authentic high quality Moroccan. The dining room ambience is accented by a roaring fire place, live music, and coffee in the adjacent gardens. It is the only hotel during our extensive travels, where we had our bellman eagerly volunteer to assist us in our departing room check (under the bed as well) to assure that nothing is left behind",L_Heure_Bleue_Palais,Essaouira
 April 2018,5,"Atmosphere, style and service","This is a lovely hotel in an excellent position : you step through the archway into the medina and there on the right in a high unassuming wall are the blue doors that lead into a luxury riyadh- style hotel with dark carved woods, a sunny plant-filled courtyard where the fountain gurgles, and rooms on three levels. On the fourth floor open terrace is a cool blue pool, comfortable sun-lounging furniture , a little restaurant, and stunning views across the medina and to the sea. We were welcomed with a little tray of delicious fresh orange juice, little cakes and dates, and later a guided tour of the hotel with some of its interesting history.. A bowl in our room was replenished daily with some fruit and dates. The bed was comfortable, the quality of linen and pillows good, and…",L_Heure_Bleue_Palais,Essaouira
 November 2017,5,Luxury by Moroccos Seaside,An enjoyable place to stay while visiting Essaouria Medina. The rooms were not overly large but delightful and traditional with all the amenities needed. the restaurant is also recommended. The night lighting is strange as they light each floor in different coloured LEDs making it look more like a theme park rather than the grand old hotel it is. Apart from that its a great place to stay.,L_Heure_Bleue_Palais,Essaouira
 April 2018,5,Gorgeous hotel in the Medina,"A gorgeous grand hotel situated in the Essaouira Medina. A short walk to the seaside and port area. Large comfortable rooms, nice amenities, lovely restaurant and great breakfast in the courtyard, the rooftop terrace was nice - perfect 😊",L_Heure_Bleue_Palais,Essaouira
 March 2018,5,Excellent,"Very pretty, very well preserved, relais et chateaux, downtown, friendly staff, great breakfast and bar, pool, good internet Best place in town Restaurant looked great, but we didn t have dinner Recommended",L_Heure_Bleue_Palais,Essaouira
 March 2018,3,Not up to relais chateau standards,"We stayed here 2 nights. We had a large room that was broken up into nooks and crannies so as to make it feel cramped. Lighting was terrible. Several tiles were lifting up so that when you walked on them they wobbled, sometimes so much so that you tripped on them. Seating was uncomfortable. A knob for one of the shutters was broken off. Service was largely indifferent, especially in the lounge and at breakfast but very good at the front desk and in the dining room.",L_Heure_Bleue_Palais,Essaouira
 March 2018,3,This is not a real relais chateaux,"I think it might be one of the best hotel there,but definitively not a relais chateaux . The hotel is beautiful , colonial design will high ceilings, and a garden in the middle . The rooms need renovation, they are dark and smell. Not very comfortable beds and very very noisy . The body milk bottle have been refilled os many times that the cap had lost it colors, i didn’t even touched it. The towels not soft and weak breakfast , We had dinner there and was very disappointing by the chef. Just think of it as an average 4star hotel. But the staff were extremely nice and friendly .",L_Heure_Bleue_Palais,Essaouira
 March 2018,5,Lovely stay in L’Heure Bleue,"Had a lovely 3 nite break in Essasouria. L’Heure Bleue is a traditional Riad style but with Luxury service. We stayed on the 3rd floor premium suite rooms, and loved all the wood furniture & the space. Bed massive, bathroom huge with a bath you can really soak in. I’m 6’ 3..... Rain shower also good. Room a little dark but you can open shutters into the central courtyard Hamman treatment and massage we thoroughly enjoyed. We were fortunate with weather so the rooftop terrace was divine and excellent for lunch too if going back to airport in afternoon. Cool Casablanca beer! Ice cold in Alex moment! Lovely breakfast arrangement but the orange juice provided is carton and poor compared to rest of offering. Clever use of shot glasses with fruit, I’ll try that idea…",L_Heure_Bleue_Palais,Essaouira
 March 2018,5,Very nice Riad and very helpful staff,"Great location and great restored Riad - we also had the Hammam/massage treatment as a couple which was terrific. Such nice ladies in that area. We had an issue with water pressure on our first night and Mohamed and Kamal looked after us with a room move that was sensational. You will see in many of the management responses that they want you to raise any issues at the time, not afterwards so they can rectify the problem for you. They genuinely want you to enjoy your stay in their wonderful Riad and beautiful city. We spent 3 nights here and is currently our favourite town.",L_Heure_Bleue_Palais,Essaouira
 March 2018,5,Excellent boutique hotel in Essaouira Morocco,Luxe hotel with large comfortable rooms and bathrooms. Our room had a large deck with lots of comfortable seating overlooking the city. On site bar and trendy restaurant. Very friendly and professional staff.,L_Heure_Bleue_Palais,Essaouira
 March 2018,3,This hotel needs sunshine - it rained for our two day stay!,"We were unfortunate to have pretty horrid weather for our two day stay in Essaouira and inevitably that colours one's view of the place. With the sun streaming into the central courtyard, the roof terrace buzzing with guests enjoying the pool and sunshine, and the louvre doors to the bedrooms thrown open to catch a breeze, this might be a wonderful place. But the terrace was closed to all but the most foolhardy because of the weather - it looked like an English resort on a wet winter's day. The hotel is hard to find so make sure you get directions. The nearest transport can get to the place is 50 metres or so; you have to walk the rest - not much fun in a torrential downpour. Our room on the first floor was small and dark and frankly not what I would expect from a five star…",L_Heure_Bleue_Palais,Essaouira
 March 2018,5,Short but sweet stay,A beautiful hotel in an ideal location just inside the medina. All the staff were very welcoming and helpful. We appreciated all the hard work that went into running the hotel by the staff. The suite we stayed in was spacious airy and extremely comfortable. At last a room with a kettle and espresso machine which was an oasis. The 1st hotel in our trip to provide this. The hotel restaurant was superb and we were made to feel at ease. The food was simply amazing. Unfortunately due to the weather we didn't use the roof terrace but we did get up to the terrace and the views are amazing. The breakfast selection was beyond our imagination and although buffet style we did not feel like you needed a fresh cooked option. This breakfast experience has now spoilt us for all other hotel…,L_Heure_Bleue_Palais,Essaouira
 February 2018,3,A little disappointed,This is a top hotel the service was ok. breakfast was on the terrace (although you could eat in the dining room very little heating on the terrace and no heating in the dining room. The temperature was 8 degrees. We did not eat in the dining room it lacked ambience for me. The breakfast was good but lacked interested staff. The rooms were very good nice and large. The majority of the patronage being french.,L_Heure_Bleue_Palais,Essaouira
 February 2018,4,Good Quality and Location,We stayed here for three nights in January and enjoyed the place very much. I still can't pronounce Essaouira let alone spell it but it is a pleasant location with a nice beach and all the usual markets that there are in Morocco. The hotel is at one of the gates into the old town so is handy both for that and strolling along the beach front which has been nicely modernised. The classic rooms in the hotel are ok but not spacious but the deluxe and the suites are very nice indeed.,L_Heure_Bleue_Palais,Essaouira
 February 2018,4,Escape to Essaouira,"This Riad is really well located. Easy to find and close to where you can park. It has everything for the traveller who wants luxury comfort. Lovely room. The pool on the roof is perfect with great views. Breakfast offers a great selection. It’s not a traditional Riad with that home feel it’s more like a hotel. It’s bigger and more professional. Laundry service was available and a resident hamman. Recommend for the traveler who wants to visit the busy ‘windy’ medina and then escape to a tranquil place that has a piano bar, cinema room and serves cocktails!",L_Heure_Bleue_Palais,Essaouira
 January 2018,5,Gracious hotel with a lovely “Riad-type” design,"The center is open to the sky and opulently planted. As we ate breakfast I suddenly got a flash back to the similarly planted open terrace in the Petit Palais! A pleasant setting for a morning meal. When we arrived, we were ushered to a seating area where we were offered heated towels to refresh ourselves. We were then offered fresh squeezed orange juice, cookies, dates, and water. Our room which we were told was an upgrade, was a bit weathered. Tiles on the floor were loose in a number of places. The bathtub is strangely positioned, with high sides, and a potentially difficult path to get in. The hotel has a spectacular roof deck which must be totally divine in warm weather. It has a very appealing heated pool as well. We had an excellent dinner in their dining room serenaded…",L_Heure_Bleue_Palais,Essaouira
 January 2018,5,Superb riad,"This former wealthy merchant's mansion has Bern restored and renovated into a 5 star luxury hotel. The staff could not have been more courteous and helpful. The furnishings and appointments are elegant and tasteful. The restaurant should not be missed. The breakfast buffet gives many fine choices from eggs to fish, meat, fruit and pastry.",L_Heure_Bleue_Palais,Essaouira
 January 2018,5,High quality,Apart from Breakfast this was an outstanding hotel to stay in Essaouira. Staff were excellent. Rooftop is recommended for relaxation. Advice on were to go in the Medina was very much appreciated. A bit of old world charm with modern day quality service.,L_Heure_Bleue_Palais,Essaouira
 January 2018,4,Nice hotel - spa is the only downside - difficult to find availability,"This is a very nice hotel. Good rooms, nice facilities and excellent food. Personnel are really sweet and make you feel at home. They are always attentive and ready to help. Location is perfect. The minus of this hotel is the spa. It is always full and it is a nightmare to book a time. They have just 2 people for almost 40 rooms. The majority of guests are interested in spa treatments when on vacation in Marroco. We are there for 2 nights and were not able to book a time.",L_Heure_Bleue_Palais,Essaouira
 December 2017,5,Best place to stay,"We just returned from an amazing stay at L'Heure Blue in Essaouira. It was beyond our expectations. The service, the food (you MUST eat dinner at the restaurant), the comfort of our room, everything exceeded expectations.",L_Heure_Bleue_Palais,Essaouira
 December 2017,4,Great start to our honeymoon!,A great 4 night start to our honeymoon! A fantastic location at the edge of the medina and impeccable and friendly service from the staff. Roof top terrace was great with wonderful views over the beach and to sea.,L_Heure_Bleue_Palais,Essaouira
 November 2017,5,Luxuary in The Medina,An absolute oasis of colonial luxuary at one of the main gates in to The Medina. Call in for drinks even if you do not stay. Lovely little nibbles with your order. Visit it for the day and use the roof top pool. Lunch is included for around £30 ... amazing 4 courses and the service is excellent. Lounge area look so cozy and decadent. Standard rooms looked small but beautifully fitted out in keeping with the style of the hotel.,L_Heure_Bleue_Palais,Essaouira
 December 2017,3,Nice rooftop and lovely staff,"This hotel could be a great one with a few changes. The staff were the most helpful and gracious that we encountered in any hotel in Morocco. The rooftop is bright and attractive with gorgeous views. The colonial look of the building is quite handsome. The food we tried at the hotel was very good. The downsides: Beds desperately need an upgrade. Most uncomfortable. The rooms have a not so nice odor, like an old musty smell. Soundproofing in rooms not the best. We stayed in a suite room for two nights.",L_Heure_Bleue_Palais,Essaouira
 November 2017,1,Nothing positive...only negatives,"It's better sometimes not to describe but as a warning there is no positive at all in this hotel. The rooms with high humidity in November ... Noisy rooms , The worst wi-fi ever of all the hotels I have visited . Average breakfast Extreme noise in the toilet !!",L_Heure_Bleue_Palais,Essaouira
 October 2017,4,RoofTop!,"Colonial style hotel in a perfect location. Choose a higher category of the room, because smaller rooms are not very convenient and are really tiny. Enjoyed the evenings at the rooftop terrace, very interesting to watch from there how the life is so different on that side of the world.",L_Heure_Bleue_Palais,Essaouira
 December 2016,5,Wonderful boutique hotel,"We loved our stay in this hotel. The location was great right in the Medina. The food was great, breakfast in the beautiful courtyard. The roof top was a very nice area and we enjoyed a delicious lunch there. A very enjoyable stay; highly recommended.",L_Heure_Bleue_Palais,Essaouira
 September 2017,5,Luxury hotel on the edge of the medina,We were upgraded to a suite on the 2nd floor and it was really gorgeous. The large sitting area was extremely comfortable and we also had external windows (somewhat rare in a riad). Breakfast was in the pretty ground floor garden terrace and there was also a nice rooftop area with lounge seating where we had lunch. Dinner was good but a bit too formal for our tastes.,L_Heure_Bleue_Palais,Essaouira
 October 2017,5,Midnight at the Oasis !,Located in the medina this hotel is a little slice of luxury in a somewhat hectic area. Beautiful breakfast served in the garden courtyard. Room clean & comfortable & quite. Staff very helpful. We didn't eat in the restaurant although it looked extremely romantic & I'd love to go back & give it a try.,L_Heure_Bleue_Palais,Essaouira
 November 2017,4,Three days recovery,As we are in our sixth week trip around Morocco it was great to stay here for three nights. Walk outside to the Medina Suite comfortable and clean Great courtyard in the middle and pool on the roof. Windy place and cool at this time of the year Staff friendly and accommodating Ahmed a divine Chef so we stayed here for dinner each night He is a great chef and the restaurant staff a delight,L_Heure_Bleue_Palais,Essaouira
 September 2017,4,A family home transformed into a boutique hotel,"Like most traditional Moroccan hotels, the Heure Bleue Palais is fashioned around a Riad's courtyard. The lush green garden sets a pretty scene for afternoon tea or breakfast. According to the hotel, the interior design features four styles; our suite was oriental.The hotel has the feel of an old colonial home, and indeed the Palais was once just that. Today the four floors feature comfortable accommodation and a rooftop pool and bar. Service was very friendly, particularly in reception, but it wasn't always prompt in the bar or at breakfast. Our room was spacious albeit the attention to detail was under par. We had a missing shower head support, non-functional tap-ware in the bath and problems with the TV remote. Not to worry, the maintenance staff were quick to respond…",L_Heure_Bleue_Palais,Essaouira
 September 2017,5,"Luxury setting, perfect service","We stayed at Heure Bleue Palais for 1 week and couldn't have been happier with it. If taking a taxi from the airport you are dropped a short distance from the hotel which you are greeted by grand blue doors on your right, from the first moment you step through the doors you will feel at home. We stayed in a suite which was spacious, clean and well kept but with a rustic feel to it. The large bath was a nice bonus as normally due to height we struggle to fit in. The bed was easily big enough for us, although slightly hard for my partners taste. Breakfast buffet is well stocked and you can easily add variety so you don't get bored of the same food. Service was friendly and prompt. Housekeeping each day were thorough and restocked anything needed in the room. Water, tea,…",L_Heure_Bleue_Palais,Essaouira
 August 2017,4,An oasis of calm,"Our second visit to this hotel as it's an ideal base for exploring the medina which we love. It would be so easy to walk past the hotel without even realising it existed, but stepping out of the bright, hot, noisy, bustling medina alley, through the riad's huge doors and into the cool calm of the dark wood hall is just bliss. There are tall palms and a gentle fountain in the central courtyard which add to the air of tranquility. The rooms are lovely, but a lot of the hotel could do with some general TLC - peeling paint on the landing, one of our plug sockets didn't work, one of our shutters was hanging on with only one hinge, one lift (of the two) was out of action all week etc. etc. Breakfast was great with loads of choice. The staff are lovely and very helpful. The…",L_Heure_Bleue_Palais,Essaouira
 August 2017,5,Elegant and peaceful oasis in Essouaira,"Luxurious hotel just inside the medina walls. The decor is beautiful and tasteful with colonial features. The staff were incredibly attentive, with a great breakfast buffet! The rooftop pool and seating area was a highlight, watching the city from above in this tranquil setting. One criticism - the restaurant is very expensive for dinner, restaurants in the town were much better and cheaper.",L_Heure_Bleue_Palais,Essaouira
 August 2017,4,Great roof top area and pool,"A very nice Riad in a great position. Staff excellent and very efficient except one girl at breakfast, I am sure she was a very good worker but very unfriendly. I think she thought we were American but we are not. We did find that if you not French in Essaouria the boutiques didn't really want to know you. Guess what English is the world language. Thanks to all the staff that helped us as our bags were missing for the 3 nights we stayed. The roof top is beautiful and well kept as is the pool. Our room was very comfortable and kept very clean. Bed could be a bit more comfortable but that is personal taste. Food was very good.",L_Heure_Bleue_Palais,Essaouira
 August 2017,5,Elegant dinner at L'heure Blue Essouaira,"We stayed at the sister riad in fes (riad fes) and went to this property for dinner during our stay in essouaira. Dinner was absolutely delicious and the hotel property creates for elegant ambiance. The only reason we did not consider this property was because we wanted a beach front property. In hindsight knowing the location (less than five minute walk) I would stay here next time. The service impeccable and the food is simply amazing. Highly recommend the prawn risotto:) and the chocolate mousse (egg free, dairy free and sugar free!). I will take their word for it. The front desk manager was very friendly and provided us with a reliable source to get the oh so famous Argan oil. I wanted to make sure I got the real deal (100% pure) and he recommended a source that I will be…",L_Heure_Bleue_Palais,Essaouira
 August 2017,5,Luxury hospitality,"I stayed a week in this beautiful old palace in the Medina. My first impression was how beautiful is the place and when you go in is like to be in a oasis of relax in the middle of the outside chaos. The service I have experienced here is the best I had in my life, professional, honest and very friendly .The treat you as you were a familiar .Food is excellent, starting from breakfast, grill in the swimming pool and finishing with the restaurant. I found the restaurant team extremely well organize and top hospitality. My very big problem was that I didn't want to leave the place any moment, I loved to stay the whole day in . Thank you very much to all the staff !",L_Heure_Bleue_Palais,Essaouira
 July 2017,4,Excellent choice for staying in Essaouira,"L’Heure Bleue, once we’d found it, is in an ideal location just inside ‘Bab Marrakech’, one of the gates in to the Medina. There is no charge for parking which is a few metres away, just outside the gate. The pool & terrace are much larger than they look in photos. The lovely long beach is nearby & great for a walk & a paddle but the pool is much nicer (& less windy) to relax by. Rooms are quiet & we much appreciated being upgraded from our booked Deluxe Room to a Suite. Kamal on the front desk was exceptionally friendly & helpful. Tip: Take a sweater (my husband forgot!) / cardy – even on warm days the wind whistles down into the breakfast courtyard",L_Heure_Bleue_Palais,Essaouira
 June 2017,5,5 stars in the middle of the medina,"Great location: within the medina, but still easy to find. Breakfast was excellent. The interior courtyard is amazing, day and night. Nice rooftop pool deck with great views and a chilly pool. Classy bar, drinks were fairly expensive. Staff were super friendly, maybe a little less attentive than some westerners are used to; more of an attitude of letting the guests have their privacy. Would definitely stay here again.",L_Heure_Bleue_Palais,Essaouira
 May 2017,4,Blue Gem of a Hotel,"The pathway leading to this blue gem was strewn with litter and beggars and I was coming off the heels of a very rollercoaster long drive. So I was skeptical. But once inside the doors, we were greeted with a beautiful courtyard, and respite from a long trip. The beds were quite small; service very friendly and bend over backwards helpful. A little annoyed to hear the billiards in the wee hours of the morning but it was temporary. Our driver to and from Essouira and tour guide were reliable and delightful and helped us navigate the best of this ancient town. And best part is we were a stone's throw to the bustling medina and beach.",L_Heure_Bleue_Palais,Essaouira
 May 2017,5,"Amazing stay in Essaouria! Exceptional service, great roof terrace and gorgeous internal courtyard.","Exceptional service! Everyone was not only incredibly caring and helpful, but went the extra mile every day in every small gesture to pamper us and make sure we had the best possible experience. Amazing roof terrace and internal courtyard. The roof terrace is even nicer and bigger than it appears in the photos, and it was the best spot to relax and enjoy the sunshine in great comfort. The courtyard is an incredible oasis of peace from the noise and chaos of the medina, gorgeous and soothing.",L_Heure_Bleue_Palais,Essaouira
 May 2017,4,Good hotel option for Essouira,"This is probably one of the nicer hotels in Essouira but didn't compare to our other hotels during the trip (Palais Faraj in Fes and La Maison Arabe in Marrakech) despite a generally similar price. The location is good, just inside the Medina walls and a short walk through the Medina to the wharf and beach. The staff was great, and able to help us with whatever we needed. However, our room was small and all the rooms face the courtyard, which can be noisy at times. The hotel does have a pool but Essouira is very windy (famous for kiteboarding and windsurfing) so it was too cold to really use the pool when we were there. The do include a breakfast buffet and it was good. The hotel does have a cinema room where you can watch one of their DVDs. It also has a pool and…",L_Heure_Bleue_Palais,Essaouira
 May 2017,3,Beautiful property if you get a decent room,"As the positive reviews note, the location of the hotel as well as the architecture are terrific. Drawbacks are that (1) we didn't have a real window in our room. This made the room smell damp from the shower and (2) AC didn't work which means we were hot at night although it was cool outside. (3) Internet is so slow in most rooms that its barely usable. Included breakfast and service were fine overall except attention to detail when cleaning bathrooms. For the amount of money you're paying to stay at this hotel, all the above shouldn't be issues. Since most places in town charge a fraction of this price, probably better to pick elsewhere unless you feel strongly that you want to use the pool or enjoy the architecture.",L_Heure_Bleue_Palais,Essaouira
 May 2017,5,Lovely old style riyadh hotel,"Loved it - old style riyadh. Great staff and ensure that you book a suite which is not much more than the other standard / deluxe rooms below the suite standard. The suites have both shower and bath and that bit more space. If you can book a room, avoid the taxi rank side - not horrendous at all but attracts a little more noise but that drops to nothing later on. Evening meals aimed at gourmands - so we gave that a miss and went to Caravanne Cafe 5 mins away which was fab - see review. Breakfast very good. We were gutted to leave - loved the place and the town which felt very safe indeed. The hotel is in the town - so literally you walk out and there it is !",L_Heure_Bleue_Palais,Essaouira
 April 2017,5,A great find.,"The hotel is right by one of the entrances to the medina. The building is beautiful. Balconies run around the nicely planted and shaded central courtyard. Our room, 28 is huge, with an entrance foyer, seating area and large bedroom with a large bath and shower room. Tea and coffee making facilities and a refrigerator with water are provided and renewed each day. the bed is very comfortable with great linen. The dining is fantastic!. Breakfast is excellent with Moroccan dishes, cold meat and cheese, fresh fruits, cakes, pickled lemons, nut, dried fruits etc. Egg dishes can be ordered. Dinner is on another level. It is the best we've had in Morocco It is not cheap but well presented and served in the courtyard or separate dining room. There is a small cinema and a billiard room.…",L_Heure_Bleue_Palais,Essaouira
 May 2017,2,Disappointing,"L'Heure Bleue Palais did not live up to our expectations. While the ambience is nice, the interior of the rooms is of rather low quality: The beds are quite uncomfortable and the plumbing is poor. What surprised us most is the low quality of the breakfast.",L_Heure_Bleue_Palais,Essaouira
 May 2017,5,The Best,"If your budget allows it, stay here. If not, at least try to dine here. The service is fabulous. The atmosphere is sublime. The food is delicious and creative. The wine list is varied and affordable. Highly recommended!",L_Heure_Bleue_Palais,Essaouira
 March 2017,5,"excellent location, lovely courtyard, fabulous breakfast","This is a historic building that has been carefully and tastefully renovated to preserve the ambiance but upgrade comfort. The hotel has an excellent location. Our family (two adult daughters) had two rooms, side by side, which were nice but not exceptional but very nice They were dark with the main windows facing the courtyard, as is characteristic of many older riads. Everything worked well and was very comfortable. The breakfast is outstanding with wide variety of very fresh food--the best we had in all of Morocco. The public areas of the hotel, the courtyard and roof top, are lovely. We enjoyed a nice drink in the courtyard with a musician in the evening after dinner . Excellent service.",L_Heure_Bleue_Palais,Essaouira
 April 2017,2,Not worth it,"I loved the room, loved the beauty of the riad, perfect location, great breakfast, friendly staff except one at breakfast BUT you can have the best hotel with the best view from the rooftop that does NOT make up for me having to have cold showers and a very lukewarm tub part throughout my stay- that is a non - negotiable and a basic requirement- HOT water- the excuse given by 2 staff- that we are showering when all the other guests are showering- REALLY, this is a hotel and most guests shower before breakfast! Yet the hotel was not full to capacity and we didn't have hot water at midnight, at 8:30 am at 10 am on another day and even 12 pm it was still only warm- extremely dissapointing as this was the most expensive of all the hotels that we stayed in from fes to casablanca to…",L_Heure_Bleue_Palais,Essaouira
 April 2017,4,BEAUTIFUL COLONIAL PALACE,"We stayed here some weeks ago, for 5 days, and the unique building, the awesome decoration, and the service is really 5 star . Check in was warm and welcoming. Mamadou with his big smile is so helpful and friendly,and specially front managers Naima and Mohamed, and all the others did everything to help and to please us. Big compliments! The first 2 nights we stayed in a deluxe corner room on the 3 th floor. This is just under the roof terrace, so sometimes specially during lunchtime, it was quiet noisy. After 2 days we moved into a deluxe suite on the second floor, and that was a real gem. beautiful decorated, including a wonderful fireplace, amazing bathroom, little salon, work desk etc. Absolutely wonderful. For me personal, the rooftop restaurant and swimming pool area , are…",L_Heure_Bleue_Palais,Essaouira
 April 2017,4,"Wonderful Service, Amazing Rooftop Terrace/Pool","We give this hotel our highest recommendation for service - what a lovely and fantastic staff, especially Kamal and so many others who made us feel very welcome from the minute we checked in throughout our stay. And this must be the most fabulous rooftop terrace and pool area in all of Essaouria. We spent one whole day there lounging on the very comfy chairs/beds and having a delish lunch - the club sandwiches and Essaouira grilled sardines, yum! Loved the main dining/courtyard area and also being able to use the balcony & cool, old-school chairs in front of our rooms. We had a gorgeous dinner one evening and loved the breakfast selection. Our family of two adults & two teenagers definitely enjoyed our time here but we got a vaguely cold vibe, or just something a little off,…",L_Heure_Bleue_Palais,Essaouira
 January 2017,5,Beautiful!,This hotel was small and very well done! It's at the entrance of the medina which was a little chaotic at first. The giant trees in the foyer were a nice touch. The room had a fireplace and the rooftop was really amazing! We loved it here.,L_Heure_Bleue_Palais,Essaouira
 April 2017,5,Fabulous Riad Experience,"Adjacent to the ancient medina of Essaouria the Heure Bleue is a restored building in the style of a Riad - 4 floors built around a central courtyard enclosing a beautiful garden. All of the rooms open to the attractive and bright courtyard. The rooms are well furnished in a style evoking Morroco in the '30s. The location is within easy walking distance of all of the attractions with a souk just beyond the front entrance to the hotel. Pool, bar, restaurant are all well done and the staff is most hospitable. This is the perfect place to stay when visiting Essaouria. One caution. We were independent travelers and relied on the hotel to arrange a half day walking tour of the Medina and a car with English speaking driver/guide to visit an Argan oil cooperative and surrounding…",L_Heure_Bleue_Palais,Essaouira
 April 2017,5,Our second visit - won't be our last!,"This is the best hotel in Essaouira and one of the nicest I've stayed in anywhere! The rooms are pure 1930s style Moroccan luxury - think if Agatha Christie had set a murder mystery in Morocco! A cross between a Sultan's dream and a gentlemen's club. The rooftop sun deck is a great place to swim, read relax and catch the breeze and have a lovely lunch. The location is perfect. Breakfast is delicious (especially the Berber pancakes made fresh in the dining room). The restaurant is also excellent for dinner.",L_Heure_Bleue_Palais,Essaouira
 May 2016,4,It's like being in a classic black and white,"This is probably one of the most atmospherically charming old world romantic hotels that I've stayed in. It's has a real Casablanca ""play it again Sam"" kinda feel. The dark wood panelling of the restaurants and bar with animal skins and with the scent of old leather and cigars is intoxicating. The room is just as charming with a central fire place which can be lit by request and it has bay windows with shutters where you can look in to the central atrium and peep on opposing suites while you read. The roof top bar and pool is also a bonus, really chilled with great views, a real sanctuary from the hustle and bustle of the streets. My only criticism is the variety of food, breakfast was a little limited mainly breads and all a little dry. Evenings were okay but once again a…",L_Heure_Bleue_Palais,Essaouira
 April 2017,1,Hospitality until 21.30,"I have been visiting this hotel various times as I own a house in Essaouira and was never impressed by their hospitality. Tonight we went for cocktails; we were 3 and paid 50 euro's, returning at 21.40 for dinner and being told the kitchen is closed. After saying we didn't understand and walking to the reception, the manager and receptionist didn't even bother to get up and said 'we're using fresh products and there is nothing left' It was quite obvious there was no willingness and not necessary an empty kitcken. Bizar for a Relais & Chateaux; obviously their rates doesn't reflect their staff motivation",L_Heure_Bleue_Palais,Essaouira
 March 2017,5,The most beautiful hotel in Essaouira,"This hotel really made my whole trip to Essaouira special, it was absolutely one of my favorite parts about this city! You escape the hustle and bustle of the Medina into this beautiful, tranquil, and calm courtyard full of palm trees when you walk in the door. The rooftop pool deck is great not just for the pool, but I also had one of my favorite meals of the trip here, a really lovely lunch spot. The location is perfect as you don't have to venture far into the winding alleys of the Medina to get here, it is just right inside the gates so it is super accessible and easy to get to. I definitely recommend staying here if you are heading to Essaouira!",L_Heure_Bleue_Palais,Essaouira
