 November 2019,5,Recommended!,"the room is very nice and clean, the staff very kind, the breakfast service is very good and abundant, with various typical specialties,the value for money is excellent, we hope to return soon. absolutely recommended!",Manzil_Hotel-Casablanca_Casablanca_Settat,hotelName,city
 August 2012,3,"Manzil Hotel: Sometimes i feel like saying ""Lord i just don't care""","I will start my evaluation saying i'm not part of the staff and i'll try to be very fair in my appreciation, to be usefull in your decision. I stayed in this hotel with my boyfriend for one night only: our purpose was to get a little rest from our bus trip from Essaouira to Casablanca (lasted for 6 hours), and the next day we moved to Meknès by train. This is NOT a central hotel, so it's really convenient to understand that you can get quickly by TAXI to any convenient point (Casablanca Voyageurs - the main train station) or to the Habous medina (the new medina) in 10 minutes. I would advice you to take the address of the hotel with you, or if possible a printed map of the location. A lot of taxi drivers we talked to didn't know this hotel existed. During the day i'm sure…",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 December 2012,1,Recommendable to your enemy!,"Not only placed in an awful location, but a horrible neighbourhood, smelly, and not reliable. My best moment in the hotel was when they said my reservation was taken by someone else, and for that reason they placed us in another hotel! Really don't go there!",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 November 2012,3,Good business hotel,Small business hotel with quiet location. We have stayed our last night here after two weeks tour in Morocco. Room is large and clean. Friendly staffs and free wifi provided. Breakfast is just good enough. First time to check in a hotel who will give you a TV remote control set together with the room key. Have found two coffee shops nearby and have enjoyed a cup of coffee with the local people.,Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 August 2012,1,HORRIBLE Manzil hotel,We are a couple. We was in the Manzil Hotel 2 nights and was HORRIBLE. It´s very far from city center and you have to take a taxi (and you spend 5 euros in the taxi) if you want to get there. There isn´t any restaurant or bar close to this hotel so if you want to have lunch or dinner you have to take another taxi (and another 5 euros). The breakfast in the hotel is HORRIBLE also. They boil some eggs and put some tea or chocolate or coffee or juice or sweets just ONE time in a WEEK. IT ISN´T HEALTHY and they CHEAT us because they said us that the breakfast was 4 euros and when we left the hotel they increase the price 20% and they didn´t explain why. The room has air conditioner but VERY NOISY and It´s impossible to sleep. The cleaning staff was ok (but they didn´t clean the room…,Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 June 2012,4,Perfect choice to stay over one night en rout,"Very friendly, helpful and competent staff. Really nice people. Concerning the hotel, it's designed for people just looking to stay over for a night and is almost ideal for this purpose. The only shortcoming is the location. Presumably it is 800 m from Casa Voyageur railway station, so very convenient for those who arrive by train and depart to the airport (direct train). In fact the boulevard is blocked by construction works and detour takes much more time. Very close to the ocean, but difficult to find a taxi to get to the historical center. Also not all taxi drivers know the address and no object of common knowledge are close to it. Anyhow all this doesn't spoil your staying here if your goal is just to find inexpensive and decent shelter for a night.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 June 2012,1,Would recommend this hotel to someone I really hate.,"Stayed there for one night and booked this hotel because it was „near“ Casa Voyageurs from which we had to catch the train to the airport the next morning. Hotel is in a fishy neighbour hood, nothing there to see or do, no bars, no restaurants, no nothing, except some really strange characters. There was no customer service from the staff, our room smelt and we were not alone since we had company of cockroaches size of a small rat. SAT TV for german, french and arab speaking people, no english except BBC, but this hotel was all the bad news I could bear for the day. Seeing the location of the hotel I asked the receptionist to order us a taxi at 6 am since we had to be early at the airport, was told they dont work tomorow (they as in taxi drivers) but i could go a few streets…",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 June 2012,4,"Very good, but certainly not central","Nice, clean hotel with good service. It is located abit outside the city center, but minitaxis are around. This is also close to the train station. We stayed there the day we arrived to Morocco, to rest before going to Fes. Free WiFi and A/C. Would send my mother here.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 June 2012,5,Best Hotel in Morocco,"I have been in Morocco for 3 weeks. Kenitra, Rabat and Casablanca, and this hotel is by far the best hotel I have stayed in. It is very modern, clean, and friendly. The staff is very friendly and accommodates for my needs. It is just out of town, so very quiet, although only a short ride into the city centre.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 April 2012,5,Great Hotel to book for Casablanca...read why!!!,"Hotel is awesome, new, clean, staff are unreal helpful. Got us a hairdryer, restaurant tips, taxis, will download you train schedules, tips on onward travel within Morocco, download and print maps of Casablanca and onward locations...its incredible. And free wifi in your room!!! yes, its not the best location, BUT taxis are right out front and will that charge by the meter (2 u.s. 20Dh gets you to Hassan II Mosque 20dh) can easily walk back towards the hotel to see the rest of the attractions. Its also a good location for easy commute to train station (15Dh). Trust me, do not let location deter you from picking this hotel. BEST, please read...I could not find a hotel the following day in Fes (due to a conference) and the manager called a contact for me and had me booked…",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 March 2012,2,Value for Money but Won't Recomment it.,"In a nutshell, this was cheap and we used it to literally sleep before flying home from Casablanca airport. However, the room did not look like the one in the pictures. There was 'interesting' exposed wire fittings on some of the lights, the room smelt and the shower had a little cockroach in. Breakfast and taxes are not included in the price which was annoying but they only added about £3.45 in total to the bill and the breakfast was actually very good. Take it or leave it really. Let me know if you have any other questions.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 February 2012,4,Clean and spacious,"The hotel room was very clean and spacious. The bed was big enough to sleep with a infant. The hotel provides free internet and the staff was nice. the hotel location was not good, only found with the help of GPS. Good value for the money.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 January 2012,3,Value for money,"This little hotel has been open for just about one year. It is by no means central, and quite difficult to find. However, from the point of view of value for money, it is a little gem. Our room was large, and the bed was big and very comfortable, with a small balcony overlooking the street, which was good for us, as parking for the hotel is on the street. The area is not pretty or touristy in any way, but it did not feel unsafe. The staff were charming and helpful. There is a self-service buffet breakfast, which was a bit average but perfectly adequate. The hotel provides free WiFi. Everything was exceptionally clean. I would certainly stay here again.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 January 2012,3,"Good hotel, on a bad location.","Location: Not central and hard to find. Near the police station, they helped us to get taxi's because if the driver sees you are a tourist they charge a lot more! Tip: ask the rate to persons on the street before you take a taxi, so you have an idea of the price. We looked for the hotel a long time, we were in the right neighborhood but nobody seemed to know it. We got lost and took a taxi after all. Rooms: Nice, big clean room with great beds. Service: Ok, but a map of the city would be welcome. They only had one hanging on the wall.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 December 2011,3,Bad location,"This hotel is in a rather dodgy area. It is however clean and neat. Our room was spacious with a very comfortable double bed, a decent sized cupboard for our clothing and a little desk for making notes. My husband and I struggled with public transport. Taxis are not reliable at all. We took a taxi to Morocco Mall and when we wanted to return to our hotel, it took almost a hour to get a taxi. The breakfast was good and the staff was very helpful.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
 December 2011,3,"Clean place, good rooms","Clean, spacious rooms with WiFi everywhere. Parking in front of the hotel. Not a central location. Good breakfast.",Manzil_Hotel-Casablanca_Casablanca_Settat,Manzil_Hotel,Casablanca_Casablanca_Settat
