 December 2022,5,Absolutely perfect!,Came here with my friend after doing 4 days in Marrekch and was definitely the perfect balance to the busy city. It’s about 30-45 min outside of the Fes Medina but don’t let that stop you from coming. The owner is incredibly helpful in accommodating and planning trips in and out of the Medina and scheduling guided tours. He arranged a fantastic Medina tour for us one day with Farida (an incredible guide) and also a day in Bhalil with a local guide there as well. The staff is super accommodating and the meals were some of the best meals I’ve ever had. The view is absolutely incredible and the rooms are up to date and brand new. Overall 10/10 and can’t wait to come back here again!,Dar_El_Mandar_Farm-Fes_Fes_Meknes,hotelName,city
 February 2019,5,Excellent place,Fes is and old nice city and the dar el mandar is good place to stay to explore the city location perfect the view is stunning food Amazing And you can do many activities from here The staff are excellent This is the right place to stay in fes I will recommend this place for every one,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 November 2018,5,Delightful,We spent a delightful few hours at this impressive property where we were taught how to make Berber bread and shown how it was baked in a clay oven. Afterwards we relaxed overlooking the magnificent plains towards Fez before being given a delicious lunch. We were also shown the accommodation and the swimming pool which also overlooked the plains. Truly a beautiful place though very isolated.,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 November 2018,5,Dear lord amazing!!,If you are looking to find a little place for a pleasant retreat and in the meantime have access to have fun activities. Dar el Mandar is sensational thanks to the host sameera and his husband jawad. Definitely letting know my friends in London to come visit!!,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 October 2018,5,Amazing escape at Dar El Mandar,"A half an a hour taxi journey from Fes airport, the farm is in an amazing location overlooking the mountains - it is unspoilt and extremely quiet (bar a few donkeys in the area!) The service was exceptional - the manager was extremely kind and helpful. The house, pool and gardens are immaculate. The food was freshly prepared and beautifully presented - all local cuisine. We enjoyed some local rosé wine which was kept chilled and also brought some of our own alcohol. The gardens and tents are perfect for a spot of sungazing after dinner! We would highly recommend this an escape for a few days - for a couple or a group.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 September 2018,5,The most beautiful place in Morocco,"Dar El Mandar is THE perfect accommodation for your stay in Fes. Everything at Dar El Mandar is stunning: the interior of the house is beautifully decorated, using traditional techniques and items of furnishing, but maintaining a calm and design-led approach to styling. Each of the three bedrooms is spacious, with separate bathrooms, and incredibly comfortable beds. There is plenty of inside space for a family or friends to relax, and everything is set to enable socialising. Then there are the incomparable views over the Moroccan countryside, which you can take in from every window and vantage point. The sunset from Dar El Mandar is one of the most stunning I have ever witnessed: there is something truly magical witnessing the red sun lower itself behind the red earth of the…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 August 2018,5,our refuge !,"whenever we need a real getaway we head to the mountain, to heaven, to ""dar al mandar"" where we enjoy real privacy and the whole premises for ourselves ""me & my wife"" we just love the berber tents overlooking the valley and the city of Fes. Very tasty food, freshly home baked bread right in front of your eyes, served by the nicest staff.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 June 2018,5,The best gateway I've ever had with friends,"Dar El Mandar thank you for a warm welcome , ultimate generosity , sharp service , a beautiful view , the best sunset !! You made our trip worthwhile , a trip I can call the best trip I've ever had with friends cos for you everything is possible to make your guests happy !! Thank you and good luck !! Danielle Rizk",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 July 2018,5,One of the best places to visit in Morocco,"First of all, there is the view, it takes your breath away on the first look and it captivates you for the rest of your stay. The house and many “chilling spots” are set so that you’re never missing out on the view and are always looking at the mountain or the beautiful sunset. Then you have the rooms and the equipment: all very cozy and modern despite the rustic ambiance. Yes, the WI-FI is not the best but that’s normal given that you are on a mountain in a secluded rural area! As for the food, all meals are made with love using fresh local ingredients and herbs from the garden. You will also get to enjoy a lovely olive oil tasting with drinks and freshly baked bread! I was particularly fond of the mint tea with herbs that I must have ordered like 15 times in 3 days. The…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 June 2018,5,"Private, peaceful getaway with the most delicious food, perfect service, and stunning views","Absolutely beautiful location. The photos don't do it justice. The luscious gardens with the pool on the patio and the house are stunning, every detail has been thought out perfectly and we couldn't believe how peaceful and luxurious it was. A perfect place to come back to after a busy day out in Fes. The staff were some of the most kind and helpful people we encountered in Morocco. They were so accommodating and hospitable even when we couldn't speak French to them very well and helped us arrange a hammam experience and sorted our late night taxi to the airport. All the meals cooked by Fatima were delicious and probably the best food we had all week. We would love to come back to stay as a group to book all three rooms but next time we come we will be hiring a car to make…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2018,5,Fantastic stay!,This small hotel was for sure one of the top places we ever stayed in. Just three rooms and sometimes more personell than guests. The service was fantastic and the always fresh food just great. The view from the area into the plainlands surrounding Fes was stunning. I really don't know if there can be any better place to relax. We will for sure come back and take our hiking shoes with us us there are several possibilities for some walking around.,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2018,5,A magical day out from Fez,"I spent the day here with a large group of friends – we had elevenses, lunch and then just lounged around by the pool or in the gardens. It is a stunning place and the photos barely do it justice, since they cannot convey how peaceful it is, particularly after a few days in the Medina. We didn't sleep here but I had a sneak peek of the rooms, which were also fabulous. My next trip will be an overnighter…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2018,5,Stunning first class Dar - great base to explore Fes and surrounding area,"During our tour of northern Morocco, our family of four opted to stay 4 nights at Dar El Mandar as a base to explore the area and towns around Sefrou. We then went on to spend just one night in Fes which was sufficient to see the city. Although this is not the standard tour package, considering the variety of things to do around Sefrou, this was absolutely the best choice to experience this area of Morocco. The Dar itself is located about 20 minutes south of Fes perched high up on a hill with jaw dropping views overlooking the valley below. Currently they have 3 double rooms available, with plans to eventually expand. The rooms are comfortable, impeccably clean, and the service is beyond outstanding. They grow 40% of all the food they require on their farm and the rest is…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2018,4,Wonderful day making bread,"We spend a very entertaining and informative day at Dar El Mandar. Started off learning to make the local bread in a beautiful setting looking down the valley. Sadly it was a freezing day so could not lay around the pool and swim. We had to wait for lunch which was very tasty. But the long wait could possibly have been a guided walk or other form of entertainment. If it’s a beautiful day the pool is perfect, but sadly it was not. Not too much English spoken & limited wine selection. But wonderful location, beautifully set up in the traditional way! Great staff!",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2018,5,Awayday,"Had a lovely time here, after spending a busy few days in the Fes Medina. Came for bread making course (fun!) and pool day, but spent most of the day enjoying the magnificent views and reading in the shade. Staff and owner very friendly, and very helpful. You need a car to get here and a bit of French helps (but is not essential). Recommended!",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2018,5,The ideal place for intimate parties and quiet getaways,"Dar el Mandar is the place we chose for our intimate wedding party. The place is gorgeous and cosy it offers an incredible view on Fez and the nature around it, it is built on on multiple levels and offers many areas for quality time with family and friends. We had the place privatized for 27 people and the evening was fully organised to perfection by Jaoued (the owner). Jaoued is a perfectionist and a lover of the region. He is passionate about his business and it definitely reflects in Dar el Mandar and the services offered. Our guests and us absolutely loved the place and the program arranged by Jaoued. We would like to thank Jaoued and his team for this very very special time and setup he organised for our friends and family. We have enjoyed especially: - the delicious…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2018,5,Involved with customers,"We celebrated the wedding of our son here. In spite of cool weather we enjoyed the place and services. A Berber tent gave much added value for a modest price. Good views over Fes and surroundings, nice rural and mountainous setting.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2018,4,"Beautiful, calm hideout","This beautiful small place upon the hills outside Fez is perfect to relax for a few days. We stayed 2 adults, 1 baby and 1 3 year old, and had an amazing stay. It is small and cozy and the staff is very friendly! They make the most amazing food, our children loved it!You can go on small hikes and children can ride donkeys for an extra fee. The only negative thing is that it is surprisingly expensive. Even so, we would recommend it.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2018,5,"Stunning setting and landscaping, remarkable comfort.","Dar el Mandar is very unique in its fabulous architecture and landscaping which provides expansive views. The three double rooms are spacious with high end comfort. The staff's welcome was friendly and adorable - they truly encourage you to make yourself at home. Authentic local materials and Moroccan art. The exterior and pool area with Berber tent, several pavilions, outside kitchen, shower and bathroom Provide an amazing, customized experience for groups.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2018,5,A place made with love and passion!,"I was so surprised to find such a gorgeous house with swimming pool & lush gardens on top of the mountain beautifully furnished and decorated. Great authentic homemade food, and the service was basically perfect. Love it Love it Love it",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2018,5,Beautiful farmhouse set within stunning countryside.,"We stayed for 3 nights at Dar El Mandar and had an amazing time. Beautiful farmhouse, with very welcoming and helpful staff, excellent food and based in the most stunning location. A real hidden gem, we would highly recommend and will definitely be back!",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 December 2017,5,The best accommodation near Fes.,"I have stayed 3days/2nights in dar el mandar. All staff in here was really helpful and kind. The view from the hotel was spectacular. At night, one who stay here might see the stars both at the sky and on the ground. Street light of fes looks like stars. The room was really clean and cozy. In addition, furniture and air conditioner were also good. Even if it was winter, here is nice place to calm down and take rest. Fes airport takes only 20 min.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 December 2017,5,Just wonderful,"It s like a window on heaven. The location is perfect up in the mountains away from the noisy city , fresh air ,beautiful guarding . The stuff are utterly friendly and welcoming. The rooms are well occupied and heated .. And when it comes to the food one feel like he is been pampered with his own grandma perfect home made dishes. Every thing is bio and just delicious . Everything u need to reboot ur system and be ready to go back to reality. We are definitely coming g back soon .",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 October 2017,5,A little pocket of paradise,"My kind of Heaven. Spectacular views. Beautifully kept gardens, Rooms and bathrooms immaculate. Jaoued and his team made us feel so welcome and at home. This hotel is remote. It is high up in the mountains. If you want a tranquil holiday, feeling utterly spoilt, then this place has to be a must go to! 20 minutes or so drive outside Fes. We will most definitely be returning.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 October 2017,5,A great experience !,"Our stay was a refreshing take on hotels in Morocco , the silence and exceptional views was a great way to relax. Not only is the poolside view but the activities and great cultural atmosphere offered through the music and food was a great touch. A great escape physically and mentally from the city !! I'd like to thank the staff that were more than welcoming and hope to have the chance to re-visit.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 September 2017,5,"Stunning, beautiful, relaxing, peaceful and delicious place to have a holiday!","STAFF The staff were all very kind and friendly - they stopped at nothing to ensure we had a fantastic time and responded to our requests immediately and with minimum fuss. Jaoued (the owner - who is French / Moroccan) was incredibly charming and his English is very good, despite what he says! LOCATION Fantastic views over Fes by both day and night. About a 20 minute drive from the airport. 40 minutes into Fes medina. And plenty of other interesting places to visit within a 1.5 hour drive. The track joining the villa to the main road (1.5km) is quite rough so make sure your hire car has good tyres! The location is fairly remote with a few farms dotted around. It makes for a very peaceful setting. There are beautiful walking trails around the villa with stunning views in all…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 October 2017,5,Escape to the country!,"A wonderful escape from the bustle of the city! The host, Jaoued, could not be more charming! This spot would work beautifully for a family, couples, or a group of friends who want a quiet base from which to explore the surroundings or want a respite from traveling. The layout is spread over a hillside, with several tented areas to dine, rest, or take in the magnificent views. Somewhat broken English, French and Arabic spoken, but communication did not appear to be a problem as the help seem so ready to understand your desires and needs. We were there only for lunch, and had we known, we might have switched our itinerary a bit to take advantage of such a restful spot.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 September 2017,5,Great afternoon,We had a very nice time at Dar el mandar - nice atmosphere very nicely fitted house - warm atmosphere and a very nice welcome and conversation with the adorable Jaoued. So great to spend a relaxing time under the berber tent just half an hour away from fez and enjoy the beauty of nature.,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 August 2017,5,Exotic. Beautiful. Private.,"We were absolutely blown away by the view, privacy and level of comfort we found at Dar El Mandar. The owner was present on site with his wife. This is an incredible place and alternative to Fes city scene and will give you a truly alternative perspective on the region. It is worth the drive out, itself a great trip to make. Would recommend for 2-3 stays, longer if you'd like to do some trekking or hiking in the mountains nearby. Hands down, give it a go!",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 June 2017,5,The perfect start or end to a stay in Fes,"Situated a short drive from the Airport and Fes itself, Dar El Mandar balances the impact of impressions/smells/noises you experiencing in the Medina wonderfully. Either start here to get over the flight or end here to let all the impressions sink in before you travel home. Beautifully located in the hills, you can see Fes in the distance but the only noise will be the bleating of goats and sheep being herded through the hills. Relax by the beautifully situated pool overlooking the valley, or make use of one of several bedouine inspired resting places, with carpets and matresses under a tent roof. Enjoy a pre-dinner drink while bread is baked in the stone oven and take dinner in the outside dining area weather/temperatures permitting. After a very hot and humid 3 days in the…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 June 2017,5,we stayed here because of the beautiful and quiet surroundings,The rooms were very clean and big and we had every day clean towels. The view from our room was spectacular. Service was excelent and the food autentic and fresh made every day. Very nice and helpfull people.,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2017,4,Amazing Views,"Location super! View amazing, facilities clean en soldid. Crew amazing (specially with kids) food so good we are homesick to this place. The pool is the center, but the garden is so relaxed. A place to come back for👍",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2017,5,Too good to be true,"Good staff, good people, amazing location. In the middle of Ifrane and Fes, a unique place to stay. Love this place a lot. You can see the beautiful scenery from the hill. And you can meet amazing people as well. Highly recommend.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2017,5,Amazing views,"This place is absolutely amazing. The views are breathtaking and the staff is very friendly. Currently the hotel has only three rooms, so it almost feels like you have the whole place for yourself. We had breakfast and dinner both were very good. In summary, I can absolutely recommend this place for anyone looking for a place to relax.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2017,5,"breathtaking panoramic view, greenery and fresh air","We fell in love with the site on which Dar el Mandar has been built. Niched in a hill, you get a panoramic view of Fes, and not only you see sheep quietly grazing in the background. The host and staff are wonderful and the entire place is done in a very relaxed and elegant manner. Perfect to get away from city life and have a quiet moment to yourself or with friends and family. Plenty of lush greenery and spring flowers to feast your eyes on.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 March 2017,5,"Beautiful, relaxing, countryside getaway!","The hosts and staff are all very friendly and accommodating. The views of the countryside below, and Fes in the distance were amazing. It's a great place to relax, enjoy the pool, and escape from the city. The food prepared for our dinner and breakfast was delicious. The rooms were clean, bed was comfortable, and we had a great visit. We have already booked a return trip with guests :)",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,A nice place to relax near Fes,"It is a fantastic place to relax. The view over Fes is magnificent. Hosts are very friendly. We spent a wonderfull afternoon with swimming in the pool, enjoying the landscape, eating delicious local meal. Thank you.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 January 2017,5,A paradise at 20min from Fes,"A paradise at 20min from Fes High sensation of pleasure is sourced by contemplating beauty: The view is wonderful, the countryside calm is very relaxing, we feel life, simplicity and warmth when we view farmers working in their lend. We appreciate the garden, swimming pool and rooms quality. The veranda's view makes lunch an intense moment of pleasure before going under the Berber tente to teaste the delicious Moroccan tea! The hotel's Owner Jawad, with his team, are a professionals, they made our stay comfortable. Bravo Jawad for this beautiful creation! We will be back",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 September 2016,5,Home away from home in this boutique b&b,"This small (3 rooms) boutique B&B is situated halfway a hilltop only 30mins. away from Fes. This was meant to be the weekend home of owner Jaoued and his family but they now rent out the whole house or you can rent by the room. It is beautifully decorated in a minimalist way with berber touches. All rooms have double beds, bedside tables, desk with chair, fully equiped bathroom with shower. The views are just magnificent and our highlight was the delicious dinner while enjoying the sunset (€ 25 per person for a 3 course set meal). The pool and garden area are beautiful maintained and great for relaxing/ swimming and sunning. We had a problem with our passports and Alae was so kind to help us out; he made a lot of phone calls and even came down to Fes with us to make…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 September 2016,5,Stunning location,"We spent the day at this beautiful location, having the use of the pool and just relaxing for a day away from the hustle and bustle of the medina. The views are stunning, the staff were great and the lunch absolutey delicious. We look forward to spending a couple of nights on our next visit to Fez.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 July 2016,5,a very enjoyable stay with great food and services; highly recommended!,"My wife and I had the pleasure of staying at Dar El Mandar which is a short drive from Fes and were pleasantly surprised at the beauty of the location, the wonderful food, the great service and the warm hospitality of the hosts. Thank you for making our stay so very special; we will soon be back and often! I highly recommended staying at Dar El Mandar.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 June 2016,5,"Stunning setting, great food, great service","If you've had enough of the hustle and bustle of the medina - this is the perfect way to spend a day away from it all. We had this place recommended to us by our English host at the apartment we rented (she says she frequently comes here herself when she just needs to unwind for a day), and we are so grateful for the recommendation - we would have never discovered it by ourselves! Hidden away in the hills just outside of Fez, this exclusive location is a real secret gem. We were welcomed with a cup of tea by the lovely host and owner Jaoued who then showed us around the grounds before letting us settle in for a day of relaxation by the pool with the most stunning view ever. We felt spoiled and pampered and the staff went out of their way to look after us an make us feel…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,Fantastic Fes Countryside Villa,"Staying at Dar El Mandar is the perfect way to end your visit to Fes. I recommend staying in the Fes medina for a few days then completely break away from the city to spend at least 3-4 nights in Dar El Mandar's hilltop setting. G Splendid views of the plains anywhere you go on the property, traditional Berber tents set up as chill-out areas, splendid pool, and great opportunities for walks in the countryside. Fatima the chef is fantastic and the host/proprietor Jaeed is a most affable and welcoming gentleman. There is a traditional bread oven on the property where Fatima bakes local khobz or bread there daily for guests. I think they have an olive press on the property as the preserved olives and the delicious olive oil we had with meals were both home made and home grown. My…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 June 2016,5,Breathtaking,Magnifique endroit. Très belle vue sur la ville de Fès et ses régions. Une cuisine marocaine délicieuse et un personnel super accueillant. That place is just perfect if you want to forget about the stressful routine and enjoy the quiet nature with a breathtaking view I highly recommend this place!!,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,Great food and amazing views,"Spent 4 nights at Dar el Mandar as somewhere to chill out before we hit the madness of Fes for 3 days and what a great find this was. The accommodation is stylish and clean with views out over the pool and the gardens are stunning. The real gem here though is the astonishing views from the mountainside location over the vast plains towards Fes (30km away). It is a remote location but Volubis, Meknes, Sefrou and Fes are all within striking distance. Javed, the owner, is a very welcoming host (English is limited but we got by with my poor French) and looked after us very well. Fatima who works in the kitchen is a fantastic cook and we couldn't fault the meals that were prepared for us. This is not a budget option but it was worth every penny. There are plans to develop what…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2016,5,A wonderful retreat with great hospitality,"I stayed at this wonderful, small hotel with my wife, 2 daughters and 2 of their friends for 2 nights. We had a great stay and were looked after magnificently by Jaoued and his small staff. Dar El Mandar is essentially a lovely 3 bedroom house with staff. The staff couldn't be more accommodating and the views are simply outstanding. The house sits near the top of hills that overlook the flatlands below and the views reach to Fes and the hills to the North and West beyond; simply stunning. The house has a fabulous swimming pool to cool off in, 3 Berber tents to relax in and an outside dining area. All allow you to enjoy the wonderful views. Each bedroom well appointed with large, comfortable beds and ensuite facilities and all open out into a communal living area with a…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,Heaven in fes,"Wow . . . . Such a great and beautiful place! Enjoying the sunset under one of the berber tents sipping a beer or tea with homegrown mint is just super relaxing. I have been there already a few times : with kids & family, with friends, I have even used the quite and serene mountain for a business meeting. It is just amazing !",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,Blissful,"Driving through poppy scattered fields on the way to Dar El Mandar, you already know you're on your way to something special. It's only a short drive from Fes, but a world away - with great food, super-friendly service and stunning views over the plains. We spent a blissful afternoon with happy kids splashing in the pool while we ate, slept and chatted in the sun - wonderful.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,Wonderful space for the whole family,I love to go to dar el mandar with family and friends. my kids love to play on the grass and with all the animals there. we love to take a dip on the pool or just relax under the berber tents and enjoy the amazing view. The food is down to earth authetique and tasty and the staff helpful and smiling. i personally love the freshly baked bread served with the meal.,Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,Exceptional place,"Really an idyllic place to relax but also for hiking and visit towns/villages such as Sefrou and Bhalil as they are just 20 min away by car. The personnell and the owner are very friendly and will help you with everything to make your stay as comfortable as possible. The owner arranged a visit to Bhalil on market day (Wednesday) whereby we had lunch with the family of one of his cooks Lamia (this was very nice and interesting and above all the lunch was awesome!). We didn't have a hired car, but this was no problem as Jaoued (owner) or the other staff could arrange a local taxi for very reasonable prices.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 May 2016,5,"Beautiful place, nice staff.","It's a very nice place on the coutryside near Fes. Ideal to relax. The staff is really frendly and the ownwer is worried about anything you need. It's a very confortable and clean place, quiet, with an incredible view over Fes. There is also an small swimming pool, and a very nice garden.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 December 2015,5,Amazing Oasis of Calm and Beauty,"If you're visiting Fez, you MUST stop by Dar El Mandar for at least one night. It's peaceful, secluded and you're guaranteed to have a magical time. There are very few places like Dar El Mandar in Morocco, so this is an absolute gem.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 April 2016,5,A relaxing and comfortable place with view on Fez,"We received much attention from host and personnel from start till end. We really felt at home in this relaxing place. We arrived after a long but drive coming from Toghdra valley all over Imilchil. We were expected, always feels good, received a warm welcome and immediately enjoyed our tea in the Berber tent with panoramic view and sunset.. Later a tasteful diner was served. The next day Jaoued helped us a lot in preparing our visit to Fez. Thanks to his great advices we had a wonderful day in Fez. The next day we relaxed in the pleasant environment. Dar El Mandar offered the comfort –in and around the house- we like. Thank you !",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 March 2016,4,Lovely views and hospitable welcome,"My wife, baby daughter and I stayed at Dar El Mandar at the end of March for a two night stay. The views are amazing, the pool, gardens and surroundings are gorgeous and Fatima and Alae were very helpful and hospitable. The location of the house is great, with good walks to be had in the hills around. There were a few things that we thought could be improved - hot water in the shower didn't last long, with no shower gel / toiletries, the house was a little cold and despite Fatima's cooking being absolutely delicious, the price of 25Euros per head does seem extortionate, when the same food is available in Fes for a fraction of the price. Overall though, a great stay.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 March 2016,5,The perfect escape to paradise,"Dar el Mandar is perfect, the accommodation is very comfortable and with only three rooms it can never be too crowded. The staff think of ways to improve your stay before the thought ever comes to your head. The food is great, traditional and cooked with care, they make bread in the outdoor berber oven before dinner and serve it with local olive oil, simply delicious. They will light an open fire inside or bring blankets to the outdoor berber tent for an evening of chatting with friends. There's a hill to climb behind the guesthouse with peaceful views of the surrounding mountains and then of course there's the pool with view of Fès. The price is very reasonable for the standard of accommodation, food and service. Enjoy!",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 March 2016,5,An Oasis just outside Fes,"My wife and I have stayed at Dar El Mandar twice and we have not been disappointed. The accommodation itself is very comfortable, with great food and service. The hotel offers a fantastic pool area and outdoor dinning facilities which all have sweeping views of the surrounding area. Further, there are a number of scenic walking trails surrounding the hotel which provide a first hand glimpse of local life in the area and provide beautiful views of the surrounding mountains and fields. I would recommend Dar El Mandar to anyone staying in the Fes area and who want a break from the hustle of the Medina.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 October 2015,5,A gorgeous experience,"We spent the day at this beautiful bed and breakfast/resort outside of Fez. It was way out in the country, on a hilltop with fantastic views. The property was Berber- inspired; the house right out of Architectural Digest. Every inch was attractive. The pool and outside restaurant were absolutely lovely. The owner was charming. We didn't stay there but we checked out the rooms which were quite gorgeous and immaculate. I would definitely recommend staying there or at least spending the day.",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 November 2015,5,A pradise in the earth!!!,"It was an absolute amazing experience to visit Dar El Mandar. It was our day off, me and my freinds in Fez was thinking about what to do that day, we met another freind who has recomended that place for us, really we spent a lovely day there, swiming, eating organic food and enjoying the nature. Also people are very friendly there. I would do it every time again. A must have done in life :) and i would like to recomend it to everyone!!!",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
 October 2015,5,Magical Experience!,"We had two magical nights at Dar El Mandar, relaxing in the tent, swimming, sitting by the pool, and being provided with 5 Star service. Only 30 minutes from Fes, this retreat has three guest rooms at present (with more in the planning) so service is immediate, personal, and tailored to your every need. Service: 5 Star: Fatima is an excellent cook and even prepared special food for a sick guest. Alae made sure we had everything we needed to relax and enjoy ourselves. I took a bread making class and enjoyed myself completely. We had Berber music one night which felt very special. Location: The views are stunning, day and night. We also hiked up behind the hotel and explored the hills. Rooms: Comfortable beds and functioning plumbing - perfect for us Owner: Jaoued…",Dar_El_Mandar_Farm-Fes_Fes_Meknes,Dar_El_Mandar_Farm,Fes_Fes_Meknes
