 November 2022,5,Vivi,Lovely friendly staff...good selection of food. ..free transfer bus into the main town. ..not close to any shops etc.....be careful of hagglers when you get to town. ..they try to say that they work for the hotel and have seen you there. .I would definitely stay here again,hotelName,city
 July 2022,4,Amazing place,We stayed 10 nights and loved the hotel even though it’s not what we usually go for. We normally like to go for walks around the area which isn’t possible here. The food was wonderful especially for me being veggie I often hav problems finding something other than salad. Lots of choice at all meals. The chief on food truck even made a salad rolls at lunch time as I didn’t want a real meal in restaurant most days. The bar and waiting staff were so helpful and rembered our drinks straight away. Especially Ishmal on the main pool. We tried the zen pool but found it to quiet and to hard to get a drink which wasn’t a problem with ishmal around on the main pool. The dancers and shows were amazing however we found the animation staff were not interested in us as we were English. Even…,Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Would recommend,"We stayed at the Iberostar for a week in June. Approximately 30 minutes from the airport with a free shuttle into Marrkech, the three pools (main, adult and kids) catered for everyone. All the food and all inclusive drinks were good, and there was a lot of entertainment put on during the day with lots of sport, which was great. Special thanks to Bahir (pool/entertainment team) and Leila (restaurant team). Our flight was delayed, and although we didn't want dinner at midnight, we appreciated the hotel's offer of the restaurant cooking something for us with our late arrival. I tried a spa treatment (hammam and massage) and would happily have the hammam again.",Iberostar_Club_Palmeraie,Marrakech
 July 2022,4,Good!,"The hotel is about a 25 minute drive from the airport. Upon arrival, check-in was efficient and was told to download the app which gave us the information about the hotel, timings for the restaurant, activities and map. This app came very handy when contacting reception regarding requests or complaints. Our room was away from the main building. Upon entrance of the building, the place was saturated in mosquitos. The room was spacious and clean but there were several mosquitoes in the room. We informed reception and they sent someone with a spray to kill them. This was a daily occurrence, mosquitos were let in daily by the cleaner. There are 3 pools (main, Children’s and the Adult only). The main pool had entertainment and music. We opted for the adult only pool which had…",Iberostar_Club_Palmeraie,Marrakech
 July 2022,1,We were catfished - NOT 5 star,"Honestly have no idea how there’s not more 1* reviews, we must have arrived at the wrong hotel!! We stayed here for 5 nights and it was supposed to be a 5 star. We checked in to the below average room, the pictures make it look 100 times better than it is. Firstly the safe didn’t work so we had to hide our valuables. I couldn’t find an iron so I called reception to be told they don’t provide one. I asked why as you’re supposedly a 4 star hotel, they did eventually get me one from housekeeping, only after complaining , however this was severely damaged. The next morning we woke up and thought we would have a coffee. No kettle, or facilities to make tea or coffee. I then decided to go to the ‘gym’ and oh my god it’s a health and safety nightmare!!! Machines broken and just…",Iberostar_Club_Palmeraie,Marrakech
 July 2022,5,A must visit hotel,The hotel was so clean and staff so incredibly helpful we were so surprised . I sadly had an accident prior to the trip and was on crutches but the hotel couldn’t have been more helpful lending a wheelchair and giving us ground floor accommodation . The food in the self service buffet was plentiful and hygiene was a top priority . There was constant entertainment around one of the pools ( there is a quiet pool as well ) and the staff in bars/ restaurants( Mohammed in restaurant ) /reception were very helpful but Piriss was exceptional - taking time everyday to talk to everyone around the pool in a variety of languages and answering any questions . We will certainly return and can highly recommend this hotel,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,"Amazing hotel, wonderful staff","I stayed here for 4 nights with my daughter and 13 year old granddaughter. From start to finish it was a wonderful break. The hotel and grounds are wonderful and the room was spacious and had everything we needed including a hairdryer and free safe. I must say that the staff and entertainment team are absolutely fantastic, they never stop and the nightly shows we're the best I've seen in any hotel. the champagne/cocktail party on one evening was amazing, unlimited champagne and cocktails as well as canapés and they even had a magician entertaining the guests. The drinks are good and very good measures and I loved the rose wine. Food in the buffet was plentiful and very fresh as was the moroccon restaurant. All the staff made us feel very welcome and from day one they…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,BEST HOTEL I HAVE STAYED AT,"All the staff members made my stay exceptional. I have travelled many countries and by far this is the best hotel I have been to. Everything was a 10/10 service down to the smallest details. Afew names I would like to mention are Katy, Sukki, Yassine, Mouad, Brahim, Abdou, Bouchra and there are many more! The bar staff and kitchen staff were amazing and so were the cleaners. The management is also outstanding. I will definitely be coming back and recommending to everybody else. The food was amazing and available all day. The drinks were also incredible",Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,amazing holiday i was not expecting,"to begin with the check in was extremely smooth, they have a good exchange rate at the hotel which is handy and the staff at reception were very informative. We had a double room (no.1032) which was located just by the big pool. the AC never disappointing us and the room was cleaned thoroughly everyday. the kids pool was very fun for my two boys with all the added water squirting features. the kids room is for 4+ am afraid so did not use that. there are couple of bars pool side with a food truck (free if all inclusive) for daytime snacks. you get the occasional sight of peacocks and turtles roaming the resort and the friendly kittens looking for snacks. Food - was very traditional Moroccan style. i particularly liked the meat/Rib tagine with couscous. not a wide variety…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Amazing week away at this hotel,"Girls holiday to somewhere hot, we couldn't have asked for a better place. Walking into the hotel lobby and it says it all. Beautifully decorated with a lovely smell that we wanted to bottle and bring home! The hotel was immaculate, and you would always see people hard at work to keep it that way. The food was varied for all tastes, always fresh and the staff in the dining room were always there to help if needed. Our days were spent around the pool where the snack bar staff and entertainment team would always have a smile on their face and would love a chat. This makes you feel very welcome and nothing was too much trouble. The evening entertainment was a bit repetitive. Different 'title' but generally the same dancers doing a different dance...apart from the karaoke…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Club Palmerie,Had a lovely stay stay at club palmerie....staff aways friendly and helpful. Lunch and breakfast very canteen like dinner in the evening a bit nicer. Not realy 5 star luxury but for what you pay good value for the money. Our room was small but ok...air con not the best but it kept us just about cool enough. Mini bar empty except for water and no kettle in the room. I would return if I got a good deal in March but probably not in June...it was very hot. Nice morning out in the Medina.... got free transfer from the hotel and a Taxi back 1200 Drm.,Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,Another fantastic visit to my favourite hotel!,I have just returned from yet another amazing holiday at the beautiful Iberostar club palmiere Marrakesh I went to celebrate my birthday and what a brilliant time I had! It’s like my second home. The staff in all areas are fantastic and will do everything to make sure you have a great stay. Big thanks go out to nabil who is great and helped to organise my birthday night. Even right down to getting me up on stage and enjoying my birthday night where the crowd sang happy birthday to me and I think certainly helped cure my stage fright! Thanks nabil..you are a star! Also to everyone else at the hotel Best animation team ever and to kati who is a lovely and welcoming person. Yassin too and all the other wonderful people who’s names I may not have mentioned. But you know who you…,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,The Vacation I didn't know I needed,"I stayed in mid-June for a week. I must say that I had the best vacation I have had in a long time. This location and staff exceeded my expectations by far. My first morning interaction was with Bader. I met him while walking to breakfast and he told me about the facilities and that he was there to make sure I enjoyed myself. He was also the Magician at the resort, so he made time in his schedule for us to teach each other a couple of tips and tricks. There were also a lot of activities throughout the day where I met others from the event staff. Katy was very nice and we got to talk and play Petanque, darts, water polo, and dance around the pool. She was very nice and easy to speak with. Mourad joined us at patanque and was a great teacher at the trapeze and archery. Always…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Relaxing holiday,"UK girls stayed at the hotel with adjoining rooms, the room sizes were perfect. Daily maid service and double walldrobes, towels provided and hairdryer. You need to bring an iron. Toiletries are provided. Kids pool, quite pool and larger pool where the entertainment is. The staff work extremely hard to make sure you have the best time at the hotel, if you need anything they would make it their personal buisness to get it for you, drinks, food etc whilst your relaxing around the pool. I was bitten by a mosquito in the face and had an allergic reaction to it which resulted in one of my eyes closing ... just complete bad luck ! the management and staff were so amazing and the personal care i received to get me back to myself i really cannot thank everyone involved enough. Thank you…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,"Fantastic Hotel, Amazing staff","I have just returned from 4 fab days at this hotel, I visited with my mum and my 13 year old daughter, from the moment we arrived we were made to feel very special. the rooms were large and bright, food amazing and lots of choice. we ate in the ala carte restaurant one evening and it was delish!! I have to say I have never stayed at a hotel that had so much going on, they have the balance of calm and fun in one hotel off to a tee. The staff are the best part of this hotel with 5* service, and going above and beyond any other hotel I have visited. Would like to thank Ishmal and Samir who looked after us so well supplying us with drinks without having to leave our chairs. The whole entertainments team were absolutely amazing Badar, Abdul, Amie and Katie you were all amazing and…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Great relaxing holiday,"Just returned from a lovely relaxing break chilling in the hot sun . Rooms spacious , big bathroom really good hot shower. Body wash , creme and shampoo dispensers for use . The grounds are immaculate and there are large grounds for some sporting activities . 3 pools - 2 large pools 1 which is a quiet and 1 for kids all good sizes. Food all inclusive : drinks and beer really good and selection of cocktails which are made really nice,. At dinner help yourself to the wine white/rose/ red and water Good selection at food , all fresh and clean and well replenished. Staff kept the food areas clean They have food truck snacks during the day staff worked super hard always smiling and happy to serve you . Chef at the truck mount assir does a brilliant job. Thank you…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,2,Left after 1 night,"I booked with BA holidays, arrived close to midnight due to the BA flight being delayed. The hotel receptionist spoke very little English, rattled off all the rules and gave me various information leaflets as well as wrist band. Went to the bar, had a drink before it closed. Went to my room, I paid a supplement for a view of the Atlas mountains...told next day that you never see them at this time of year due to the haze. Breakfast was a buffet affair, lots of choice but all the fruit juices were not fresh....made up from a powder ...awful. The hotel is located in the middle of nowhere and has not the slightest Moroccan atmosphere. I decided to book another hotel in the medina, informed the front desk..a delegation of management arrived at my room as I was packing, offering…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,2,Not worth the value,"2 resturants - one is a buffet, this opens at 7pm but the food is sat there from at least 6:30, the food is all cold. Buffet doesnt sign what the food is, so if you want to know what you are eating try and ask but the chefs dont understand. Buffet serves a lot of fish - if you do not like fish avoid. 2nd resturant was a set Moroccon menu. websites state mini golf - there was no mini golf. nightclub is so hidden you will never find it with no sign posts. If you get a pool view room by the main pool, they play loud music around this pool all day and not very relaxing which you can hear from your room from pool opening to closing. Maids didnt change the beds once in a week, and had to ask for towels on a number of occassions. Maids in rooms cleaning as early as 8am moving the…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Lovely 4 Star with Great Staff !,"Looking for a relaxing holiday in the sun, we settled on the Iberostar Club Palmeraie due to the number of positive reviews and after an initial hiccup on flights being cancelled from the UK (but quickly re-booked), we arrived 7hrs later than planned but were welcomed by our friendly receptionist Abdul who swiftly checked us in and we were shown to our room 2108. Initial impressions were excellent. Spotlessly clean reception including our room and the grounds are beautiful. The next morning we were able to get an idea of where things were. The restaurant is large, airy and can cater for all tastes. Breakfasts were omelettes, eggs, waffles, danish pastries, meats/cheeses, fruits/cereal etc. Lunch & dinner much of the same with a variety of fish or meats being cooked inside…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Great entertainment,Lovely stay. Especially because of entertainer Bader. Karaoke was crazy with him. Furthermore we enjoyed the fresh juices at breakfast and the diner in the special restaurant very much. Would love to come back here!,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Nice vacation,Best hotel .. professional animation team specially abdel and katty crazy girl .. food is amazing .. alot of activities to do during the day you will never get bored .. my favourite destination😘😘😘😘😘😘😘😘,Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Better then we expected...,"We have just returned from a 4 day break and wanted to share our experience. The hotel has 3 pools, one purely for adult use. The large grounds are kept immaculate and all the staff work very hard. You will jever go hungry as the restaurant had a great choice of food, all freshly prepared. There is also an adjoining Moroccan restaurant which you get the free use of once during your stay. There is a great lunch van which offered burgers etc in the afternoon before dinner. The only down side are the dated rooms which need refurbishing. Try and get a room with a balcony/ pool view if you can. Try and avoid visiting Maraccech if you can, it didnt feel safe and you get constantly bombarded with street sellers who dont take no for an answer....",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Holiday,I’d like the give a massive ‘Thank You’ to all the staff at Iberostar for making mine and my partners stay in Morocco exceptional. I’d like to give a special mention to Bader who does the pool activities and Mohamed from the main bar. Any request I made to either of these men was fulfilled and they went above and beyond. I will definitely be staying at Iberostar again in the future and would recommend anyone to do the same. Again Thank You so much for making my holiday one I’ll never forget.,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Great hotel and team,"We had ten very good days in this hotel. The complex was very clean and well maintained, the food delicious and varied and all the staff were very friendly and helpful, whether at the pool bar or in the restaurant. Special mention should be made of the animator Bader, who made the stay something very special with his warm and motivating manner. Thank you very much!",Iberostar_Club_Palmeraie,Marrakech
 March 2022,5,My stay at The Iberostar,"I stayed at the Iberostar for 3 months with friends from work and enjoyed every single day here. The staff, environment and commodities exceeded our expectations. I would recommend anyone coming to Marrakech to pay them a visit. I will be coming back in a few months and will definitely book with them again!",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Good time,Perfect holiday .. Food is great .. the whole staff is helpful specially badr from the animation team. Different activities you will never get bored .. its always a pleasure to spend some quality time in this hotel .. am coming back inchaelah and thats a fact.,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Excellent service!!!,"Such a wonderful hotel, beautiful scenery and what makes this hotel so pleasurable to stay in - the staff! Never have I been to a resort whereby staff knew and remembered your name and made you feel so welcome! The food was amazing and the wait staff were exemplary! Special shout to Sara from guest services who went above and beyond her duties to make sure we were well catered to! Thank you! Give it 10/10 - don’t hesitate to book this wonderful resort!",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Best Holiday Ever,"We stayed for 1 week in this hotel, our first holiday post pandemic as a couple. The hotel is immaculate, rooms are spacious and very good air conditioning. The weather was hot so this came in handy. The staff are very friendly, and within a few days knew our names and we knew theirs. Special shout out to Bader who made us feel so welcome, and was clearly putting in a lot of effort throughout the entire day to make sure the guests were having fun. The food was outstanding, my partner is a chef and he was very impressed. The restaurant is available to book for one night as part of an all inclusive stay, but I would say the quality matched the buffet which is available throughout your stay - both 10/10. You won’t go hungry at this hotel. We made good use of the facilities.…",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,Would come back tomorrow!,We had the best holiday here ! To start with all the staff including the gardeners and the cleaners was absolutely amazing! Some of them made our holiday! The hotel grounds are stunning! Every where was so clean and well looked after! We can end of May (celebrated My birthday here) Unfortunately our flight got cancelled and the next available flight wasn't till 3 days after (oh no ;)) The hotel was so good to us! They said we could stay in the same rooms (thank god as we had a child with us and the amount of stuff we had) One of the lovely luggage assistants helped us with our transfer to the airport as the Love Holidays rep didn't (made us 45 minutes late to airport) but he helped by calling him and got us another one! Been to a few hotels with Buffets and this one is…,Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Unforgettable vacation,"My wife, my 2 daughters & I enjoyed our week vacation. ( from June 4 to June 11, 2022). On the 6th day of our stay an incident could have ruined our holiday, though. To begin with, the staff were hospitable, friendly & cheerful namely Badr, Yassine, Eemy & to top it off ABDEL, the entertainer Chef. There is no doubt that the hotel Manager takes on only highly qualified employees. What's more, you can relish your holiday by playing trapeze, basket ball, volleyball, tennis along with other related sports facilities. The 3 swimming pools were clean and well maintained. A lifeguard was ensuring the safety of the swimmers.. On the 6th day, however, my elder daughter was bitten by a cat. All in all, if you are looking for fun, relaxation, spirts & good food, I highly recommend…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Fab holiday,"Fabulous hotel ,great food and wonderful staff public areas very clean pool and animation are fab , The food truck is superb and the star in this place is ismal he was wonderful always smiling and happy and so so helpful can't thank him enough ,he made our holiday so special. The only negative is the towel situation having to pay 100dirams and we had one stolen and you do not get the money back till.you leave as it is a closed currency it's a problem",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Great time once again,"Love this place! My wife and I leave the kids at home for this holiday. From the moment we arrive we can feel the stress leaving our bodies… great massages to start the hols then off to the Zen pool for the duration of the day; only food interrupts the lounging around the pool. We were given a small upgrade on our room which was a pleasant surprise. Food was better than I remembered, I’d forgotten how varied it was (covid has interrupted our yearly couples doss holiday). Great staff; great time; can’t wait to get back.",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Excellent all round,"The service on this holiday was excellent, the staff, food ,service, cleanliness, facilities, genuine care and friendliness was above and beyond, Really enjoyed our stay here and would recommend to anyone. The only complaint was we used the free bus to go into the souks in Marrakech. On arrival we were approached by a tourist guide advising us to have a guide accompany us around the souks, As we were unsure of the way in a strange city we decided to have the guide accompany us as the tourist guide there said that we would only have to give him a couple of pounds 'his words'. He took us to the souks right enough but guided us to shops he was obviously known and would probably get a cut of whatever we spent. We felt we were ripped off and he never said anything. When he…",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Amazing holiday at iberostar in marakesh,"An amazing experience at iberostar. The food was amazing, the room was beautiful and the staff were lovely and enthusiastic. The most amazing and energetic person in the animation team who is always the life of the party, Bader is very friendly and easily approachable and will do everything in order to help you have an amazing experience at iberostar.",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,So happy with this hotel - book it its lovely.,"We went here last week. A really fabulous place. Amazing food, generous all inclusivity and lovely rooms. Really good for families. Relaxed and really enjoyable. Cant recommend it enough. Easy to get to from the airport and a free shuttle bus to the city several times a day.",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,"Great food, Great Staff - Recommended for a cheap break","⭐️⭐️⭐️⭐️⭐️ Throughout this trip, I have been sure that this hotel is between 3.5 - 4.5 stars, however can not fault it hence the 5 rating. Not 5 star 🌟 quality rooms, but 5 stars everything else 👍 I write my reviews whilst on the trip as always keen to provide a true view as I experience it. Here's the review - Only couple (very minor) of negatives, so will start with that. NEGATIVES; - The reception staff, in particular a lady call Manal needs to smile more and the welcome was not the best. Often looked to asked others for help (Abdul was great 🙂) as she was grumpy 😤 most of the time and didn't seem to want to help and when asked, very sharp and short with her responses. - Bathroom a little to small, especially with a child. Showers only. Not the hotels fault as every…",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,"Beautiful hotel, amazing staff!","My friends and I visited at the end of may for 5 nights and loved it here! The hotel was lovely, clean and staff all super friendly. We had adjoining rooms which was fun too. The food was also really nice, a really big range of options and the chefs were incredibly helpful as one of us was a coeliac (gluten free). Special thanks to Chef Ameen (Amee? Amin? So sorry I can’t remember how he spelt it…) as he personally showed her round every meal for what was safe for her to eat, and had gluten free bread made and dessert brought out to her! Thank you so much to all!!",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Sun,"Hey, want to say I loved this place,The garden, the food is very tasty and the pool is sunny, The servers are very polite, my friend bader too so thank u for everything I am proud to be from Moroccan roots .",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Perfect Holiday,"Fantastic Hotel for what ever type of holiday you are looking for, this resort has it all and extensive grounds and activities. Ideal for families your kids will be entertained all day, peace and quite head to the Zen pool (child free) .All inclusive amazing value for money with superb food choices both in the restaurant and pool side. There is so much to say about this Hotel. Just read all the 5 star reviews it’s all true. Immaculately clean and staff fluent in English, French and probably many other languages. Big shout out to:- ( apologies if misspelt) Bader Emmy Abdul Abdol Mohammed Rocheda Sarah. Plus many more. And hats off to the management for putting together the most fantastic set of happy, professional, energetic and caring staff who go above and beyond to make…",Iberostar_Club_Palmeraie,Marrakech
 May 2022,4,Beautiful stay,My partner and I stayed here for one week in May. Everything was amazing from start to finish. The hospitality was amazing in all parts of the hotel. Staff members are so lovely and we particularly enjoyed Samir's company each evening. Our Moroccoan experience was lovely and staying here topped it off. We would definitely return to this hotel!,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,BADER IS THE BEST,I came here for my 60th birthday with 19 adults and a baby and it was The most amazing hotel and time we have had A big thank you to the staff and especially the chef A big shout out to one of the entertainment staff Bader he was so kind concerned and made our holiday with his tricks and fun personality,Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Marrakech paradise!,"On my final night in the hotel. The place is amazing!!! The food is faultless with an excellent selection. Entertainment was quality throughout the day with our favourite night being the white party. Special mention to 'bader' in the entertainment team his joy is contagious and works endlessly to help you make the most of your holiday 10:10 Also have to mention Moustafa and bouchra in the restaurant, both are amazing!!!",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Fantastic holiday…have already decided to return.,"A great hotel, well maintained and great standards in all areas. Staff are friendly and attentive but in particular, Bouchra who attends to people on arrival and Bader in the entertainment team are outstanding. Also Chef Miguel ensured our friend’s 60th Birthday celebration was one never to forget. You can get a bus just outside the hotel to the markets and souks and taxis are readily available too, cost is just 100 mad per taxi of 4. Camel riding is a must. What an experience! All in all we had a great holiday and made fantastic memories!",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Miss,"Lovely hotel, a lot to do ,all staff very lovely and bader is the most attentive man,always happy smiling would do anything for us, asking all the time if we needed anything. His actives are always filled with laughter,felt like a good friend on holiday and showing us all his amazing acts tricks getting everyone involved.",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,The Loveliest time,We have just left this beautiful hotel The food was amazing The rooms very clean We will come back in a heartbeat The staff were very friendly and cannot do enough we had one problem with one member but the management sorted it within minutes I must say a staff member called Bader Has totally made our holiday 19 of us there he has been amazing,Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Great Holiday....,"Lovely hotel with wonderful staff who are so attentive, always a smile on their face. A massive thank you to Bader and Ismail who both looked after all the guests around the pool...these guys did not stop, thank you. Also thank you to the guys from the Zen bar. Pools and grounds well maintained and cared for with an extra special guest....the resident peacocks. Sunbeds available all day!!! The only slight let down was the DJ in the nightclub who became a little rude and sharp with you when requesting a song. All in all an excellent hotel/holiday...definitely would return",Iberostar_Club_Palmeraie,Marrakech
 June 2022,4,Great hotel. Amazing entertainment.,"A family friendly hotel. The entertainment is great and a real strength for choosing this place. They have excellent staff on board - with a few particularly “stand out” members of staff who I feel I should mention! Such as their magician (called Pedro / Bader) who is excellent. Abdul the entertainment manager seems to be on a mission to please everyone - and succeeds! Also Zyad, Ismail and Samir who are part of the wait staff and can’t do enough to help everyone all the time with a smile for all. Also the dancers and childrens’ entertainers are all very good - and it’s certainly a welcoming place. There are multiple events and things to do, you won’t be bored! Tennis, volleyball, trapeze, archery etc etc. Lovely pools and great service. The food buffet has fabulous variety…",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,Relaxing short break,"Our second visit to this wonderful hotel, the staff and facilities are superb. The Adults only pool is relaxing haven while the main pool is vibrant and more energetic. unfortunately this time we were given a room overlooking the pool and found it a bit noisy on a couple of Evenings. if you are looking for a bit more quiet then i would advise against a room looking over the pool.",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,Brilliant,"Just returned from the palmeraie and I must say it is the most friendliest iberostar we have ever stayed at.A special mention to Ismall who looked after us around the pool and the whole of the food truck team.from the cleaners,waiters and bar staff they all took time to have a chat. The hotel is absolutely spotless and a large variety of food and drink on offer. Thanks again ismall for making this holiday unforgettable.",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,A gem of a place,Holiday is coming to a close now so sitting by the pool I thought it time to leave a review of this hotel. First things first; there are many positives for this hotel but it is the people that makes this hotel what it is. Everybody was incredibly friendly and even though there are too many to name a special mention must go to Bader and Ismail who simply never stop working. The food is really varied and the sports facilities are superb although maybe the basketball hoops need some attention if I am being picky. The entertainment is also of a high standard with some good dance acts although we circumnavigated the karaoke as we cannot sing at all... As for trips out; we got the free hotel bus into the Souks and it was certainly an experience and one not to be missed really. Have…,Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,Great hotel with brilliant staff,"What a fabulous place with amazing staff, everyone made us feel very welcome and we would like to give an extra big thanks to Bader (entertainment staff) and Ismil and the chef (food truck) for looking after us every day and making us feel special, highly recommended.",Iberostar_Club_Palmeraie,Marrakech
 June 2022,5,Fabulous Week away in Morocco,"My Family and I spent seven nights at the Iberostar club in Marrakesh. I must say that this is one of the best family holidays I and my family have ever had. The hotel is fantastic, the food is amazing and the people that work in this hotel absolutely go out of their way to make you feel welcome and at home. I would particularly like to say a huge thank you to Bader from the entertainments team who made us feel so welcome and his magic show is amazing. I’d also like to thank Ismil and the team at the food truck for keeping us in food and drink every day. We highly recommend this resort.",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,Beautiful time in Marrakech,"Very first time visiting Marrakech and I have to say a very good first impression. Staff could not do more to be helpful, attentive and happy. Lots of activities to do throughout the day which the hotel staff actively get involved in and create a great atmosphere. Only couple of negatives would be children's food selection for lunch/dinner is isolated so kids may not eat everything on offer & the restaurant left alot to be desired as our booking was missing and you don't see a menu before you dine. Weather was really nice and plenty of hot weather to get a tan.",Iberostar_Club_Palmeraie,Marrakech
 April 2022,5,An oasis of fabulousness,"We were bumped due to overbooking with less than 24 hours notice from the five star adults only Be Live Resort in Palmeraie to this Iberostar hotel and after we got over the shock and irritation, wow were we impressed. There really isn’t anything negative about this place. The staff are so friendly and go out of their way to help, the food is copious, fresh and ever changing and the facilities were second to none. A special shout out to the great rose wine! We spent our days relaxing by the chill pool where we could watch other guests trying the trapeze - yes they even have experienced instructors for those who want to try this sport. The grounds are huge and actually we commented that we could have done with a map of the facilities when we arrived. The rooms were spotless…",Iberostar_Club_Palmeraie,Marrakech
 April 2022,4,Great family hotel set outside Marrakesh,"Club Palmarie is a sprawling low rise hotel set amidst acres of beautifully manicured tropical gardens. Built in traditional style with a real North African flavour, It has a feeling of space and peace against the dusty chaos of Marrakesh’s city streets. Location Club Palmarie is located in the Palmarie area of the city, around 20 -25 minutes from the central Medina area by car. This is probably it’s biggest drawback if you want to hop to the Medina fairly often. There is a complimentary hotel shuttle bus a few times a day and the last bus returns from the medina at 1030pm. A taxi costs 150 MAD. With the further away location though comes space which enables the hotel to have such beautiful grounds and facilities. Food An extensive array of dishes at both breakfast and…",Iberostar_Club_Palmeraie,Marrakech
 May 2022,5,A and S,Amazing facilities catering to many needs Special thanks to Zara and Buchara for always assisting us on our stay. All staff at the restaurants were cheerful respectful and helpful Will surely return great entertainment,Iberostar_Club_Palmeraie,Marrakech
 April 2022,4,Relaxing holiday. Fabulous hotel.,"We have just returned from the Iberostar Club Palmeraie. From beginning to end we had a fab holiday. When I do a review I like to add a few tips to new travellers. I booked us a room with double pool view. We started to unpack (after checking in which was quick and easy, lovely staff) and then went for a walk around the grounds to have a look round. We saw the adults only pool which is where we were going to head now we have adult children! We went back to get ready and realised that the main pool was actually quite noisy. Enquired at reception if any other rooms were available and we were shown a 'garden room' which was at the other end of the complex close to the adults pool. It was peaceful and in beautiful gardens (although the whole hotel is beautifully maintained) so we…",Iberostar_Club_Palmeraie,Marrakech
 April 2022,1,Problem with an animator .,"I had a big problem at the hotel, with the animators and especially an animator who called katy (karima) like when I was me and my wife at the swimming pool discussing her coming to disturb us, and we forces to comment on the site that the hotel is incredible but in reality it is the opposite, thank you for your understanding but I think you have to manage the problem with her quickly. thanks.",Iberostar_Club_Palmeraie,Marrakech
 April 2022,5,An amazing stay at this fantastic hotel,"Arrived in the dark but was very happy with the welcome at reception and it was not long until we were unpacking. Food - we were impressed with the food on offer at all three meals. Always a great selection. Salads were incredible and very different every day. Hot food stations were good as was the pizza - choices of three - and chips, pasta etc. Plenty of lovely fresh bread. The selection of cakes were brilliant especially loved Moroccan night trying cakes I had never had before. Fresh fruit on offer - one night a chocolare fountain and strawberries. On our final night prawns, smoked salmon and oysters. White, red and Rose wine - help yourself aong with soft drinks and beer. Coffee only on offer at breakfast but a help yourself machine in the main bar and pool bar…",Iberostar_Club_Palmeraie,Marrakech
 April 2022,4,Relaxing Easter Break,"We booked this hotel through BA before Morocco opened its borders again so got a great deal. Did not regret it, from the moment we arrived until we left we had 100% friendly service without exception. Although all inclusive the drinks were to a decent standard and the food at the buffet restaurant was fresh and well presented. We agree with some previous reviews that it can become a bit repetitive but that’s the nature of the beast unless you are paying premium prices. Breakfast, lunch and dinner on most days could provide something different and there was nothing presented that we thought no! We went to the Zen pool rather than the main as this seemed to be adults only and so quiet and peaceful, plus a handy bar! No issues with getting sun loungers. Normally we use hotel gyms…",Iberostar_Club_Palmeraie,Marrakech
