 December 2022,5,Great!,"It is simply gorgeous. The room was mognificent and the restaurant was very good. The location is great. The property is in the middle of medina so you have to consider that you can't reach it on foot. It takes less than 10 minute on foot from the taxy station. If you warn them, they will send you a person that take you to the property. I can't wait to go back there.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,hotelName,city
 October 2019,4,Very Comfortable and Atmospheric,"We stopped one night in Fes to explore the Medina, and this Riad proved to be ideal in most respects. The staff were very good, the rooms were very clean, well appointed and comfortable. Breakfast and Dinner were satisfactory, if not as good as we experienced elsewhere on our trip. Located deep into the Medina, it is an ideal base from which to explore. However, cars can only be parked outside the Medina, and it was a near 10 mins walk - with cases - from the public car park, and would have been almost impossible to find had it not been for the help of a Guide we happened by chance to meet when parking. In hindsight, we should have liaised with Reception beforehand for their own Porters to meet us on arrival in the car park to take our cases and direct us to the Riad. Luckily,…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2019,4,Like staying in a dream,"This hotel/riad is deep in the bowels of the Fes medina, and that is the only reason I didn't give it a five star rating. It wasn't easy to find our way through the medina maze and for the first two days we felt uneasy about heading out on our own. But staying in this riad was no hardship! Our room was beautiful and spacious and gave out onto a gorgeous atrium with flowers and birds galore. One flight up was the common area/dining area/ pool area. It just gave us such a sense of peace and calm to be welcomed into this home-like atmosphere. The history behind this 650 year old former family home was fascinating and our morning host was happy to share it with us. Meals were good. Breakfast buffet was ample but not outrageous. Very good coffee and orange juice, a variety…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2018,4,Authentic Riad,"Stayed for 3 nights and were allocated a room on the Ground level in the main courtyard. We had arranged for a pickup & later the drop as well from the Airport. Highly recommended to pre-arrange as no cars are allowed within the Souk / market. Both ways our transfer was well managed despite being odd hours - our return flight was 6am! It takes about an hour to get to the Riad from the airport. Our room was huge with double height ceilings and a huge door with a smaller opening for convenience. An advice is not to have expectations of a luxurious room as this is a traditional riad with modern conveniences such as hot water, air conditioning etc. Our bathroom was ensuite but was accessible through a flight of narrow stairs which is not the best arrangement if you want to use it…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 September 2019,5,A paradise with qan excelent service,"I stayed with my family this week, as we entered we felt home with an amazing personalized service and such a great cooking. All our rooms were authentical palace style and so clean. We miss the great Mamoon( the Senegal friendly hostest) that made our stay warmly. Papiiiiii",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 August 2019,5,Historic. great service,Staying in such a Riad with so much history and Reno acted beautifully was amazing. The staff were helpful and friendly and spoke French. English. And Arabic. The food was okay. The rooms incredible. The rooftop terrace is a wonderful place to watch the sunset.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,A great riad in the medina,The riad was far beyond excellent. Very clean and spacious and very nice breakfast and dinner. It is worth staying in during night instead of going out. The personnel were very friendly and helpful. You might get lost trying to find your way back so I can suggest to have GPS with you and don't follow what the locals might suggest. They will just want money and you will get lost more. Police will not do anything about this.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Magical!,"We cannot say enough amazing things about this hotel!!! It was just so stunningly beautiful, and perfectly blended culture and tradition with modern comfort. It truly was a work of art! Also, the staff went totally above and beyond. They treated us like family and looked after us in ways that were just so thoughtful! For example, they packed us a breakfast to take with us when we were in a rush to make it to the airport. Also, the food and spa services made our trip truly special, and helped us feel very pampered and also totally immersed in Moroccan culture. We are incredibly grateful for our time in this hotel!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Wonderful Riyad,We had a wonderful stay at Riad Dar Bensouda. The space of our room and the common area spaces were delightfully appointed and created a nice communal atmosphere. We really appreciated the kind and helpful suggestions by the manager Omar. He is truly a gem. We took a cooking class with the riad's chef that turned out to be one of the highlights from our entire trip in Morocco.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Gorgeous in every way,"This was the first Riad we stayed in on our 2 1/2 week tour of Morocco & was my favourite. Fabulous interiors & rooms, lovely helpful staff & the best breakfast of the tour (buffet with yummy omelettes with veges)! Lovely rooftop area & great plunge pool for cooling off. Wished we had stayed longer as we really enjoyed Fes. Thank you!! The staff organised us an official guide to show us the Medina & I highly recommend this. He was very informative and although he did take us to some cooperatives & the tannery which were interesting, we did not feel under pressure to buy.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Great riad every amenity possible,"Stayed for 2 night the staff are excellent, booked us train tickets and helped us with our luggage from the Main Street and back for a taxi. Pool is amazing. Dinner was nice enough but the accommodation is the highlight. Room was amazing roof terrace had great views and seating. Great laid back atmosphere once you arrive, incredible old architecture from the 17th century makes you feel like a rich trader.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Oasis of peace and calm in Fes,"Just returned from a week-long stay in July with my wife and two teenage children at this Riad in Fes. We had a very comfortable, safe and pleasant stay. It is a beautiful, peaceful, place with the facilities of a relatively large Riad. A nice breakfast was served each day. We also ate lunch and dinner at the Riad most days, and the quality of food was generally very good. On one or two occasions our first menu choice was not available but there were always alternative choices available. My wife thoroughly enjoyed the cookery lesson she took at the Riad and my children loved the small swimming pool and large roof terrace with panoramic views of the Medina. We enjoyed use of a large family suite with two adjoining bedrooms for most of our stay, which opened out into a lovely…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Honestly one of the best hotels I’ve ever stayed at!,"Had a terrific experience here. The Riad itself is breathtaking and a shining example of Moroccan interior design. The staff was welcoming and spoke English (and French) very well. The manager here does an impeccable job. We were especially grateful to have been warned of scams to look out for. We were also able to book excursions and a licensed tour guide through the hotel. The food is good and decently priced. The only minor issue we had was that the internet occasionally stopped working. Overall, absolutely recommend staying here!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Nice staff and delicious foods in Fes🇲🇦,"I stayed this Riad with a friend for 2 nights. This was my first time to be in Morocco and there were so many unexpected things happened, but staff were so kindly and friendly helped us. (Announcing the airport transfer in advance, showing us where to go in Fes, preparing check-out even though we left early like 2am!!) Thank to them, we enjoyed staying in Fes ☺️ The location was difficult to find but highly recommended to stay this lovely place!! And we also recommend to eat at the restaurant for dinner. You can enjoy local Moroccan foods and the best couscous!!💗",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Beautiful oasis in the middle of the Médina,"Absolutely stunning hotel. There’s a lovely pool area with sun beds and hidden away up and down different flights of stairs and many more quiet seating areas, perfect to relax or read. The roof terrace also has an amazing view of Fes, and you can watch the sunset lying on the veranda. The food offered in the riad was incredible too- breakfasts were a proper spread, and for dinner we had a beautiful tagine and couscous which were delicious. Also excellent location (just hidden away from the craziness but not too difficult to find). Great service, always willing to answer questions and help, and happy to suggest activities/other restaurants and help you get there! Particular mentions for Omar and Ibrahim who made us feel very much at home. Overall we had the best time and…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 July 2019,5,Okay this place is just amazing.,"We stayed at a number of different riads over our two week trip across Morocco and Dar Bensouda is just hand down the best. The food was delicious; we ended up taking all of our dinners there. The roof terrace is beautiful and huge with a great view of Fes around you; we actually didn't find a better vantage point in Fes than the roof of our Riad. Rooms are spacious, clean, and comfortable. Location is right in the Medina close to shops and attractions. Highly recommend!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 June 2019,5,A dream riad,"Staying here was the highlight of our entire trip to Morocco. Gorgeous, historic architecture with stunning details throughout, delicious home cooked food, and incredibly kind people. Big thanks to Omar for all of his knowledge (and the figs!), Ibrahim for mailing our postcards for us, and Caloom for creating a lovely surprise with candles in our room for us to celebrate our honeymoon. Stay here if you’re lucky enough to get the chance!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 May 2019,5,A wonderful escape in the heart of the Medina,"We stayed for 2 nights in 2 rooms as a family of 5. The riad is beautifully restored with little pockets of tranquility throughout. Breakfast was good - we didn't try the evening meals. Our rooms were quite different, but both good in their own way. Our teenagers shared a twin room which was very cosy and had a small window whereas our double room + extra bed was huge with massive windows and lots of light. Fes medina is a real experience and finding you way to and from Dar Bensouda adds to the pleasures of getting lost and wandering.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2019,4,"Gorgeously restored mansion, great service","We really enjoyed our stay at Dar Bensouda! Ambience: It is an unassuming door in the middle of the Medina which leads to the absolutely beautiful spacious interiors of a restored historic mansion. Has a rooftop with great views. Rooms: The first night we were in a room which was loud and required a set of stairs to get to the bathroom. They switched us to a big, private, magnificent room the following two nights. Decor and design was perfection- One of our favorite rooms we stayed in all of Morocco. Service: A young, hard working man named Jamal manages the entire operation and is very friendly and helpful. We had some issues on our arrival night (hotel phone numbers not working, couldn’t find it, etc), he followed up with us and was genuinely interested in fixing it for…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2019,5,Ancient Fez with modern comfort,"Having now stayed in this seventeenth-century Riad, the Dar Bensouda in Fez, which I visited in March this year (2019), I can't imagine ever going to a conventional hotel in the city. The Riad has eighteen rooms, so is relatively large by comparison with its rivals in Fez, and I was told that the owner has bought another dilapidated Riad next door which he plans to restore and use to extend the Dar Bensouda. When this happens it should offer the character of a Riad with even more of the advantages of a hotel, and it could dominate the accommodation on offer in the Medina. The Riad Dar Bensouda is an extraordinary and historic building that's been beautifully converted into modern accommodation without compromising its character, so that the old and the not so old blend together…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2019,5,Nice stay,"Located down a winding alleyway with an unassuming door. This is a small hotel composed of a couple of riads all interconnected. Jamal at the front desk is great. Actually, everybody working there was very nice and accommodating. One courtyard was less elaborate with a pool. The other was the one they show in the pictures; more intricate tile work with a star shaped fountain in the floor. Our room was very clean and the bathroom looked brand new. We booked a junior suite which had plenty of room. However, the bathroom was up a flight of steps. So if you get up a lot in the middle of the night, you may want to consider asking about the floorplan.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2019,4,Hidden Gem in the Medina,"Our family of 4 (two adults, two teens) just got back from a week in Morocco, where we started our stay in Fes at the Hotel & Spa Riad Dar Bensouda. This beautiful riad is located in the center of the medina so arrange for a guide to meet you outside the medina and lead you in. Once inside you will be inside a gorgeous, traditional riad. Our rooms were in the old part of the riad and were magnificently Moroccan. The hotel is also very helpful in suggesting restaurants to try and in arranging activities. Breakfast is quite traditional Moroccan food but you can ask for an omelet or eggs cooked anyway, and the orange juice is as good as it gets. I also highly recommend the Riad's restaurant for dinner: we had one of the best lamb tagines for our whole trip there. Perhaps the only…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2019,5,Very high quality accommodation,Travelled here with two other couples amd found Riad Bensouda to be a very good accommodation for Fes. The rooms were comfortable and clean. The staff were very welcoming and helpful during the entire stay. The breakfast was extensive and the dinners were very tasty. Recommended.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2019,5,A must stay Riad in Fes!,"Super friendly staff. We were picked up outside medina, our luggages were carried all the way to our room. The room is clean and tidy. We even got a chance to upgrade the room for free. Very nice garden and terrace, great view, you can just spend half day in the riad taking photos. Delicious food as well! Great location, 2min walk to the souk",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2019,5,Beautiful Hidden Gem,"My husband and I spent 4 glorious days at Dar Bensouda. The House was very beautiful and the staff friendly and helpful. It was a surprise walking from the old Médina into this amazing 17th century Riad. We had Room #18 with a patio right outside. Jamal the manager made us feel as if we were home . He was helpful with planning and directions and reservations . He told me nothing was a problem . Jamal and Kalthoum even surprised me with a Birthday cake . Comfy rooms and lovely outdoor spaces. Inshallah ! Best, M&D",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 April 2019,5,Best place we stayed in Morocco,"It had everything you look for in a hotel -- comfortable beds, quiet, elegance and style, spacious bathroom (that's not important to me -- but I was amazed at how much space was in the bathroom and shower), friendly manager, etc., but the best thing about Riad Dar Bensouda is the building itself --it's a grand home from the 17th c., with amazing tile work, carving, inlay, etc everywhere you look -- as visually enticing as anything else I saw in Fes (and I had a full day of seeing all the sights tourists usually see). Lovely pool (for cooling off, not really for swimming) but the weather was too cool for me to use it. My daughter used the spa and said she had a very good massage. The manager took us outside to point out details of the facade -- the little protruding window…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2019,5,Amazing Riad,"The best experience of an authentic Riad in the heart of Fès medina. The style and decoration is excellent! We spent a lot of time just taking pictures of all the beautiful corners of this amazing hotel. The rooms were spatious, very clean, pretty and with all the necessary amenities! The same goes for all the common areas of the hotel, from the pool and the lobby to the terrace. The area of the hotel is close to all the attractions of the medina and as long as you get used to the small alleys it is not hard to move around. The breakfast was fresh, plenty and very tasteful. Most of all the staff was one of a kind. In all kind of situations they went far beyond their duties in order to satisfy us and give us such a great experience. We can't say enough to describe how warm and…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2019,5,Best hotel in this Location,Jamal is the one that greeted us when we came. He even upgraded our room! The stay is comfy and nice. Recommended! The patio area is a good place to chill if you are not in a rush. Water system is super nice.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 January 2019,5,Beautiful Riad!,"Very nice spacious Riad, Jamaal the manager was very approachable and helpful! clean and comfortable, decor is very nice and classy, very large and open terrace with amazing spectacular views! Recommended!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2019,5,Superb Place to Stay in Fez,"My friends and I spend two wonderful nights at dar Bensouda and found it to be exquisite and delightful in every way. General Manager, Jamal, is a warm, gracious and always helpful host. Our cameras are full of photos of the hotel from every angle. I would highly recommend this unique hotel.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 March 2019,5,Beautiful architecture and amazing service,"This is a beautiful Riad in the Medina. The service was outstanding from all the staff especially the kind man who seemed to be there morning till night (forgot his name - sorry). The architecture of the Riad is breathtaking and fit in with the region. The views from the roof is great with plenty place to sit and relax. The pool area is also lovely, even though we couldn’t swim because it was very cold it was a nice space to sit and relax after the craziness of touring. They organized us a tour of the Medina which was good. The tour guy spoke good English and explained everything well. The food at the Riad is good. We ate at the restaurant one night. The second night we wanted a pizza but didn’t want to go out so they were kind enough to order pizza for us and have it…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2019,5,Jamal at Dar Ben Souda,"This is a wonderful place, beautifully restored with a lot of history, rooms are clean, spacious, and Jamal who works here is fantastic. He helped us to arrange transfers in and out of the Medina to the airport, arranged for us to store our luggage, amd is a charming and thoughtful host. A real pleasure to stay here. Thanks Jamal!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2019,5,Charming riyad,"The staff is very accomodating. The riyad is well maintained and has been exceptionally renovated. The room was pleasant, spacious, heated and there is copious hot water. You have to be aware that to find your way in the Medina, you need a guide and a porter to take your luggage. The meals at the riyad were all good.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2019,5,Bday stay :D,"My girlfriend gave me a great hotel night as a present, and amazing it was. Great hosts (Jamal :p), Nice weather, perfect food And the best was the rooftop view! We will be back! Next time to discover the Atlas And have a swim at their pool :D Salut!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 January 2019,5,Excellent experience for a big group,"Our trip to Fes was excellent, mostly because of the service we received at the hotel. Jamal and his team attended to our large groups of 33 and 34 people wonderfully. We made use of all the rooms in the hotel - each very different; each clean, spacious and luxurious. We also made use of all the facilities - massages and the restaurant. The massages were very relaxing and the restaurant was amazing. There was lots of food: all healthy and delicious. Jamal and his team helped us by walking us through the maze of streets to meet our tour guides and also by picking us up again at our drop-off point. The whole experience at Riad Dar Bensouda was wonderful, and we would love to repeat it again next year! Thanks to Jamal and his team for being so welcoming and helpful.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 February 2019,5,Best place,"If you stay at bensouda the hotel where we stayed you will not have to visit any other place as the hotel itself has so much history and architect, again that would be incomplete if my friend and manager of the hotel Jamal was not there. Thanks Jamal and we all love you all feel.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2018,5,Excellent hotel in the heart of the medina,"The hotel is located quite in the middle of the old medina of Fes. From there it is possible to reach the most important places of the medina (such as the tannery) in a few minutes. Once you find the entrance of the hotel (it is not so easy to find), you will not expact such a beautiful and huge hotel like this one. Especially the terrace is worth to mention, cause you will have a 360° panorama view over the whole old medina. Moreover the staff is really nice: I met JAMAL, who showed me the complete hotel. He is a really nice person, very warm and friendly. He is caring all the time. I would recommend a stay in Riad Dar Bensouda!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 October 2018,5,So glad we stayed here!,"Let me start by saying that Fes is a culture shock- and a difficult city to navigate, even for seasoned travelers. My husband and I stayed for our one-year wedding anniversary and are so glad we did. It was a comforting calm in the chaos of Fes. We arranged for an airport pickup and honestly don’t know how we would have found the riad without doing so- you MUST do this. The man that picked us up waited for a while for us to get through customs and it was pouring rain- so grateful. He drove us to the edge of the Medina where another guy met us to help us with our bags and navigate 15-20 min walk through the Medina to the riad. The riad is quiet and beautiful- I think we got one of the smaller rooms and it was gorgeous and comfortable with a rooftop overlooking the old city. We…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 January 2019,5,Best riad that we stayed in Morocco,"The riad is beautifully done and our room was large with and a clean, functional bathroom, but what makes it a five-star stay is the helpful service from Jamal and the rest of the staff. Every day they were ready to help us with whatever we needed, like arranging a tour guide or helping us buy bus tickets to Chefchaouen. Buffet breakfast is also good, with fresh juices, pastries, and an omelette station. They even agreed to serve us breakfast at 6:30am the day we had to leave (normally breakfast is 8-11am). Cons: The riad is in the heart of the medina, which makes it a bit difficult to find, but just follow the signs to the Riad Zitounia, ignore all the hasslers, and you'll be right there. Also the rooms could be a bit better lit. Overall we had an amazing stay here and were…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 January 2019,5,Highly recommend. Best riad experience possible,"Everything about Riad Dar Bensouda was incredible. All the staff are so friendly, so helpful and do their best to make sure you have the best time in Morocco. The building itself is one of the most beautiful you’ll see in Fez with traditional tiles and doors and finishes. The rooftop offers panoramic views of the city too. The rooms were absolutely beautiful and all facilities were super clean and beautiful in design and function. Breakfast and dinner were among our best meals in Morocco with high quality and fresh ingredients. The riad itself is in the heart of the Medina. We would stay here a hundred times again, thank you!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,3,"Nice place, but overpriced, impossible to find","Dar is realy very nice and authentic. But it is total impossible to find it. Parking is not close to hotel (as it is written during reservation..) - about 15 min, up and down (with luggage..).. We paid 5 Euros to some local to show us the way. And also for come back, because you can't imagine way ... Place is very nice, but it is not as nice as it seems on photos. Also, spa is only small open pool (in winter not possible to use), very expensive masage and very expensive hammam (30 Euros per person). We did not use it. It is extremely difficult to find anything in medina, so we asked staf to help us find guide, and we paid that twice more than our friends 2 weeks ago (70 Euros for me and husband. Plus tickets. We also had dinner in hotel - average, maybe even worse, for very high…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2018,5,Beautiful Dar with an extremely friendly staff,"My husband and I stayed at Dar Bensouda for one night. After a hotel stay in Fes for several days, the Dar provided a more authentic experience including a great location in the Fes Médina. We had a large room with a living area and private bath. This Dar is beautiful and has a very nice terrace area. We took a cooking class where we prepared delicious Moroccan dishes - Chicken Tajine and 5 salads (radish, tomato, zucchini, carrot, eggplant). The food was so very delicious and Chef Dounia was superb!!! Jamal was great about taking care of us and ensuring we had a great experience. Thank you Jamal and Chef Dounia for a wonderful and authentic experience!!!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 December 2018,5,A fantastic stay!,"Absolutely fanstastic experience! From the first second I arrived here until my very last moments, I have been moved by the generosity and professionalism of the staff who work here. Jamal and his team made me feel completely at home throughout my stay. Small acts like; booking a taxi for me from the airport when I rang to say my flight was going to arrive later than anticipated, arranging a day trip to chefchouen when all the bus tickets were sold out, and even printing off my boarding pass for my return, to name a few, ensured that no eventuality was too strenuous taking away the stress and beauracracy of travel, and really made this a holiday, in all senses of the word. It’s difficult to write a review without mentioning the stunning hotel. So much character and history in…",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Magical Stay in a Medieval Home,"We stayed two nights at Dar Bendouda and it was lovely! Our room was on the first floor so it was a little noisy in the mornings and evenings, but nothing to complain about. We liked to hear the hustle and bustle. Our bathroom was incredible, located up a spiral staircase. It was gorgeous and HUGE! We loved the extra sitting area and giant shower. There were also two sinks so we had plenty of space to spread out. The restaurant serves good food, and the service was great! They called to have someone walk us to meet our driver everyday, and we loved getting to know our escort and the rest of the staff. Great place to stay with lots of amazing history!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Wonderful Hotel..five star,"Beautiful Riad in Fez . Great value for money , beautiful accommodation and hotel staff were top notch. The manager , Jamal was welcoming from the moment we arrived , taking care of every need . The food in the restaurant was excellent and would highly recommend eating there upon arrival as the Médina can be a little overwhelming at first, the rooms are huge and beautiful and super clean.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Absolutely incredible,"You NEED to stay here. It is just beyond beautiful. It looks so unassuming from the street but as soon as you walk in, it’s like being in a royal palace. Jamal and the rest of the staff were amazing. They provided everything we could possibly need. The room is absolutely gorgeous with beautiful high ceilings and traditional decor. The view from the top floor took my breath away. I just can’t say enough about the Riad. I am so honored to have been able to stay with such wonderful people in such a beautiful setting. Location is perfect also!!",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Fabulous getaway!,Beautiful hotel. Amazing and friendly staff who met all our needs. They seemed to work nonstop. Comfortable. Great food. Everything was great. Highly recommend. Hotel is in the Médina that’s not accessible to cars. Make travel arrangements from airport in advance.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,4,Very accommodating employees,"Fes is a giant medina (sort of like a market) with over 9,000 small winding streets. Do not fret when you pull up to the gate of the medina and still need to walk 15 minutes through little alleys down to the Riad - this is how all of them are! Someone form the Riad will come meet you at the city gates and bring your bags with you. We would absolutely recommend the traditional hammam spa service and massage from Fatima. The food was pretty good at the Riad restaurant - the kitchen was open pretty much all the time and breakfast was included. The wifi was spotty but if you sit down by the pool then it works better. We would definitely recommend this Riad because the staff was so accomodating and it was very clean.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Excellent 2-night stay,"We booked a “superior suite” through Booking.com and got to stay in one of their largest suites. The room was really nice, big and the bed comfortable. The staff was great and very welcoming. They made sure you were comfortable and enjoyed your stay. They had a large rooftop terrace with outdoor beds and seating. There were also plenty of seating spaces inside the courtyard or by the pool area.",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Magical and personalised,"You've heard it from other reviewers. Dar Bensouda is a beautifully decorated Riad in the heart of the Fes Medina. Two storey high courtyards with intricately carved doors and walls with a tasteful ""living room"" centered around a glowing pool. The rooms? Fantastic. Modernly styled with a toss to the old Fes. You'll sleep well. Now what more can I add? Service! The people were fantastic. We celebrated my wife's birthday here and upon a late request via email, they organised a cake with her name on it (spelled right too!). Made the stay complete. Thank you Dar Bensouda",Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
 November 2018,5,Absolutely wonderful,Our stay here was lovely. The lady on reception was extremely welcoming and spoke excellent English. Our room was huge and the bed was fantastic. The bathroom was lovely and it was genuinely the best shower I’ve ever used. My only slight criticism is that it’s in the middle of the winding streets so it’s inevitable that you will get lost.,Hotel_Spa_Riad_Dar_Bensouda-Fes_Fes_Meknes,Hotel_Spa_Riad_Dar_Bensouda,Fes_Fes_Meknes
