 January 2023,5,Home away from home !,We had the most wonderful stay. Everything was perfect. Everyone was so kind and so accommodating. We booked the room on the top (suite with a balcony) and would absolutely recommend it to anyone looking to stay there. The views are amazing at sunset.,hotelName,city
 July 2018,5,Great riad,"It was a really pleasant stay, from.beginning to end. Everyone is very friendly and helpful. The food is great and the cleaning staff efficient. I Recomend it to anyone who want to have a real feel of the city, due to the fact that the riad is in the old part of the city.",Riad_Chbanate,Essaouira
 June 2018,5,Exceptional in ever way,"The staff, room decor, cleanliness, architecture, food and over all vibe was impeccable. We will definitely be returning! We can’t thank all of the staff recommendations highly enough either. Our stay was brilliant in every way.",Riad_Chbanate,Essaouira
 June 2018,5,Really nice,"We stayed 3 nights and it was a really nice time. The riad is really clean and located in a small street so relatively quiet. All the people working here were absolutely amazing with us, and they helped us many times to book activities, restaurants and giving us advice as well. The room was nice and clean and the bed was really comfy. Top floor, a terrace with a jacuzzi were available. I would just have like to have more choice for the breakfast, it was only sweet food. Highly recommended.",Riad_Chbanate,Essaouira
 June 2018,5,👌,We had such a wonderful welcome by the very friendly & helpful staff at this lovely riadd. Lovely breakfast. Convenient location on a peaceful side of the Medina yet a short walk to the hustle an bustle of the souks,Riad_Chbanate,Essaouira
 May 2018,5,Beautiful riad in a laid back town,"We loved Riad Chbanate! The staff were quite helpful and friendly and the room was comfortable and lovely. Wonderful breakfast in the morning. We did not eat dinner there, and the staff was fine with making dinner recommendations We were on the 2nd floor - nice to be a bit higher up, easy access to the roof terrace.",Riad_Chbanate,Essaouira
 April 2018,5,Amazing,We spent a wonderful night at Riad Chbanate. Our room was charming and comfortable. The place is just as beautiful as the photos. The staff is welcoming and very accommodating. We wish we had planned more nights! Highly recommend.,Riad_Chbanate,Essaouira
 March 2018,5,My favorite Riad,"We stayed in several riads throughout Morocco, and this one was my favorite. The riad is in a great location within the medina, and a short walk to the beach. It is beautifully decorated with minimalist touches. Our room on the top floor was worth the many stairs it took to get there (warning for those who can't do stairs). We had a view of the ocean, and it had the most luxurious bathroom with an enormous tub that connected to a terrace. Rose petals were sprinkled throughout, which gave it a honeymoon-suite air to it, however ruined by the presence of my kids ;)! Breakfast is served in a lovely room that included a sitting area with a lit fire, making it very cozy. And they served croissants! It was a real treat, particularly the chocolate ones for my kids. The yogurt…",Riad_Chbanate,Essaouira
 April 2018,5,A great find !,"This place is fantastic, a jewel in Essaouira. It's clean, welcoming, and beautifully designed with a Spanish twist. Upon entering you are immediately transported to another world as the staff invites you to relax in the lush and lovely courtyard. The dining room is just adjacent and has a fireplace. Breakfast is fresh, and dinner is delicious (added bonus: they offer cooking classes). The rooms are spacious, and beds and pillows are comfortable. The Romantic Suite and Comfort Suite have large soaking tubs (!) and the latter has a vichy shower with good water pressure. The bathroom in the Romantic Suite is really big and the tub is half the room. The rooms have working fireplaces which we used. The staff is incredibly friendly and very helpful. They provided for our every need.…",Riad_Chbanate,Essaouira
 April 2018,5,Amazing Riad and Wonderful service !!!,"We stayed at the Riad at the beginning of our road trip to the South of Morocco., and we were amazingly surprised but of the quality of service and the friendliness of the staff. We had booked the Superior Bedroom and we are blown away by the bathtub!!! The team is very nice and extremely helpful. A Big THANK YOU to them and especially to HICHAM. After the check out, on the way to our next destination, my daughter realized she had forgotten her favorite stuffed animal in the room. I called the hotel and they had found it. They send it to me by Express Mail, AND I DID NOT TO PAY ANYTHING !!!! I COULD NEVER THANK YOU ENOUGH FOR THAT !!!!",Riad_Chbanate,Essaouira
 April 2018,5,Amazing Riad in Essouira,"During the 2 weeks travel in Marokko it was surely the nicest stay we had. The team is extremely nice, helpful with anything and naturally friendly. The rooms are nice and well isolated. The breakfest and dinner is also very good. Nothing to complain here. Its located in the middle of the medina. Essouira is a lovely town, we prefer it very much compared to Marrakesh as it is by far not so crowdy and the people are generally much more relaxed. If we come back to Essouira, Riad Chbanate will it be again. Prices are above 100€, so upper middle class i would say. But its worth.",Riad_Chbanate,Essaouira
 April 2018,5,AMAZING!,"I was there with my couple and I can tell that this Riad is amazing in all the aspects, the room it's so romantic and confortable, I would like that mattress in my home, it's soft like a cloud. The bathtub was like a swimingpool, it's perfect to take a bath with the natural soap. The staff is so top, Gragui in the night takes care of everything, he prepared the fireplace in the room and brought us a very good tea, the girls on the breakfast are very nice, the food is so delicious in the morning and also the dinner in front the fireplace is espectacular. And thanks for Hicham to take care for all at the moment of the booking. I wish come back right now.",Riad_Chbanate,Essaouira
 March 2018,5,Spectacular room and friendly service,"We stayed here during our honeymoon and the staff has specially decorated our room for us. We had the most gorgeous bathtub area and enjoyed that greatly. Staff was helpful and we liked the location. Also, having a minifridge in the room was nice for the yummy olives we bought in the market! The breakfast was good (though for coffee drinkers waiting the 15 min for it to be prepared might be tough). We did learn to keep our room A/C unit to ""dry"" setting due to the climate.",Riad_Chbanate,Essaouira
 March 2018,5,Loved our time here.,"Riad Chbanate is a wonderful, peaceful, stylish Riad in Essauoria. The accommodation is luxurious, breakfast is wonderful and the staff are the most friendly, welcoming and attentive we have had the pleasure to meet, nothing was too much trouble. We loved our stay here and would definitely stay again next time we visit Essaouira. Highly recommended.",Riad_Chbanate,Essaouira
 March 2018,5,Riad with 4* Atmosphere Rooms,"First to say, staying in a hotel in Morocco may be fine, but Riad's do promise experiences & impressions to understand the hustle and bustle in the narrow alleys and help to really arrive, where you've just been flying too. This Riad is situated at the beginning of the medina, easy to reach from any part of Essaouira (and easy to find - maybe more important!) and for sure offers the highest quality in exterior and interior you can expect from any Riad. To be honest, we've been never sleeping so good like here. Behind the Riad walls you enjoy the warm and cosy atmosphere of a fantastic neat accommodation with great service and friendly staff. Perfect for having a break from Marrakesh and also perfect to enjoy the relaxing atmosphere of Essaouira and it's fresh seafood.",Riad_Chbanate,Essaouira
 March 2018,5,This Riad I definitely will go back.,"推荐。 是我在摩洛哥住过最满意的住宿之一。每个服务人员都很友好热情，帮我们解决了很多交通问题。感觉太棒了，房间也很漂亮。 Guys, I have lived in A LOT Riads in Morocco, almost all of them are more expensive than this one. However this Riad is definitely on my top list of all of them. Good location, great service and staff. Everyone of them are sooo friendly and helpful. Beautiful room, great breakfast. Honestly I cannot think about one defect. Hope I will come back with my family one day.",Riad_Chbanate,Essaouira
 April 2017,5,Great expirience here,"I was traveling in morocco with the friends doing a surf trip, after Tagazout I went to Essaouira with her huge beach. We took 2 nights in the Riad Chbanate, the best place in all morocco. The bulding is so beautiful with her courtyard and the roof terrace with the jacuzzi but the best was the room, we had the one that has a hammock with a big bathtub, so much confortable. The breakfast it's amazing, delicious and so big. All the staff has take care with all the detaills. Thanks for those fabulous time . We will see you again.",Riad_Chbanate,Essaouira
 January 2018,5,Wonderful stay at Riad Chbanata,We stayed in the Hayate romantic suite from 18-20 January and absolutely loved it. Riad Chbanate does not disappoint! It’s situated within the medina and only a short walk to all the restaurants and shops. The suite was just lovely with a huge bathroom and one of the most comfy beds we slept on in Morocco. The decor was fantastic too. There is a small terrace upstairs which was a great spot for sunbathing in the afternoon. Mostly though we appreciated the excellent service which was always friendly and professional; we were lucky to stay in some brilliant Riads during our travels in Morocco but are happy to say that we enjoyed our stay here the best. We will definitely be back since our stay in Essaouira was far too short.,Riad_Chbanate,Essaouira
 December 2017,5,Pleasant holidays,"So I went there with my gilfriend, in december 2017. First of all say that Essaouira it's a good city for tourist. So if you are thinking about a chilli travel to Moroco, it's your city. About the place say that Riad Chbanate it's a good place to stay: it has very beautifull views, the building and the rooms are amazing (specially the suits), and one night we decided to have diner in it's restaurant, witch was good too. We were treated in a very confortable way. The staff of the riad it's very attentive and polited, and also can organice your day activities, such like: surf, a jeep tour, a walk with camels, etc. I enjoyed my stance, and I recomend this place to everyone who is thinking about traveling to Essaouira.",Riad_Chbanate,Essaouira
 January 2018,5,Love this place,Amazing place with the most beautiful rooms and furnishings. Excellent staff that was incredibly attentive to any needs. A gorgeous place to reside and relax and leave your worries behind. I would come back here again and again !,Riad_Chbanate,Essaouira
 January 2018,5,"Lovely, friendly riad.","We stayed in the Mauresque room, just off the roof terrace, which was lovely - the shower and massive bath has a view over the rooftops of the medina. The riad itself has been beautifully converted - tasteful without trying too hard to be cool. The service was exceptional - not stuffy or obsequious, just friendly and helpful and warm. Recommend this place very highly.",Riad_Chbanate,Essaouira
 January 2018,5,A Gem in the Medina of Essaouira,"We were travelling with my couple Across Marroc for 15 days and I have to say that the three days that I stayed on Riad Chbanate were the most comfortable days that I had. Unlike in most of the hotels and Riads in Marroc, Riad Chbanate was extremely Clean. From the Sheets to the Bathrooms, in this Riad everything looks clean and smells good. But it’s not just the cleaning what makes of this Riad a jewel, what makes of this Riad something you won’t forget is the kindness of the Staff. From The girls of the morning (Samira and Nawal) to the boy of the afternoon, all of them are super great and professional. They will put all his effort to guarantee you the maximum quality of the service. Personally, I just have good words for them. Thank you very much for all the great moments…",Riad_Chbanate,Essaouira
 January 2018,5,A great experience!,"I stayed together with my girlfriend and our 1 year old daughter for 4 nights at Riad Chbanate. The place is amazing and exactly what we needed for our one week holiday. The service is most probably their best quality and what we appreciated the most. Our bedroom was made up every day with clean sheets, new towels etc. But they also tided up our close and folded them on the couch or tided up the toys from our daughter and organised them for her. Any questions we had, they we willing to go that extra mile in order to give a satisfying answers. Besides that: -Great nice and comfortable beds -Great big tub -Good air conditioning -Nice sunny roof terras -Nice and very big fireplace -Good and relaxing music through out the evening and the day For us this was the perfect place…",Riad_Chbanate,Essaouira
 December 2017,5,wonderfull experience,"i`ve bben on essaouira for one week and i can trully say that the night i stay on riad chbanat was the best of all the nights. i sleep on the chambre hayats, and i have to say that i´ve never saw a bath that big. god, you could fit an entire family there! the breakfast was another of the strong points of this riad...Quantious, fresh, personalized...i ate eggs, an orange juice, some creeps and a bit of breadwith full of flavour moroccan oil. it´s super important to follow the recommendations of the staff of the riad. my salutations to gregui and hicham! you really make this place and unforgivable experience.",Riad_Chbanate,Essaouira
 November 2017,5,"Charming, Romantic and Wonderful!","We had the most wonderful time at Riad Chbanate! Everything about it was perfect. Our room was gorgeous, especially the giant bathroom and bath and the fireplace. The service was the best of anywhere I have stayed. As soon as we asked someone to do something it was done straight away with a smile. Niwil was outstanding and so helpful especially when it came to what to do and where to eat and was very helpful in making bookings for us throughout our stay. She was always extremely friendly and added a lovely element to the experience. Lovely details such as fresh roses every day. It is extremely romantic and relaxing place to stay with a lot of character. You will love it!",Riad_Chbanate,Essaouira
 November 2017,5,Riad highly recommended,"We had a wonderful stay on riad chbanate. 3 nights of joy, relax and big baths. We stayed on the Souir room and it was trully comfortable. Giant bath, wooden floor and a fireplace, I understood why the room is on the comfort category. The staff was incredible kind m too, from samira on the mornings to gregui on the nights, they made us feel as if we were in home. The city of esauira is a must: Big sandy beaches, cheap fresh fish and seafood, full of diferent exemples of the moroccain culture... I will definitly come back and i will definitly stay again on Riad chbanate. P.S: I forgot to mention how good it was to be on the terrace listening some jazz, sunbathing, and enjoying the Tea made by the staff... Agh!",Riad_Chbanate,Essaouira
 November 2017,5,"Uncharted, yet charming","After four days of sightseeing around Marrakech we came across with Essaouira, that is, a marvelous and dazzling coastal walled city roughly 100 miles westwards. It was well worth the few travel hours, as spending three days there turned out to be a delightful and enthralling experience not only thanks to the equipment, decoration & architecture (absolutely gorgeous and out of this world), but also thanks to the crew and service, who treated us wonderfully all day long and even heartwarmingly greeted us with a little gift when we arrived. After that, they helped and took care for us during the whole trip, providing very useful recommendations or insight about the city's life. The food was exquisite and we could enjoy very generous gourmet breakfasts cooked right next to the…",Riad_Chbanate,Essaouira
 November 2017,5,Gorgeous Riad,"My sister and I stayed at Riad Chbanate for 3 nights and have a wonderful stay. The Raid is very tastefully decorated, the room we had was a large double room with a fantastic shower and bath decorated in wooden tiles, really beautiful. The staff were amazing, friendly, helpful, always around to help. On arrival we were given a map and Noel sat with us marked of the places of interest and the best routes in and out of the Medina. We were also given excellent recommendations for restaurants and a Hamman. Breakfast was lovely; fresh fruit salad, bread, pancakes and pain au chocolate and we were asked if we wanted any eggs or anything else but we were already stuffed. We really enjoyed coming back to the riad one evening and having a lovely bottle of wine and nibbles in front of…",Riad_Chbanate,Essaouira
 October 2017,5,Do not doubt in booking here!,"This place has a great location, it’s very centric, places in one of essaouira best streets! Even though my visit was in business terms, it’s a great location to spend time with your couple. The spaces and bathroom are spectacular! The service was great (Gregui and Hisham did wonders) and for the couple of days I was there breakfast was fantastic! They also do dinners but I was out, during nights. I saw they do surf experiences and all type of activities. I recommend this place as a must if you are looking for somewhere to spend some chill and lovely time!",Riad_Chbanate,Essaouira
 October 2017,5,Vacation,"Tomorrow I am leaving this wonderful gem. We stayed for three nights and I wish I had more days to stay. The people that work here are amazing! Helpful, warm, gracious and genuinely concerned about your trip to their wonderful city Essaoura. The hospitality that was shown to us was the best in our two week journey. When my husband was curious about the music that was piped in the garden area, a playlist was created by the time returned. The staff is young, helpful and willing to go out of their way to help, they are all fabulous. The breakfast served every morning is cooked from the kitchen that is visible from the garden of the Riad. Delicious and served with the warmest smile you could hope for. At most other hotels breakfast was buffet style with drinks served by waitstaff.…",Riad_Chbanate,Essaouira
 October 2017,5,Lovely!,"We had a lovely time at this Riad. It's located in the medina close to the supratours bus stop which was very convenient for us. Nawal and the team were excellent and gave great advice regarding resturants. Our room was lovely, super clean, had an amazing bed and a beautiful bathroom with a large tub. This Riad served the best breakfast we had in all our time in Morocco.",Riad_Chbanate,Essaouira
 October 2016,5,Hidden gem,"Just saw I hadn't reviewed this from my trip last year. This place is well hidden on the outskirts of the walled city of essoauira. When you enter it is just wonderful inside, a complete contrast to the outside. The hotel is a great place to relax in, just don't tread on the tortoises. There are plenty of places to relax on the ground floor and it has a roof terrace with views of the ocean. We were given good recommendations for places to eat and visit and breakfast was delicious with attentive servers. Our room was huge and had lovely views.",Riad_Chbanate,Essaouira
 June 2017,5,Very friendly staff relaxing and comfortable,"I really enjoyed my stay here, the staff are really friendly and helpful but not over bearing. It's conveniently located in the medina so you can walk everywhere. The bathroom is the ultimate in Moroccan luxury!!",Riad_Chbanate,Essaouira
 June 2017,5,Best Riad so far,"We enjoyed two wonderful nights in this amazing riad. The interior is beautifully decorated, the rooms are huge and equipped with a big bath tube. The staff is super friendly and helpfull and the breakfast is also very good.... all in all we can only recommend this place, we would definitely stay there again! Please book the superior room on the top floor or the panorama room, you wont regret the few extra $... Regarding parking.. there's a big parking south to the riad, you should only pay 21 mad per night but the parking guys are super unfriendly and try to scam you into paying before you park and before you leave... make sure you get a ticket when you pay and dont be afraid of discussing 15min with them about your ticket price and pretend to call the riad...",Riad_Chbanate,Essaouira
 May 2017,5,"Really lovely riad, first class","Riad Chbanate is picture perfect. It has a beautiful and well-tended open air living area complete with a little box turtle. The rooms were luxurious and open with plenty of light coming in. The bathroom has a nice large tub. The breakfast was enough to keep us fueled for a week. Also, I should say the staff was unfailingly nice and couldn't have been more helpful. They only added to the charm of the place. We now have a new high standard that we will measure other riads against. Sorry other riads!",Riad_Chbanate,Essaouira
 May 2017,5,Comfortable and quiet room in a lovely riad,The spacious room with the the large bath add comfort to the nice common rooms on the main floor. The roof top open area affords a look out over Essaouira and a bit of the ocean. This is all enhanced by a very warm staff.,Riad_Chbanate,Essaouira
 October 2016,5,Huge room in a beautiful riad,"A beautiful, spacious room with a very relaxing tub in the bathroom. Wonderful lobby area and extremely helpful staff. Great location within the medina - not too noisy at night. Can't comment on the food, as we didn't eat here.",Riad_Chbanate,Essaouira
 March 2017,5,"simply amazing, I highly recommend","As soon as we arrived we were warmly welcomed with beverages a city map and all the information we were after. The manager and all the staff were super friendly, welcoming, helpful and all spoke excellent English. The whole Riad is well renovated and kept in good nick still keeping an ancient flair combined with modern. The bathroom was amazing, the bed super comfortable and I did not hear any noise from in or outside of the Riad. The roof terrace has lots of relaxing space and the breakfast was excellent. I want to go back and highly recommend.",Riad_Chbanate,Essaouira
 February 2017,5,Beautiful riad with excellent service,"Stayed 5 nights here with friends and had a room on the 2nd floor. The bed was large and very comfortable and we had one of the largest and most impressive bathrooms I've ever seen! Everything was clean and well-maintained and the service was excellent - relaxed, friendly and informative, including on good places to eat. The central courtyard, open to the elements, was really attractive and there was also a dining room off that which always had a log fire burning. Breakfast consisted of good coffee, a very generous portions of bread, pancakes and pastries with loads of spreads. Omelettes were also available upon request. It was a bit chilly while we were there so we didn't spend much time on the roof terrace, but it was a very pleasant sheltered spot. A very feel-good experience…",Riad_Chbanate,Essaouira
 January 2017,3,Lovely riad but a bit over priced,"This is the most expensive riad that we have stayed in so the criteria is a bit tougher. We had booked many months in advance our room on the roof terrace through Booking.com. On arrival we received a warm welcome together with mint tea and biscuits in the ground floor courtyard. Our suite was at the very top of the riad above the main roof terrace and was very spacious. Lined with light timber it was very light and airy and had views over the rooftops and out to sea.The king size bed was very comfy and came with crisp white linen. There was a seating area with tv, fridge and coffee supplied. The bathroom had a sunken bath with rain water shower, good toiletries and another little terrace. All very impressive but not as quiet as a normal riad room as it cops a bit of traffic…",Riad_Chbanate,Essaouira
 December 2016,5,This place is a marvel - I wouldn't want to stay anywhere else,"I rated out Riad in Marrakesh a four, compared to this place it deserves a one! The staff are wonderful, always accommodating and the rooms are breathtaking. My favorite spot...sitting by the fire enjoying a nice cup of mint tea. These guys will literally do anything for you...speak to Nawal...I think that's how you say it, she's the Gem of Essaouira",Riad_Chbanate,Essaouira
 December 2016,5,"Charming riad, charming people","The Riad is very charming and romantic (oversized bathtub, room decorated with rose petals upon arrival, fireplaces everywhere and white+red colors used throughout the rooms and common areas, ... ) I personally loved the wood-themed main living room, where we spent an evening playing chess & cards (at disposal) by the fireplace or sipped moroccan mint tea while reading a book. The staff is lovely and very helpful - kuddos in particular to Nawal and Samira for their long hours and tireless assistance. Beware the easiest access to the Riad is through an unnamed and small ""Bab"" (door), slightly on the right of Bab Marrakech. Also rooms facing the street can be a little bit noisy.",Riad_Chbanate,Essaouira
 November 2016,5,Perfect,"Great riad to stay in in Essaouira. Lovely, clean, spacious and the staff are very very friendly and informative. Breakfast was fantastic and the rooms are great,including an amazing bathroom and absolutely huge shower / jacuzzi sized bath. Brilliant place and in the medina so easy access to the main parts of essaouira. Would very highly recommend.",Riad_Chbanate,Essaouira
 November 2016,5,Stunning Riad,"I have just returned from 4 nights staying at this beautiful Riad with my boyfriend and can't rate it highly enough. We were welcomed by Moroccan tea upon arrival and shown a map of the Madina with recommendations for restaurants and sightseeing. The room had a beautiful ceiling with a very comfortable bed and large bathroom area - the highlight of which is a wonderful huge bath surrounded by rose petals! We were on the top floor of the Riad where the terrace is which has lovely views. All the staff were very friendly and kept a constant fire going in the main reception room downstairs - it was lovely to come back there in the evening and sit by the fire whilst drinking Moroccan tea. The breakfasts were huge and delicious - freshly squeezed orange juice, fresh fruit salad,…",Riad_Chbanate,Essaouira
 October 2016,5,Romantic getaway,"I don't even know where to start. This hotel is just amazing. The moment we walked in the staff was ready to welcome us and share information about essaouira- the best restaurants and bars, things to do, etc. The breakfast each morning was delicious with fresh fruit, squeezed orange juice, crepes, eggs, etc. The room we stayed in was exceptional, the most romantic bathroom I've ever had! The jacuzzi and rooftop terrace were also lovey and relaxing. I would highly recommend this hotel!!!",Riad_Chbanate,Essaouira
 October 2016,5,Great place to stay for the distinguished traveller,"A very nice and accommodating staff here. My friend and i are travelling around and are two larger gentleman where sharing a room as we originally booked in for would be kinda tight, they put us up in 2 different rooms for the night. Upon arriving, they provided us with a welcoming mix of sweets and mint tea. Very accommodating and pleasant. Great atmosphere in the hotel, water was hot and plenty of it...a high recommendation from me for sure!",Riad_Chbanate,Essaouira
 October 2016,5,U can't do better,"My friend and I popped in for 1 night and were going to share a room with 2 beds. As we r about to ro-sham-bo for the queen bed, the other was a twin, Rose knocked at the door and offered us a 2nd room....we r both 6'2"" over 100kg, so to say the least she was our savoir. And it was for free...holy shxx! The place is gorgeous, romantic or (bro-mantic) in our case, comfortable and with immense character. If u choose another spot u should be examined...lol.",Riad_Chbanate,Essaouira
 October 2016,3,Generally nice but room to improve,"We stayed there for two nights and in general the place is good but there were a few issues that really didn't help our stay. On our first night the aircon started leaking water but this was fixed immediately by changing our room which was great. The second night the riad lost electricity countless number of times which was quite annoying. Lastly they really need to restrict the times at which guests are able to use the terrace as we had a bunch of noisy Americans that made it very difficult for us to sleep. Having said all that, the riad is beautiful and the staff couldn't be any better. On any other night this place would have scored higher.",Riad_Chbanate,Essaouira
 October 2016,4,Great hotel,"The hotel is beautiful and the staff really kind. Only inconvenience was that although they are supposed to serve food for lunch and diner unless you warn them in advance, the cook leaves. The staff offered to fetch some food for me but it was difficult to decide with no menus in hands.",Riad_Chbanate,Essaouira
 October 2016,5,Fantastic Riad in the medina,"Very cosy Riad, great for couples especially if you have the chance to stay in the Romantic Suite! Close to pretty much everything as in the medina. The service is top-notch and very helpful to suggest activities, restaurants or places to go depending on what you want to see. Would love to come back and would highly recommend.",Riad_Chbanate,Essaouira
 October 2016,4,Wonderful Riad,"Lovely stay in suite Mauresque, people are friendly and very helpful. Homemade dinner delicious but a bit expensive for the quantity compared to other place in Essaouira. Will definitely come back as the Riad is peaceful, clean and tranquille after a day wandering in Essaouira.",Riad_Chbanate,Essaouira
 July 2016,5,Beautiful top room,We loved our stay at Riad Chbanate. The service was excellent - we were very grateful to be picked up from the bus station and shown to the Riad. We stayed in the room at the very top which was beautiful. The spa was also nice and they were happy to give us dining recommendations. The location was great too.,Riad_Chbanate,Essaouira
 July 2016,5,The best Riad hotel in Essaouira!,"Great find! The staff Naoual, Gragui, Samira and Hicham treat guests like family. Rooms are each uniquely decorated in a tasteful, high end, 'Moroccan stye' and have large bathtubs decorated with rose petals on arrival! (bathtubs are sooo much better than showers, in my opinion!) Stocked mini bars, sumptuous breakfasts... croissants and M'Saman (traditional pancakes), eggs, freshly squeezed orange juice, yogurt, fruit salad, coffee or the traditional mint tea. A short walk from the small door of Bab Marrakech, so it's easy to get to. I enjoyed the lovely common courtyard with comfy seating and the tranquility of the fountain...(and pet turtles!) (wifi throughout the riad) and a jacuzzi tub on the terrace! If you prefer to 'dine in', the staff will cook dinner or lunch…",Riad_Chbanate,Essaouira
 June 2016,5,Beautiful property with exceptional staff (and friendly pet turtles),"I highly recommend Riad Chbante for a stay in Essaouira. The location is great -- on the edge of the old city near all of the restaurants and shopping and not a far walk from the beach. The rooms are very pretty, well furnished and comfortable and there is a very pretty terrace. I stayed in the top most room which had a gorgeous view over the city and out to the ocean. The staff at Riad Chbante was also a highlight of my stay in Essaouira. They were all exceptionally friendly and helpful and the breakfasts were delicious. Also, they have a few friendly box turtles that wander around which never failed to make my day.",Riad_Chbanate,Essaouira
 May 2016,5,"A lovely property, indeed...","Riad Chbanate is perfectly located in a magical city that's very easy to like and very difficult to leave. The riad's public spaces are charming, the rooms are very comfortable, and the staff is endlessly cheerful and helpful. This is in every sense a riad -- a place where you feel nurtured and cared for. We couldn't have been happier with our stay.",Riad_Chbanate,Essaouira
 April 2016,5,"Romantic, luxurious, friendly riad in an absolutely hypnotizing town","Riad Chbanate was the absolute highlight of my trip to Morocco so far. Upon check-in, Noël greeted me with so much warmth, positive energy, familiarity. I was already in love before I saw my room, which was phenomenal. I ended up spending hours in the bathtub with a view of Essaouira's rooftops and a comforting breeze to refresh while I soaked up the heat. It's huge and made of limestone. The owner, Jean, is a very accomplished builder who had done 10 buildings in Essaouira. All details are exquisite and all materials are locally sourced. Noël is a local expert. She shared all the best places in this hypnotizing town - from shopping to eating. And eating breakfast at the riad was an experience on par with my baths - lots of fresh fruit, excellent coffee, pastries, and…",Riad_Chbanate,Essaouira
 April 2016,5,Romantic,"This was a lovely hotel in a very good location in the Medina. I loved going up to the balcony and looking over roof tops and seeing the ocean and drinking some wine, which we purchased ourselves, and eating olives and nuts. Essaouira , and this Riad are a wonderful place to just relax.",Riad_Chbanate,Essaouira
 April 2016,5,A really lovely place to stay!,"We stayed 4 nights at this lovely Riad, the Staff were really fantastic, so helpful about everything! Advising us about great place for hamman and lovely restaurants! Upgrading our room to one with a truly amazing bathroom without us even asking! Would highly recommend this Riad to anyone visiting the beautiful Eassouria!",Riad_Chbanate,Essaouira
 March 2016,5,"Exquisite boutique hotel with excellent service and gorgeous rooms, at a fair price!","My husband and I stayed two nights at this great hotel. The decor is stunning and the service is fantastic. Huge breakfast included, beautiful rooftop terrace in a quiet part of the old medina (city). Fantastic service and hospitality - they helped us book our next hotel, always had mint tea ready for us, and had some great recommendations for places to eat around town. Would highly recommend!",Riad_Chbanate,Essaouira
 March 2016,5,Amazing stay in the perfect location,"From the moment we arrived, which was late at around midnight, we knew it was special. Without us even asking, the evening manager offered to whip us up some food as we were exhausted from climbing Mount Toubkal. The room was lovely and the bathroom was out of this world. breakfast was always wonderful and the location perfect to explore from.",Riad_Chbanate,Essaouira
 March 2016,5,Lovely room and lovely staff - couldn't have been better!,"My husband and I just returned to the States after a really terrific trip to Morocco which included four days at Riad Chbanate. First, we received a first class welcome from Gregory, and the staff throughout our stay was very pleasant and accommodating. Our room was everything one could wish for, but the bath and shower rocked our world! Time spend in front of the fire in the dining room was very relaxing, and up on the terrace outside our room, we spent a lovely afternoon napping and reading the day away. The staff took great care of us throughout the stay, and we just loved the town of Essaouira!",Riad_Chbanate,Essaouira
 November 2015,5,Perfect,"The Lady of the house (owner, manager ?) checked us in efficiently, whilst seated in front of the open fire with a glass of mint tea. My son and I had booked a twin room, but she spontaneously upgraded us to separate rooms, which was generous and most appreciated. The rooms are beautiful, the bathroom fit for a honeymoon suite. The same lady looked after us for breakfast, which was gourmet and plentiful. Her efficiency and friendly personal attention only adds to the attractiveness of this fine riad. I wish we could have stayed longer.",Riad_Chbanate,Essaouira
 November 2015,5,Fabulous Riad,"We recently spent two nights at this beautiful Riad, perfectly located in the Medina of Essaouira. Our room was simply gorgeous, cosy and romantic.... and the bathroom...! The wonderful staff were extremely helpful at all times and really couldn't do enough to make our visit special. The great breakfasts kept us going nearly all day! We have travelled extensively over many years and Riad Chbanate is without doubt one of the very best places we have ever stayed.Very highly recommended!",Riad_Chbanate,Essaouira
 November 2015,4,Service the Extra Mile,"We had pre booked a taxi from the airport our driver phoned ahead to the Riad to advise of our arrival at the Medina Gate - no car access in the Medina- where we met by Greggi with a hand baggage cart. These carts are the main form of transport for goods within the Medina. We checked in quickly and were pleasantly surprised to be upgraded to a superior room. Spotlessly clean, great bathroom facilities - however no plug, quickly sorted as we always travel with a spare. Room had no wardrobe just a hanging rail ok for a short stay but perhaps not for 5 days plus. Greggi then informed us about Essaouira with a map highlighting bars/restaurants etc. A great start. Then we were advised we were the only guests that night and he was happy to cook for us if we did not want to go out.…",Riad_Chbanate,Essaouira
 November 2015,5,Really enjoyed our visit,"Stayed here for two nights in November. Enjoyed a great experience. The room was good but the bathroom -- wow. Amazing. The staff were fantastic, and very accommodating. Breakfast was far more than we could eat, though we did our best. Would definitely stay here again if we make it back to Essaouira. . .",Riad_Chbanate,Essaouira
 November 2015,5,Lovely,"This was the only riad in Morocco our travel company (BonViage) booked where we got what we paid for. It's a lovely place, a welcome change from the poorly ranked dives we stayed in after paying BonViage top dollar for a Moroccan voyage.",Riad_Chbanate,Essaouira
 October 2015,5,Such a lovely Riad!,"We stayed at Riad Chbanate for 3 nights when we first arrived in Essaouira. The riad was lovely and very clean and felt like a sanctuary away from the street. When we walked through the door we were welcomed by Noelle who was the host. When we met Noelle we instantly felt welcomed and taken care of! She was so sweet and so helpful that she made our stay exceptional. When we realized that our SIM cards were out she went and bought us new ones and installed them for us and even filed one down so it fit perfectly! As a matter of fact every person that worked at Riad Chbanate was so genuinely friendly and accommodating. I can honestly say that out of all the places we stayed in Morocco ( and we traveled around the whole country) the staff here were the most helpful, kind and…",Riad_Chbanate,Essaouira
