 January 2023,5,Best decision of 2023,"We went on a chilling holiday trip for 3-night. It is an all-inclusive hotel and is 20 minutes from the city centre which we wanted, the hotel has a shuttle you can book by letting reception know. The hotel is clean, and friendly and has a warm welcoming atmosphere as soon as you enter. The staff is AMAZING and very accommodating, they go out of their way to help. The rooms are clean and roomy clean lines with tiled floors. I had to move as I did want to be near the entertainment which the hotel changed for me, so if want the same do not get rooms in front of the pool area. Every day the food has a theme of Italian, French, Morocco, etc. The only thing is if do not drink dairy then you need to make them aware of this as other types of milk will need to be arranged by them with…",hotelName,city
 November 2022,5,Perfect hotel for Marrakech,"Had a lovely week in the Sol Oasis Marrakech. The hotel is clean, staff are friendly & efficient and the food was great. Our room was small but perfect for what we needed. We arrived late on our first night but with plenty of reception staff on duty check in was efficient and painless. There are plenty of activities to participate in during the day if you want to get involved in them (coordinated by the animation team) but if not the pool and loungers are immaculate so perfect for relaxing in the sun. You can also use the activities equipment at any time yourself. The pool staff were always quick to help with loungers or umbrellas, nothing was too much trouble. There is free shuttle bus into the city which needs booked in advance at reception but runs regularly and takes…",Sol_Oasis,Marrakech
 November 2022,5,Excellent week of winter sun and smiles.,"Comfortable room, good shower, toiletries provided, room tidied every day. Beautiful hotel. Excellent food. Engaging and friendly entertainment team. Friendly staff all round. Few tips and specific mentions. There is a shuttle to and from centre of Marrakesh, you must book ahead, as it’s well utilised. Food is varied and great quality, always different tagines to try. Entertainment team are excellent. Reda (coach)for yoga and aqua aerobics, and humour. Russ, we first noticed Russ at bingo night with his infectious smile and giggle, we soon learned that Russ was an excellent dancer and front man in the Bollywood show. Abdul is a ray of sunlight, constantly smiling and so full of energy, just watching him be so happy made us smile every day. Miko we noticed half way through the…",Sol_Oasis,Marrakech
 November 2022,5,Amazing 5 day break,"Absolutely loved out stay at Sol Oasis. Absolutely stunning hotel, room was Morden and decent size. Food was very good but not great, pasta station was 10/10 however we found the food very reparative but me and my partner are foodies so that might have a factor init, omelette station was 10/10 in the morning. The pol area was stunning, very relaxing. Free shuttle bus that takes you right into the centre was very handy, the road are mad out there 😂 but the Medina is an expensive you have to do at least once if not more. The thing that made the hotel for us were the staff, every single member went above and beyond. The whole animation team were the loviest bunch, they all spent time and spoke with everyone. Great team. Mike, what a legend. The bar staff working the 5 days we were…",Sol_Oasis,Marrakech
 November 2022,5,A great holiday experience,"5/5 experience. Sol oasis was perfect mix of city experience (regular bus shuttles run by hotel to Marrakesh city) and relaxing by the pool or at the bar. Exceptionally clean hotel. Good, modern rooms with a great shower. Staff were all excellent, could not do more to help you. Food was superb, good selection and also good chance to experience moroccan cuisine, as well as food to please picky eaters. Big thanks to the animation team who made our experience extra special. Great options to join in a wide variety of activities - water polo, water Zumba, table tennis and volley ball. Extra big thanks to Fati, Sam and Abdul who were always full of energy, charisma and made our holiday experience special.",Sol_Oasis,Marrakech
 November 2022,5,A great experience!,"We would highly recommend staying in Sol oasis. Good food, good cocktails. Very clean hotel and very friendly staff. Close to Marrakesh city with shuttle buses running regularly during the day, a good mix between city experience and relaxing by the pool. A particular thank you to the animation team who made our holiday an extra special experience - getting us involved in table tennis, darts, volleyball, water polo…. In particular a big thanks to Fati, Sam and Abdul who always had a smile and full of energy. They made our holiday extra fun, thank you!",Sol_Oasis,Marrakech
 November 2022,5,Sam is the best entertainer,What a lovely time we had at sol oasis. Beautiful resort with equally beautiful people. Made to feel special from start to finish. The whole staff are a credit to the hotel. Special mention to Sam and mehdi ❤️,Sol_Oasis,Marrakech
 November 2022,2,Noisy and not a luxury hotel,"While Sol Oasis has kind staff, it is a shame that I am giving a negative review because of one staff and company who made our trip horrible. On our last night, a company (willing.fr) had checked in for a corporate trip. A group of unruly, barbaric men were yelling, shouting and banging on doors and walls drunk at 2am. It was loud enough that the entire hotel heard it. We heard a neighbouring guest ask them to be quiet, but the men ran to their room, started banging on their door and challenged them “you dare ask us to shush?”. We felt unsafe and called the staff twice- once immediately and once again in 45 minutes when no one came to stop them. No one came that night to stop them- we suspect the drunks eventually fell asleep on their own accord. I understand the hotel cannot do…",Sol_Oasis,Marrakech
 November 2022,5,Holidays,"I like the hotel and people are very nice, and room service is good also the food is amazing, I had many good memories, special thanks to fati one of the entrainments team,they had realy beautiful performances Definitely I will come back",Sol_Oasis,Marrakech
 October 2022,5,"Brilliant, brilliant place","Can't speak highly enough of this hotel. The grounds and rooms are beautiful, the food is gorgeous and varied and the staff genuinely can't do enough for you. I would go back in a heartbeat and if you are reading reviews considering whether to book, do it - you won't regret it!",Sol_Oasis,Marrakech
 November 2022,3,Don’t let the 5 star reviews mislead you!,"After reading all of the 5 star amazing reviews, I thought this place was too good to be true! IT IS, all the 5 star reviews mention the animation team and not much else. Don’t get me wrong the animation team are great if you want to join in, but if that’s not your thing then they can be quite full on! However they work very hard, start early in the morning and finish late at night and everyone always had a smile on their face! So I take my hats off to them. The hotel itself is very clean, however the rooms are small, ours didn’t have anywhere to dry our wet clothes which was annoying! The food at the hotel was the worst food I’ve ever eaten in my life. Bland, cold and boring. Some nights we didn’t even eat as the buffet was awful. The only saving grace is, they have…",Sol_Oasis,Marrakech
 November 2022,3,Not for us,The positives: The hotel is spotlessly clean and is well furnished in the communal areas. Our room was well set up with a very comfortable bed and nice bedding. The bathroom had a hairdryer that was powerful and the shower was excellent. The two acoustic singers by the bar in the evenings were very good. The free shuttle service into Marrakech was great. The negatives: The bathroom door is a swing type so has a gap where they meet so not quite as private as a bathroom should be. Food was at best average. You get one night (without a surcharge) at the restaurant and the rest of the time you have to eat in the buffet restaurant where the food is ok but flies are flying around the food and the hot food wasn’t very hot . The one night we had at the restaurant my meal was pleasant…,Sol_Oasis,Marrakech
 November 2022,5,Short family getaway,"We are having a wonderful time at Sol Marrakesh, the hotel is lovely, people are charming, the food and overall service is great! This morning I enjoyed a lovely stretch/ yoga session with Fati, she did a great job setting me up for the day☺️ I am now looking forward to relaxing by the pool and enjoying the beautiful sunshine!",Sol_Oasis,Marrakech
 November 2022,4,Good stay!,Waiter i the Moroccan/Spanish website was amazing! Super friendly and helpful made us feel very welcome! Sam in the animation team was also super amazing and made the holiday - definitely recommend 🧡🧡,Sol_Oasis,Marrakech
 November 2022,5,Amazing 👏,Brilliant hotel. Service is high standard. Staff are amazing. Surroundings are very clean. Food is amazing. Cash machine in reception area. Taxis outside hotel. Lots of facilities you will never get bored. Entertainment is awesome. Fati from Entertainment department went above and beyond. Overall it was an amazing experience. Will definitely go back. One thing they could do better is cover the food and snacks outside as there can be some flys.,Sol_Oasis,Marrakech
 November 2022,4,A 1st experience,"A wonderful week with very friendly and helpful staff, nothing was too much trouble. Had some great banter with the bar staff who certainly made us very welcome. A little disappointed that there was no tea or coffee making facilities in the room, also would have been helpful had we known to bring our international plug adapters. The cleanliness of both the room and outdoor spaces was second to none. The food was very good with a great variety of choice and sweets to die for.",Sol_Oasis,Marrakech
 November 2022,5,"Excellent gym and entertainment team,","Excellent gym and entertainment facilities, especially Fati, Sam and Rus. Great food and value for money. Would definitely return again next year. We did some really good activities and the markets were great.",Sol_Oasis,Marrakech
 November 2022,5,Stayed 9 nights and had the most amazing time!!,"The hotel itself is lovely with a great atmosphere. The staff are all fantastic from check-in, meals and bar service, but in particular the entertainment and activity staff are absolutely incredible!! The friendliest, and attentive bunch we’ve encountered on a holiday. To name a few - Sam, Fatima, Mike and Red1 really went above and beyond to make this one of the best holidays we’ve every had! The activities (day & night) are just pure fun. Also a mention to Wahiba, for her morning belly dance classes and Susu for being so wonderful to chat to! Thank you all for making this such a fantastic holiday, we would come back in a heartbeat!",Sol_Oasis,Marrakech
 November 2022,5,Morocco Holiday Nov 2022,Excellent experience from beginning to end. From the The entertainment staff who are amazing and so talented. They work so hard at keeping us all entertained as well as getting people involved. The waiting staff are attentive and we wanted for nothing. Food authentic and so tasty with so much to choose from to suit all tastes. And finally the bar staff who mix whatever we request... all together an amazing hotel.,Sol_Oasis,Marrakech
 November 2022,5,Just go!,"Sol oasis one of the best resort holidays we’ve ever had - perfect for a relax with the most helpful staff. The entertainment team are unbelievably friendly and happy to help with anything, always stopping to say hello and make you feel like friends ❤️",Sol_Oasis,Marrakech
 November 2022,5,Best holiday ever,The rooms were nice and clean! Food was delightful. The entertaining team was friendly and made sure the atmosphere is always fun. Fati and Wahiba are the best! Always smiled and making sure we are having an amazing time! Best holiday ever!,Sol_Oasis,Marrakech
 November 2022,5,Hotel and activities review,"Just to say we have had the best time at the hotel All the staff have very helpful as it was our first time Just want to thank everyone here especially the people who were putting on the entertainment every evening Especially Sam,Mike,Niko.dounia .russ .sousou.faty .wahiba abdel they are one of the most entraining and welcoming staff who made us feel like part of the big family the best evening entertainment was the Micheal Jackson night and Bolly wood music as well the games evenings. I would also like to thank the crew in dining area for giving us the best time Thankyou to everyone Dinesh ,Prav,Dina,and Bharti from U.K",Sol_Oasis,Marrakech
 October 2022,5,Magnificent hotel,Just returned from a 2 week stay at Sol Oasis Marrakech with my partner and family. We were there end of October to the start of November and the weather was so hot. On arrival you walk through a beautiful archway with a stunning walkway to reception. Reception staff were friendly and helpful and got us checked in quickly. We were taken to our rooms and luggage arrived by trolley so we didn’t have to carry them to our room ourselves which was good and not like some other resorts. The rooms were beautiful and colourful and always kept clean. We were in room 1706 and our house keeping lady was outstanding (sorry forgot her name). For all inclusive the food selection was impressive and very fresh and had a lot of various cuisine. There is a pasta station inside the…,Sol_Oasis,Marrakech
 November 2022,4,Just shy of Excellent an amazing experience x,This review does deserve excellent but a few minor points meant I had to give this very good instead of excellent .. we arrived on the 31st October for a 7 Nights Stay . A hotel with class and some of the best staff that can be found I have ever come across absolutely an amazing hotel. The room was beautiful but because we had our son staying with us the sofa could have been better quality we had to ask a few times to get the adjustments correct but we got there in the end we were staying all inclusive so it can be a hit and miss . Restaurant times were breakfast 7till 10.30. Breakfast was 12 pm till 3pm And dinner 7.30 till 10pm if I remember correctly with afternoon snacks between 4 and 6 pm . Plenty of drinks at the various pool bar and quite bar . Fridge in your…,Sol_Oasis,Marrakech
 November 2022,5,"Best holiday I've ever had, honestly!","I can highly recommend Sol Oasis to anyone looking for a break. You can relax or be entertained all day long. Lovely weather in the 30s in November. Pool is the perfect temperature! A/C in the rooms are brilliant and are quick to cool your room down. Rooms are cleaned daily with fresh towels given. The presentation and care by the cleaning staff is beautiful. The entertainment team are absolutely fantastic. They put on impressive dance shows indoors, then outdoors most nights games and songs all evening. Sam does a brilliant job at keeping the audience engaged. Everyone can join in with games and activities but if you don't want to, you won't be forced. Staff were coming round all day to chat and keep you company. Niako and Mike were amazing to name a couple, you can easily…",Sol_Oasis,Marrakech
 November 2022,5,Fantastic holiday at the Sol Oasis,"We booked a weeks holiday at the Sol Oasis, visiting at the start of November. Overall we have had an excellent time at the hotel, especially with quality of entertainment provided by the staff. The level of customer interaction and engagement was exemplary. I've never stayed at a hotel, where I've genuinely become good friends with many of the staff. We found that we were thoroughly entertained every single day. We would have liked to have seen a clearer schedule of events though, as at times we were suddenly getting involved in activities at very short notice. But otherwise I can't fault the teams efforts to keep everyone in good spirits. The hotel itself is well maintained. The gardens are immaculate, with neat and tidy rooms. We only had one minor issue with the toilet…",Sol_Oasis,Marrakech
 November 2022,5,5 star holiday,"1st class holiday, staff go way and beyond to help you out. A lot of choice for food and drink. The rooms are very spacious and some of the best nights sleep I’ve had in a long time. Make sure to join in the activities by the pool the guys are a great laugh and just adds to the experience.",Sol_Oasis,Marrakech
 September 2022,5,BEST HOLIDAY EVER 😊,"This is an amazing hotel. The staff are very lovely. If you're alone they will ask if you want to take part in dance lessons or sports activities. There is something going on all the time. Niako is very attentive to the guests and makes sure that everyone feels included. I wish I stayed longer, but will most definitely be going back 😊🎉",Sol_Oasis,Marrakech
 October 2022,4,"An honest, balanced review","Just returned from a five night holiday at the Sol Oasis Marrakech and we were, overall, impressed with our stay. Room Our room contained a large double bed and an armchair that converted into a single bed. Space was a little tight when the single bed was out, but it was fine for a short stay. Great air-con, decent shower, comfortable beds, a safe and a good sized fridge for keeping water cold. Wardrobe space is a little limited, especially if three people are sharing. We also asked, repeatedly for a third towel and water glass, but never got them. Food Buffet breakfasts, lunches and evening meals were outstanding. A really great selection of dishes to choose from - genuinely something for everyone. Hot food piping hot and cold food well-chilled. Very, very well run part of…",Sol_Oasis,Marrakech
 October 2022,5,Lovely hotel and people!,"I enjoyed this hotel so much, the entertainment and bar staff were amazing! Especially Reda, Niako, Khalid, and Sousou. Thank you guys! Will definitely be coming back to this hotel, would recommend to people",Sol_Oasis,Marrakech
 November 2022,5,Sol oasis,Love my hotel It feels like home staff are amazing and perfect for solo travel and for traveling with family will always come back to my hotel so welcomeing the hotel is stunning staff amazing and the vibe is amazing,Sol_Oasis,Marrakech
 November 2022,5,Vaccation,"I had a really amazing vacation, service good,clean rooms, the bar as well,a lovely entertainment team ,we had so much fun, we absolutely come back for next vacation, thank you for being good with us.",Sol_Oasis,Marrakech
 October 2022,3,"Lacking finesse, quantity over quality","On arrival at the Sol Oasis you are greeted by a beautiful picturesque building. Check in was short and sweet (with no real information about what was what!) and we presume as we arrived at midnight all the welcome cocktails had been cleared away. The key cards didn't arrive when we got to the room. The porter let us in and said he would return quickly with new cards. You will find not a lot happens quickly! The staff are very helpful but seem to always have more than 1 conversation on the go so you don't know if they are dealing with you or not? We were tired and Hungry so ordered room service. Food arrived hot , was tasty and reasonably priced. The next day we wandered around the grounds and hotel familiarising ourselves with what was where. The hotel and grounds are spotless…",Sol_Oasis,Marrakech
 November 2022,5,Great all inclusive address in the heart of the Palmeraie,The staff was nice and the food was especially great for an all inclusive hotel! Enjoyed our stay and the activities proposed for children of all ages (adults as well) throughout the day!! Would highly recommend it for family and groups of friends!!,Sol_Oasis,Marrakech
 October 2022,5,Lovely relaxing stay,"From arrival check-in was great and the staff at reception were very helpful. Our room was clean and fresh on arrival with plenty water in the fridge and loads of storage space. Unfortunately the safe was broken but not fixed although we did ask twice. Food was good, nice choice. To the bar. I have to mention Safa, Shem and Younes. There was one other barman who generally worked days who was also spectacular! They were all brilliant, remembering our orders and really going out of their way to make sure we had our drinks quickly. Wonderful guys who made our holiday a very relaxing and fun experience. The pool is large but chilly! Fine once you're in. There is a kids pool and plenty space around the large pool. I give it a five even with the broken safe. We had a great time.…",Sol_Oasis,Marrakech
 October 2022,5,100% would come here again,"Amazing staff, the staff are very accommodating and friendly. The activities are fun and change most days. The entertainment staff Fati, sou sou, reda and the whole team are amazing. Would 100% come here again",Sol_Oasis,Marrakech
 October 2022,4,Relaxing stay,"Nice hotel , it was an amazing stay , we love all the activities ,the food is good , the kids enjoyed the kids club also the evening parties was amazing 🤩 thank u all for your hospitality ,❤️❤️ ❤️",Sol_Oasis,Marrakech
 October 2022,5,Enjoyable break,"I had a really lovely holiday, it was just what we needed relaxing. Food was excellent. The staff are really lovely I could write lots but short of space, they go above and beyond to make you feel welcome and looked after. Bar staff the main man was Bira he was wonderful looking after us. The entertainment staff have been the best we have experienced to name a few, sousu , Ross, Sam, wahiba & fati",Sol_Oasis,Marrakech
 October 2022,5,Great holiday,"Fantastic hotel. Beautiful, clean & great facilities. Best part was the staff. They were all superb. The bar staff, the entertainment staff could not do enough for us. We really enjoyed the whole stay. Bar man Bira was so nice & could not do enough for us. As for the entertainment staff. Wahiba, Fati, Sousou & Ross were tremendous. Had a great stay, 1st time in Morocco.",Sol_Oasis,Marrakech
 October 2022,5,Amazing holiday and an amazing team!,"There is no surprise as to why the reviews for this hotel are glowing; the hotel is well maintained and spotlessly clean, the photos on here really don’t do it enough justice! As well as serving Moroccan dishes in the main restaurant, every evening there is a themed menu which you can find out about in reception. There also a snack bar that doubles up as a fresh pizza station of an evening and an authentic a la carte on site (I’d recommend booking at the beginning of you holiday to ensure a space). Although it’s not all year round, the whole team made such an occasion out of Halloween with fantastic cocktails and themed menu. The thing that really sells this hotel though is the incredible team, who all made our holiday so special. Everything is done at 110% and they really do…",Sol_Oasis,Marrakech
 October 2022,5,Fabulous,"Just a few words about this little gem of a hotel The reviews say it all - number 9 out of over 700 hotels .............. not to be found on many UK package hotel sites, its charm lies in its typically European flavour (anyone that knows the Sol brand will know this!), mixed with the feel of staying in a typical Moroccan Riad. The place is spotless! And the staff are amazingly friendly and encouraging tou to join in as little or as much as you want Also super talented. Best evening shows we have seen anywhere! Food is fab - family of 4 Inc 2 teens and not one complaint in 7 days. The whe place is Simply perfect...................... Thank you Sol Oasis for having us - we are having a blast! Free shuttle bus to marrakech is a.must but need to pre book as very popular .…",Sol_Oasis,Marrakech
 October 2022,5,Best hotel,"So I never write reviews but it’s been one of the best trips I’ve ever had. Sam is amazing at organising the shows. Mike is amazing with his dancing and dealing with us! All staff is amazing and couldn’t compare to anywhere we’ve stayed before. Also, I want the best hotels we’ve stay at. One thing I said, make sure you buy fly repellent because the flies are bad. However that’s everywhere in Marrakesh! It’s amazing you must stay!",Sol_Oasis,Marrakech
 October 2022,5,Incredible Hotel,"Sol Oasis was incredible. The all inclusive was great, hotel, food, great drink choices the lot. The only thing to bear in mind, which is no slight to the hotel is the flys. Please bring insect repellent. The best thing about the hotel is the entertainment staff, mainly Sam and Mike. They are the best hosts in the world.",Sol_Oasis,Marrakech
 October 2022,5,Love it,Had a great time and the entertainment team are fabulous. What an amazing week it was. Leaving with lots of fond memories. Thank you Mike and Sam for being the best ever See you next year! Xxxxxxxxxxx,Sol_Oasis,Marrakech
 October 2022,5,The best holiday,"Thank you for having us we had the best time on our girls holiday Big shout out to Sam, Sosu and MJ! ❤️❤️❤️ And the Halloween show was amazing. I have no idea how they have the energy to do that all day they’re incredible 😊",Sol_Oasis,Marrakech
 October 2022,5,Best stay ever,Had the best week ever. Sam and Mike are amazing and the whole ents team! So friendly and will do anything to make you stay enjoyable. You wonder how they have the energy to do all the activities all day. Would definitely recommend to anyone looking to book.,Sol_Oasis,Marrakech
 October 2022,1,Terrible start!!!,"We have arrived this evening and had a terrible start to our stay here at Sol Oasis!! Travelling with 5 adults and 3 children. We arrived around 11.15 this evening and by the time we checked in and were shown to our rooms it was almost 12pm. We went to the bar area to see if there was something to eat and drink. We were greeted with the announcement that we would need to pay for anything we had because the all-inclusive we had already paid for ended at 11pm!!! I went to reception expecting to be told there had been a mistake as we didn't arrive until after this time, to be told that if we wanted food we should have ordered before arriving!!!! If the minibar in our room was filled I would not have been so upset but in our minibar was a few pieces of fruit that had passed its…",Sol_Oasis,Marrakech
 October 2022,5,"Fantastic Entertainment Crew, Fab Hotel.","Just spent five amazing days at Sol Oasis Marrakesh, Entertainment Crew we’re full of energy, welcoming, interacting with all the guests big shout out to Wahiba, SouSou, Mehdi (Michael Jackson), Khalid, Niako this is just a few all of them, they were all fantastic. Food was good if your meat eater, hotel it self is far from the main city of Marrakesh, there is a shuttle bus check the times and book early as they are always fully booked. Rooms are clean and spacious, staff are always smiling. There is no spa at the moment, staff were accommodating and recommended one in town Les Bains Du Lotus, staff arranged drop off and pick up it was relaxing experience. Would definitely recommend to families and I would visit again.",Sol_Oasis,Marrakech
 October 2022,5,Enjoyed alot,"Had a lovely holiday. Hotel/room clean and staff always helpful. Entertainment team were amazing kept, everyone entertained throughout the day and made you feel very welcomed. Would definitely visit again.",Sol_Oasis,Marrakech
 October 2022,5,Completely fab hotel,"Amazing hotel. Fantastic entertainment team. Super fun, energetic and authentic. My 2 teenage daughters loved all the activities. The range of activities exceeded my expectations. Free Shuttle bus to Marrakesh was great. Would definitely come back.",Sol_Oasis,Marrakech
 October 2022,4,"Oasis outside of Marrakech, but quite a trek outside of the city","Good clean hotel, an oasis outside of the hustle and bustle of Marrakech. The rooms are spacious and well decorated. Food is buffet-style with the exception of a couple of restaurants. The bar area overlooks the pool and there is live music every night. The downside is that it is really in the middle of nowhere, you can't go out of the resort for a walk, it's all desert. There is a free shuttle into Marrakech but it only holds 15 to 20 people, has to be pre- booked and is not that frequent (eg just 3 buses in the morning). And the return bus either comes back at 4pm which is too early or 9pm which is too late. The alternative is taxi at EUR20 each way. Other not so good aspects: the food is fairly average, more canteen-style. We ate better everywhere outside of the hotel. And…",Sol_Oasis,Marrakech
 October 2022,5,A fantastic winter sun holiday ♥️,"What a week we have had. The food, the hotel grounds, the STAFF!!! Staff members who remember your name and the name Of your child, welcome you into different activities and even remember what your favourite drink is at the bar!! Everyone has been so lovely with us, it’s really one of the best all inclusive holidays we’ve been on. I would 100% recommend. Thank you everyone at Sol Oasis ♥️",Sol_Oasis,Marrakech
 October 2022,5,Just AMAZING !!!,"An honest review, we arrived around mid day and was greeted by a smiling bus boy who took all our luggage straight away. The hotel allowed us to check in early which was a pleasant surprise which meant we could unpack and hit the pool straight away. As soon as we hit the pool we was greeted by the animation team the names to look out for is Sam and Russ but to be honest those are the names I could remember but the whole team are amazing! on a few occasions one of them would join us us for dinner lunch or breakfast and we would exchange stories from each others lives which was nice they made you feel like friends and not just guests, Sam even gave us two paintings from his house for us to bring back to the uk for my kids to have they thought they was amazing! thank you again Sam…",Sol_Oasis,Marrakech
 October 2022,5,Hotel and Kids Club,Been here for a ful day. Place is clean and tidy. Stunning setting. The team can't do enough and Wahiba in kids club was amazing with our two little girls. Put them at ease and made them laugh when playing in the club,Sol_Oasis,Marrakech
 October 2022,5,Fantastic holiday,"What a great hotel, food amazing, staff all lovely and helpful especially the entertainment team. Great hotel to bring children but still able to go out and about to experience marrakech which our two grandsons loved , both boys loved the mini club and boys kept asking to go 😊",Sol_Oasis,Marrakech
 October 2022,4,Four Old Men In Search Of An Oasis?,"We, four brothers, all well over into our seventies, have been looking for a suitable hotel to celebrate our second holiday together. Fussy, choosey, and hard to please, it was not easy to select our"" Perfect Shangri-La""! After some diligent search by the two of us, we zeroed in on a rather appropriately named 'Sol Oases' hotel in Marrakesh, Morocco. Located at the outer rim of Marrakesh, it took about 20 minutes to reach the hotel. from the Menara airport. Although dark by the time we reached our chosen 'Shangri-La' One unmistakable impression we were given was the startling resemblance to the world-famous Court Of The Lions building in Granada, Spain. It is beautiful and oh, so very tranquil! A quality that is unmissable even in the gathering darkness. The rooms were…",Sol_Oasis,Marrakech
 October 2022,5,Amazing,"My wife and I booked this trip on a whim, and after 10 days we have had the best time. Where do I start?! The place is always clean and tidy, the rooms are clean, the food is always different and they do a different theme every night and it tastes sooo good. The staff there are amazing. The bar staff are amazing and work so hard. And last but by no means least, the entertainment team have made this holiday for us. We read reviews before and everyone mentioned this team, but until you experience it for yourself, you realise why. During the day, if you want to, (and they're not pushy if you don't), there's loads to do and it's just really good fun. We've done darts, archery, table tennis, belly dancing, Cha Cha Cha and loads more. The evenings have been so much fun, the shows…",Sol_Oasis,Marrakech
 October 2022,5,First time in Marrakesh,"First time in Marrakesh, so despite the amazing reviews I still didn't know what to expect. However, what I. can say is : Amazing food, amazing staff and with the sunshine added in , I can't recommend this place enough. The rooms kept nice and clean and bed are very comfy 😎",Sol_Oasis,Marrakech
 October 2022,5,Sol Oasis,"Excellent entertainment, especially Wahiba, Russ, Sousou, Niako and the team. Lovely rooms, drinks staff fast and friendly. Hotel spotless. We had a great time and will be back. Weather was amazing and definitely recommend the guided tour of the Souks.",Sol_Oasis,Marrakech
 October 2022,5,Fantastic from beginning to end. 🙌,Fantastic hotel and staff. The animation team are amazing and worked so hard. My children enjoyed the daytime activities and evening entertainment. Wahiba was excellent and we I belly dancing and singing with her. Thanks so much. Will definitely be back,Sol_Oasis,Marrakech
 October 2022,5,Our first visit to Morocco,"Soo Oasis and the team are wonderful. The food is amazing. The children loved the shows and entertainment team, they are so talented and welcoming. The hotel is lovely and clean. Beautiful surroundings.",Sol_Oasis,Marrakech
 October 2022,5,Had to Write!,"Don't always write reviews and I can be cynical reading some. However, I have to agree with my fellow reviewers about the Sol Oasis. It's got a certain something that other hotels/AI resorts just don't have, a magical joie de vivre I got to practice my French). It's not the biggest resort, it doesn't necessarily have the best facilities, it's a few miles from town, the bars close at 11pm etc yet somehow it conquers all these disadvantages to deliver the perfect holiday experience whether you're 6 or 61 (me). The animation team throughout the day turn into your entertainment team for the evening giving you a different show every night. Big shout out to MC Sam, ZouZou, Mike, Russ and the entire team. I'm generally not a big fan of buffet style eating and the associated faff…",Sol_Oasis,Marrakech
 October 2022,5,"Very attentive staff, excellent food and very clean , and lots to do .","We booked Sol oasis last minute . We were very warmly welcomed and from the very first day we loved all the staff , they were so polite and respectful. They were very attentive to all our need making sure we had a fantastic holiday. The entertainment team were amazing and very skill full. The food was one of the best we had . So many varieties. There was no lamb but as soon as I mentioned it to the restaurant manager Nebille , he promised me he will do his best to make it happen and the very next day I was offered a very delicious lamb tagine. Sousou and Wahiba were very friendly and we loved their performances. They always greeted us with a smile . They also made sure that we were comfortable to participate with them. The catering and bar staff were also amazing,…",Sol_Oasis,Marrakech
 October 2022,5,What a place!!!,"Wow!! I've never been to an all inclusive before and so was a bit sceptical but I couldn't have been more impressed. The whole place was so clean and well looked after, such a pleasant and beautiful place to stay with plenty to do. Every single member of staff were so friendly and welcoming but the entertainment crew in particular were just brilliant. They were always full of energy and got us involved in activities as well as hosting fantastic entertainment in the evening. Sam and Abdul in particular went above and beyond to make our stay fun and always put a smile on our faces. The food was great every night with various themes so there was lots of variety (also 2 restaurants onsite which was a bonus). The drinks were also very generous (thank you especially to Sfar for all…",Sol_Oasis,Marrakech
 October 2022,5,Sam the magician,"Great hotel! Staff were all fantastic, very helpful and friendly. The Entertainment Team are all great fun and put on brilliant activities to get everyone involved. Sam and the team were great entertainment around the pool and in the evenings. I would definitely recommend.",Sol_Oasis,Marrakech
 October 2022,5,Wonderful,"Spent an amazing week at the Sol Oasis with my daughter - made even better by the brilliant staff. They all go above and beyond to make your holiday perfect - from the animation team to the waiters in the restaurant, front desk and bar staff - nothing is too much trouble. Special mention to Russ, Sam, Khalid, Niakou and Sou Sou and the lovely Hassan from the restaurant- you are all amazing- keep doing what you do - happy staff = happy customers. You have a great team Sol Oasis - we will be back as soon as possible!",Sol_Oasis,Marrakech
 October 2022,5,"Cracking hotel, amazing staff","Second visit here as a couple with our 3 year old daughter. Lovely rooms, clean and comfortable and a fantastic spread of food and drinks on the all inclusive package. A special shout out to the entertainment team who made it so fun for everyone. Would highly recommend, we’ll be back",Sol_Oasis,Marrakech
 August 2022,5,Simple splendid Sol Oasis,"My 20 year old daughter and I spent a week at the Sol Oasis and it was simply the best! The food was varied, fresh and plentiful. The drinks were something to behold too! Every night felt like a Saturday night out! The biggest strength of the hotel were the Animation crew - what a team! Huge thanks to Russ and the gang for making every day a laugh ….. always something to do (even when we didn’t want to 😂 yes Russ I’m talking about archery!) …. The day we left we wanted to return. We would go back in a heartbeat.",Sol_Oasis,Marrakech
 September 2022,5,One love ❤️,"Where do I begin. It’s hard to write a review cause then I have to accept the holiday is over. The place was absolutely beautiful and although smaller than some resorts, it more than made up for it in every other way. We felt instantly comfortable and welcomed by the team. Every single person that worked here was accommodating and went out of their way to help. There was never a dull moment and the animation team would spend their days chatting to us, encouraging us to do activities and evenings putting on amazing shows. Shout out to Russ the wise soul for the yoga lessons in the mornings, Sou Sou for her beautiful spirit and welcoming way, swag for his pure coolness, Niako for the dance lessons and constants laughter, Mohssin and Hanane for cocktails and service with a smile.…",Sol_Oasis,Marrakech
 September 2022,5,Sol Oasis really was an Oasis!,"Firstly we were welcomed with a cocktail, great start! All staff were full of smiles and very helpful with any initial questions we had. Entering the room which was very well presented and spotless, another tick! The whole resort is kept maintained throughout the day another tick from us! The place is made special by the workers, everyone is more than happy to help and get to know guests with a constant smile. The Animation Guys are Full of energy and some of the most likeable bunch ever! They were always on hand to get you off that sunbed and joining in anything fun even when you didn't want to. Everyone of them are amazing but a Hugh shout to my favs, Niako you taught me how to hit a target and brought so much fun to my days! Sousou the sassiest and most inviting lady and Russ…",Sol_Oasis,Marrakech
