 January 2023,4,Lovely stay,"We stayed three nights and were impressed by how beautiful this hotel is. Views from the terrace are absolutely beautiful. We liked our rooms very much (stayed two nights in a suite then in a regular one as the suite wasn’t available). Breakfast is buffet and really good. We also had lunch and dinner and were pleased with the quality of the food. Staff was very friendly however service was pretty slow (bars, restaurants, room service and in room requests). We had a few miscommunications as well. Overall we had a lovely stay.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,hotelName,city
 October 2018,4,Lovely Hotel,We stayed here as part of an A&K tour for 3 nights. We were in room 9. The hotel/Riad is beautiful. It’s located at the top of a hill so the view overlooking the Medina is beautiful. We had a sitting room in addition to the bedroom and 2 bathrooms (1 was a powder room). The bed was very comfortable. We were able to hear the early morning call to prayer every day. The daily breakfast buffet was very nice - it includes hot food too. We had dinner two out of the 3 nights in the hotel - it was average. It was very nice being able to sit outside when it was raining in the outer covered perimeter of the inner courtyard. The tile work throughout the hotel is magnificent.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2018,4,The best in Fez,"We had a suite for 3 of us. It was fabulously well appointed, spacious, lovely furniture and fittings and comfortable beds. The restaurant was also very good. Most of the staff were charming and very helpful, especially the front desk manager. There were a few little glitches though. The live music in the bar was so loud conversation was impossible, the pool area was mostly in shade (possibly due to the time of year) and unheated, although beautifully set. The spa was also beautiful but one therapist was great and the other provided a very inferior service. We think she may have had a problem with massaging a young, attractive male! Finally the guide the hotel arranged charged us far more that the hotel had told us and demanded we pay him at the end of the tour. Fortunately…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2018,5,Great Stay,"My husband and I really enjoyed our stay here. The property is beautiful. Service was very warm and friendly. Everyone spoke perfect English. We were upgraded at no cost to a gorgeous suite - comfortable bed, lovely shower. We could hear the music playing from either the bar or the restaurant at night but it didn't go too late. Although the pool isn't heated (so a bit chilly when we were there!) it was a great place to retreat to at the end of the day. Would highly recommend this property.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2018,5,Terrace is breathtaking,"Just had 4 days here. Extremely enjoyable with highlight being a a meal I organised for 9 on the terrace overlooking the Medina. My group were blown away and the hotel management went out of their way to be flexible. Food, wine and service exemplary. Should definitely be on the agenda if staying for a few days.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2018,5,Beautiful hotel. Great location,Next to Médina rooms large and beautifully decorated. Large Nice pool area . large open waiting areas On site parking Rooftop restaurant great view Clean and quiet Staff very friendly Very good breakfast Large bar on rooftop,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2018,4,Spa Oasis in Fes,Gorgeous riad style hotel in a hilltop setting looking down on the Medina. All rooms are suites but the configurations vary. Try to get a room overlooking the pool. Treat yourself to a treatment in the traditional Hamman (Arabic bath). The steam then body scrub (US $42) was heaven after a long day exploring Fes. Rooftop dining is lovely. Food good. (Nothing spectacular). Service warm & welcoming. You may be woken before sunrise by the prayer call.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2018,5,Like a real palace!,"Beautiful suite, amazing decor. Many corridors and small rooms on the ground floor beautifully and traditionally decorated - each room different from the other. Wonderful breakfast and very friendly and helpful staff. A lovely welcome Moroccan tea and traditional pastries were offered on arrival. Restaurant on upper floor terrace with a great view of the city. Unfortunately the Palais is not close enough to the Medina and souks and we had to use our car. Manager of the hotel very welcoming.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2018,5,Beautiful!,"Beautiful Palais in lovely Fes, that really takes you back in time whilst providing you with all the modern amenities. Great location (walking distance to the Medina whilst far enough from its hustle and bustle if one choses to just relax). Great hospitable staff; special thanks to Hatim who made us feel at home and gave us recommedations regarding what to do, restaurants etc...the hotel can also offer rides to nearby locations (eg restaurants, ATM machine which I needed!). The breakfast and food in general is great. Beautifully appointed rooms and we were lucky to get upgraded on check in (thank you Khadija). A suggestion would be to offer some Morrocon tea when guests first check in; would be a nice gesture.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2018,4,"Majestic architecture, weak wi fi signal","We stayed for five nights at a junior suite of the Palais Faraj in august 2018. The hotel is a beautiful, well-kept riad with plenty of style, a very nice terrace, a pool, dining room and bar. We are thankful to Mr. Srifi at the reception, who arranged transportation to the airport (one suitcase was delayed), Rabat and Chefchaouen (the blue town) as well as local guides and made calls to trace our suitcase. Breakfast was good and included the famous Moroccan crepes with honey (recommended). Night dinner at the terrace was great for dining and watching the nightfall, but the menu had a scarcity of the famous Moroccan cuisine dishes, whereas Asian food was offered. From the nearby minaret, the sound of the muezzin calling to prayer at night (8:10 and 9:30 pm) and again in the…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2018,5,"Notwithstanding a first night A/C disaster, we had a great stay","This hotel is on the outskirts of the Medina with a terrific view from the terrace restaurant on top of the hotel. We had a beautiful suite, very traditionally Moroccon. The staff were extremely service conscious and friendly. Jim O'",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2018,1,summer vacation,"while this hotel is nicely built in the old Medina, we stayed there with my family and had two rooms in the month of July. after 2 days of staying there, we noticed that my wife's medication was stolen, and my daughter's half of my daughter's dinner was eaten by the cleaning people. when we filed a formal complaint with the front desk, we got a denial of the event and no management person called and came to us to discuss the issue. this is terrible to just sweep the issue under the rug and protect their personnel. we heard from their workers that theft is pretty regular at this location. all I can say if you stay there put everything you care about in the safe and lock all your bags.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2018,5,Splendid luxury and comfort,"One of the most beautiful rooms imaginable. Le Suite Royale (Rm 16) was perfect in every way. Well appointed, spacious with amazing views. Fabulous bathroom and easy access to the whole Riad. Excellent dining room and separate bar and easy walk to the Medina. Highly recommended",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2018,3,Don’t understand the buzz,"Came to this hotel with expectations exceeding average, but it wasn’t all that great. I stayed in suite #5, and I felt like all I was paying for was square meters (30m2). The room was not all that clean, and both bathrooms had a bad smell. Some fruit was served upon arrival to the suite, it was bad and overdue. Using the pool was relaxing and nice, but it lacked any connection to the bar/restaurant (located on the third floor). Maybe there is a way to order something, but I couldn’t figure out how and there was no staff nearby (the hotel felt understaffed). The WiFi was also lacking, and I ended up leaving before the night because I got offered a place to stay at my family’s house. Never tried the breakfast to comment on it. Free parking is nice. Maybe I was unlucky with my…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2018,5,Will always be my home in Morocco,"This is my first time in fes. We chose the riad through recommendations on the internet. This is the most wonderful staff of any hotel I have ever stayed in. And I have traveled a lot! I can't wait to come back! I would recommend this riad over any in World! Great food, beautiful decor, and an unforgettable rooftop. Magic !!!!!!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2018,5,Beautiful! Definitely recommend!,"We stayed at Palais Faraj for two nights on our honeymoon. It’s a stunning property, the rooms are immaculate, and the service is great. We ate dinner there one night and breakfast twice — the food was great both times. If we ever return to Fes, we’ll definitely be returning.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2018,5,Luxury with location,This is an absolutely stunning property. Overlooks the medina and really takes advantage of its perch with a rooftop lounge and restaurant plus a fantastic terrace -- a great place for a late dinner. Room was ornate and luxurious. Pool was refreshing. One of the best breakfasts we enjoyed during our two weeks in Morocco.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 June 2018,5,beautiful and Luxurious,"beautiful hotel in lovely location, clean, very roomy and luxurious. very helpful staff, made several research calls to find someone who invited us to dinner but lost contact info. hotel offers free shuttle services to places in the medina...highly recommend this hotel",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2018,5,Terrace Bar,"We utilized the services of the terrace bar, both inside and out during our time in Fez. We were there during Ramadan and found this beautiful oasis to have a drink at the end of the day. Not only was there a beautiful view of the whole of Fez, the drink prices were very reasonable. It was just a short walk from our beautiful Riad. Morocco on the whole does not serve alcohol most places.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2017,5,Paradise....,When we arrived me and my husbend we though that we r going to find a simple hotel like others but OMG its was like heavens with his panoramic view on the old medina you can see the sunset an extraordinary view every time i will come to morocco i will stay there,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2018,4,Unexpected,"Clean, comfortable and stylish describes the rooms and property. The lobby and other areas give you the feel of being in an actual palace. The walkways to some of the rooms are through gardens. Our room was spacious, comfortable. There is a separate sitting area with couches, end and coffee tables, and a TV. The bedroom was spacious with a doorway to an outside sitting area, a desk, dressing table, closet, and another TV. The toilet was in its own separate room. The bathroom was large with a tub/shower, bidet and sink and is nicely appointed. Breakfast and dinner were buffets that had enough choice for western appetites. A surprise in Fez.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2018,4,Beautiful and calm,"The public areas of this hotel are just beautiful, and our room was extremely comfortable and well appointed. We thought the location was ideal - outside the medina walls but an easy walk to all the tourist areas. After going to the souks, which were apparently suffering some sort of garbage strike or dispute, it was a relief to get away from the piles of refuse and enjoy the quiet at the hotel. Service was mixed. A couple of the front desk personnel were friendly, others were not. One of the ladies working at the breakfast buffet was very kind and helpful, while the bartenders were stony faced and aloof. We did appreciate the airport transfer service.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2018,5,Superb oasis in Fes,"We spent 2 memorable nights at this palatial riad in Fes during our Morocco Expert Tour vacation. Our Suite was regal and well appointed with expensive furnishings, rugs, comfortable beautiful bed and bathroom furnishings. Climate control was excellent and the superb breakfast buffet was the best we had in Morocco (terrific variety and very tasty). Our room service (Morocco soup) experience was excellent at a MOST reasonable cost, including many appetizing extras. No fitness facility was available (like all our accommodations in Morocco) though spa facilities were reported excellent (we didn't utilize). Not easily accessible to the Medina (required a drive). Service was excellent. Would love to stay here again next visit to Fes!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 May 2018,5,Comfort and style,The Palais Faraj is worth the visit for the beautyof the public rooms and the exterior setting. Our ambassador suite was tastefully decorated and extremely comfortable. The included breakfast on the third floor overlooking part of Fez was plentiful and well presented. Lunch and dinner there were also delightful. The entire experience of four days there could not have been more pleasant.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2017,5,One of the best in Morocco,"The Palais Faraj was one of our nicest stays while touring Morocco. The suites are superbly decorated in traditional tiles and ornate carving. The bed was comfortable and in general the suite was faultless. Like most suites we had on this trip our room was two storey. There are 2 restaurants serving traditional Moroccan and Western fare. We ate there for all of the 4 nights of our stay. The wine list was a little limited but you will find this all through Morocco. Nothing wrong with that though, the local wines are great. A great place to stay and tour the fascinating city of Fes.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 April 2018,5,Heavenly hotel,"I recently stayed at this hotel after leaving a riad I had booked that was located in the medina. Not only is the hotel absolutely gorgeous but the attention is exceptional. I also used the spa and was also delighted. If I ever return to Fes, I will definitely come back! Loved it!!!!!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,2,Mediocre would be kind,"We stayed here 2 nights. The room was not clean, found bits of garbage in the corners of the room and the floor was clearly dirty if you picked up anything from the floor. Though the halls were freezing-doors are left open- the room itself was stuffy. We were across the hall from an elevator that squealed and was clearly audible in our room. Fortunately it was not used much after midnight. And worst of all the food in the restaurant, both for breakfast and the one night we ate there was atrocious.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,3,Poor service,"The hotel is beautiful, but the service is pathetic. We were overcharged while checking out and when we pointed it out to the reception, he was rude and defensive. Shampoos and conditioners are not replaced Everyday. No body lotion in the bathroom. Quite unusual for a hotel so well rated!!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,4,Nice luxury option close to the Medina,"There really isn't anything wrong with this hotel. But for me I really like a place with character and soul. You could slap ""Four Seasons"" or ""Ritz"" in front of the name and I'd believe it. Now, that's not to say that it isn't a beautiful hotel. The rooms are comfortable. The courtyard is stunning and the design and grounds are truly beautiful and they have and nice hammam with actual steam. They do serve alcohol as well, which many places do not. We had an excellent stay, but probably wouldn't stay again.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,5,Top quality service in a delightful setting,The staff were fantastic. Could not do enough for you. Hotel is well located with nice grounds and quality rooms. Clean and elegant is the best description I can give. Also good value for money. Would definately stay again,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,5,Excellent service,"The hotel was beautiful. Very clean and truly a 5 star experience. Very spacious rooms with separate seating area, clean and good quality bedding. The customer service was incredible. Mehdi and Brahim at the front desk were amazing and helpful. We had a sick family member with us and they were able to arrange for the doctor to help us. I would highly recommend this hotel. It was such a pleasant experience with very high attention to customer service. Very professional and friendly.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,5,Breathtaking views,This was my last stop on an amazing 9 day adventure in Morocco. The views from the rooftop restaurants are spectacular. The rooms were spacious and well maintained. My only wish is I was there when it was warmer to enjoy the beautiful outdoor amenities.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 March 2018,5,Gorgeous quiet luxurious hotel in perfect location at Medina wall,"We chose Palais Faraj due to its TripAdvisor ratings and 2018 Travelers Choice award, and it’s reasonable price. We were delighted. Palais Faraj is located steps outside the wall of the old Medina and is therefore convenient both to the outside (Ie cars taxis airport etc) and to the Medina (your guide will pick you up at the hotel and you just walk in; no need to drive there). The hotel is gorgeous in every way. From the subtly lighted external wall, gate, and crennalated exterior, to the surrounding gardens, and the VIEW! The hotel interior is exquisite and appointed with carpets, art, and antique furniture. The interior courtyard is large and comfortable (upper level patio and lower level pool). Staff is everywhere and always ready to help in a friendly way. …",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2017,4,Nice Stay,"We stayed at Faraj over the holidays and found the property to be absolutely gorgeous, with its tranquil courtyards and beautiful tile work. The front desk staff is very helpful and really the only place you’ll find some decent English speakers. The staff was kind enough to upgrade us to a larger suite at check-in, which was nice, although it was right by the pool and caught quite a bit of noise from passers-by. The hotel offers to reserve several tours for you but be sure to ask for details on what’s included so you’re not caught off guard. Our only real complaint was about the spa. It seems understaffed - for one appointment, we showed up to check in, and no one greeted us for almost 10 mins. During one of my treatments, the phone was ringing off the hook and the…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2017,5,Beautiful and Friendly hotel,"This is one of the best hotels I have stayed at. It was lovely. Friendly, absolutely stunning public spaces and large beautiful rooms. The location couldn't be better. Breakfasts were delicious. The staff helped arrange dayt trips for us and the driver we had was fantastic.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 February 2018,5,back 500 years : in a very good sense!,Wonderful place overviewing the Medina. Careful decoration with local motives. Walk distance to main local sightseeings. Don’t forget to hire a local guide : makes your trip much times better. Carpets store better and cheaper than Marrakech: go to the official one.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2018,5,Great hotel and excellent food,"The hotel was very good and clean, the staff was an extra mile kind of people, and room was very cozy and comfortable. The Moroccan restaurant was excellent and the food was one of the most delicious food I've ever had in my life.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2018,5,Class with personal touches,"Staying at Palais Faraj was a wonderful experience for my wife and me, along with our adult son and daughter. As others have said, the charm is authentic, location sublime. This is a true palace with wonderful spaces and decor. The staff is attentive and refined. Dinner and breakfast at the award wining restaurant was first rate, as were drinks in the bar with a to die for view of the city. The staff treated us with great warmth and professionalism. Our rooms were fine, if a bit small, since we had adjoining suites. Quiet and composed, a great place to spent two days in a remarkable city.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2018,5,Amazing stay at Palais Faraj; treated like royals!,"We've had a wonderful two night stay in Palais Faraj in January 2018. We felt so welcome, were treated like royals and loved every second of our stay. We came by car, which we could park at the entrance. The rooms are clean, spacious, with daylight through the windows, and everywhere you look you'll see the beautiful mix of authentic Moorish architecture with contemporary design and modern touches. The breakfast and dinner are delicious and various. You can order typical Moroccan dinner at the L'Amandier restaurant, an award winning restaurant and therefore the best in Fes! Or if you want to try European or Asian food, no problem and also delicious! We loved the hospitality and kindness of the staff, a place we will never forget.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 July 2017,5,Definitely stay at Palais Faraj!,"While other hotels try to imitate Moroccan charm, Palais Faraj is authentic. From the moment you arrive, the decor is wonderful. From the exterior architecture, interior tiles, hallway artifacts or rugs & wall hangings in the rooms, you know you are in Morocco. The management has obvious class and a great sense of design, combining luxury accommodations with great ambiance. And the rooftop dining outside on the terrace, overlooking the city, is an experience not to be missed. The same area, with indoor dining also available, serves a hearty breakfast in the morning. I would go back to Morocco just to be able to stay here again - it was that enjoyable!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2017,5,A real palais!,"Beautiful! Just beautiful! Palais Faraj is a real palace! The architecture and decoration are amazing, the view is incredible and the rooms nice and clean. We stayed there for 2 nights and enjoyed every minute. The restaurant is very good serves both tipical Moroccan and international food and has a nice view. Breakfast is also very good and staff always polite and ready to help. Super recommend this place!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 January 2018,5,Extraordinary Stunning Hotel Beyond Great,Located in the perfect spot to oversee the old city of Fes this hotel is architecturally a jewel. The rooms are lavishly decorated with the most incredible mosaics and paintings and the courtyard of the hotel is simply splendid. The rooms are spacious and the buffet breakfast is delicious. The rooftop deck allows for the most extraordinary views of the city. We did have some issues with the dinner so I would not recommend dining at night at the hotel and the spa is not as wonderful as the rose but if I had to stay in Fes again I would definitely return here. Incredible hotel.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2017,5,SATISFACTION,"We stayed al the hotel for 3 nights, and it really was great, the dinning experience,the view, and most of all the people that work there, make it an unforgetable experience. special thanks to mr.Tajelo. andres g.d.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2017,5,"Fine dining, with panoramic views","Very nice traditional and European food, in a nice setting. The staff are helpful. Prices probably one of the most expensive in Fes, but the experience, and the food are excellent. Make sure to reserve in advance.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 December 2017,5,Beautiful place,"Beautiful boutique hotel with excellent location, ambience and service. Spacious suites with lovely Moroccan interior design, delicious food and very good facilities. Staff very helpful. Stayed three nights but would definitely stay again in Palias Faraj if I visit Fez in future.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2017,5,The only place to stay in Fes,"Beautiful luxury hotel with excellent, efficient, courteous but friendly service. We had booked for 5 days so took advantage of the complimentary airport pickup. The location is perfect and just a stone's thrown from most visitor attractions. This hotel is exquisite and just oozes comfort and class. The staff are all extremely professional and offer an excellent service. The attention to detail is perfect. We had a deluxe first floor suite which was absolutely fantastic - large and comfortable and truly Moroccan decor. The suite had its own private entrance from the swimming pool courtyard. There is air conditioning/heating and adequate wifi. The views from the bar and restaurants are spectacular. The whole place had a quiet, refined ambience - a pleasant retreat…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2017,4,Traditional,This hotel is a traditional Moroccon design It is nice but the room is very small Clean and tidy The staff is very nice and helpful This hotel is in a lovely place but far away from the centre you will need a car to get any where,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 November 2017,5,One night stay on half board,The hotel room was lovely and luxurious. It also has stunning views of Fes from its roof top restaurant. The service very prompt. Our dinner was excellent and we could order any course from the ala carte menu. I highly recommend this hotel. The location is ideal as it is right next to the Medina and one can be in the Medina in a few minutes. We had a first floor suite and it was very quiet.,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2017,5,Exquisite spa experience,"Yasmin from the wonderful Riad Le Calife booked our evening at Palais Faraj. Our Ritual of the Palais (hammam, scrub, body modelling and massage) was the perfect to relax after a day of exploring the Medina. The Spa is beautiful and we enjoyed each aspect, including a rest with refreshments after the scrub and the relaxing with tea after the massage. Highly recommend.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2017,5,Paradise in the Midst of Chaos,"This Palais was the former home of the secretary of the King Mohamed V. Majority of the decorations are original. Every corner of this hotel is gorgeous - the lace molding, the detailed wood and metal work, the colorful mosaic tiles. I felt like royalty staying there. The staff is helpful and attentive. The place is quaint and peaceful. We especially appreciate it after navigating the endless streets inside the Medina and the Jewish Quarter. DINNING There are plenty to choose from during their breakfast buffet. I especially love their Harira soup and Moroccan pancake. We did *not* enjoy our dinning experience at the terrace for dinner. The lights were glaring into our eyes. Service was extremely slow and the night restaurant manager/lead forgot to bring us our bill...we…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2017,5,A Reprieve from the Chaos of Fez,"I travelled here with a friend of mine, and we booked a deluxe suite for two nights. At approximately 2500 MAD per night, the price was extremely reasonable. This boutique hotel, located at the foot of the Fez medina, is an oasis from the chaotic hustle and bustle of Fez. Our room had a very large terrace, and opened out over the Fez medina, offering us breathtaking views of the sprawl below. It was always a relief to come back to the hotel and take off our shoes and relax, after a day of navigating the souks and brushing off the touts that are so ubiquitous in any major Moroccan city. The L'Amandier restaurant is about what'd you expect from fine dining in Morocco, but nothing special - that having been said, we didn't try the degustation menu, so maybe that would have wowed…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2017,5,An amazing Riad with views of Fes that are second to none,"Palais Faraj is not just a hotel but a labour of love. It shows in even the smallest details. Each Suite decorated in a different style and offering something unique. Truly a haven of peace and tranquility for guests. We had the pleasure of spending time here and can honestly say that our time was too short. The service from all of the staff was warm, friendly and professional, the restaurants offer exceptional quality. I am in love with the Faraj .",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2017,5,Beautiful Riad,"Palais Faraj has Moroccan charm with its beautiful and warm ambiance. The rooms are all decorated differently each with local decorative arts. There is a spacious pool and the hotel is secluded off a main road. Our only complaint was the loud drumming and music from the rooftop restaurant. While the food was really good, it was hard to eat and sleep with the music coming from the adjacent bar.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 October 2017,5,Four nights of bliss,We broke our Moroccan adventure here where we were treated so nicely. The suite large and user friendly Big electric kettle Coffee machine Great bath tub shower combination Restored Palais perfectly and great views Imad at the Restaurant was wonderful and delivered with style and every wish. Also appreciate the two Chefs Amina and Fatima are incredible The stag Saaid Hänsen Florence deserve credit also,Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2017,5,"the more you stay, the more you enjoy","We arrived by car from Casablanca early afternoon. The building is beautiful. An old house renovated in traditional Moroccan style. Self-parking, no valet. Just at (one of) the entrance of the (pedestrian) Medina. Although we had booked on their website, our reservation was missing :) they quickly made it up for us arranging for a suite (presumably an upgrade) which was ready promptly. Maybe a bit rushed as it was not perfect but got better the following days. Things got better and better. We enjoyed an excellent dinner on the roof top. Our suite was beautiful and comfortable. Turn down service, bottled water, Nespresso machine. The next day started with an excellent breakfast. A special thanks to Khadija who is responsible for the breakfast. She remembered our names and…",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2017,5,Outstanding,"Our tour group came to the Palis Faraj and cannot say enough good things. Outstanding service, beautiful setting and great people. The hotel is gorgeous and close to the major medina of fes. Would highly recommend to anyone.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2017,5,Great luxury riad inside the medina,"Great riad inside (or as others have said right outside) the medina. This riad was unique in that it had intricate doorways and hallways that led to different areas in the hotel which made it mysterious, as all of Fes was. Staff was very friendly and the hotel was quiet which often made it seem like it was our own riad without any other guests there. Food was good but I would stay away from the eggs at breakfast. The rooms were also very clean and due to us traveling during the holy holiday, there were not as many guests in the hotel and we were upgraded at no charge. Highly recommended!",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 September 2017,5,Excellent,"Excellent all round. Beautiful rooms and pool. Exceptional service, very welcoming and spectacular setting! Very quiet yet very close to the Fez Medina. Would highly recommend to anyone visiting the region.",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
 August 2017,5,A resting and charming stay,"The gentle and efficient personnel is the key asset of Palais Faraj Suites &Spa! Especially the maitre d'hotel, a lady in the morning, especially kind and attentive to every guest. Also in the evening, having dinner on the terrace has been a great experience always with the same person, also extremely kind and efficient. The food, local Moroccan cuisine is excellent. The pool is very enjoyable, even if some guests have been spoiling with their noise our stay... The restauration of the Palace is excellent. Our guest owner has been explaining to us the long project, congratulations! Only one remark, as an architect, the noise control of the rooms could be improved. The garden and the outdoor spaces are extremely refined and I hope to come back in the near future",Palais_Faraj_Suites_Spa-Fes_Fes_Meknes,Palais_Faraj_Suites_Spa,Fes_Fes_Meknes
