 October 2022,4,Stay here if you visit Tangiers,Beautiful hotel in the middle of the best part of Tangiers for seeing the sights. The French influence is in every pore. Mainly French guests which was good for me as l can just about make myself understood. The staff were amazing. Highly recommended. Just don't drink in the bar. The prices were seriously taking the P.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,hotelName,city
 January 2019,5,Harkens back to hospitality from another era but with modern comforts,"A charming building overlooking the medina, within easy walking distance of the casbah and harbor. Has fabulous views from its roof terrace. The building dates from the early 20th century, but the rooms are well-appointed, comfortable, large, and with excellent wifi. Hall walls have scores of fascinating photos of Tangiers. Breakfast was superb. Attractive garden, pool, and patios. I can't imagine a better place to stay if one wishes to experience today's Tangiers and also taste something of Tangiers during its heyday.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 January 2019,5,Beautiful Hotel Near Medina Full of History,"We are from California and stayed for three nights at this Hotel from an excursion from Spain and loved it! The staff and management were all very welcoming, friendly, and helpful at every moment of our stay. They upgraded one of our rooms for my teenage daughter who is an artist to stay in the Matisse room, a very special room with the most spectacular views and history related to the artist. The Hotel arranged for a guide to help us tour the city and surrounding areas. If you stay at the Grand Hotel or the sister hotel El Minzah, equally beautiful and charming and where we stayed our last trip, you must ask for the guide Youssef. He is a wonderful guide, speaks many languages and knows everyone in Tangier. Youssef made us feel safe the first time we came to Tangier with our…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2018,5,"Great stay and even better service, follow up on recovering jacket","I am writing to follow up my wife's review of our stay on this hotel and on their outstanding service on recovering and mailing back a jacket we forgot there. The hotel shipped the jacket back to the US by DHL, charging it to our credit card with no major incidence, and we have received it. A big thanks to an outstanding concierge and front desk team who found the jacket a week after our stay, kept it, inquired about DHL fares to mail it to different addresses, put together the package, sent it and kept us updated on the whole process. A big thanks to them and to the manager that answer our first Tripadvisor posting on this. This indeed makes this a first class hotel in every sense.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2018,4,"Very good visit, trying for a week to recover a jacket we left at hotel","My husband and I, and my mother stayed at this hotel on Nov 30th, rooms 317 and 318. The view from the room was great and the room itself well appointed, clean and with all amenities. A basket with fruit was waiting for us in the room. There was bottled water in the room free of charge. We were received well and helped with luggage and our car was stored in their great garage. The front office was efficient and cordial, although we were not offered tea at check-in. We ate in the hotel beautifully decorated dining room, with a moroccan and french menu. Food was good and the live music even better. Check out was efficient too. My mother forgot a rain jacket in room 317, one week later Dec 9, we called and Mr. Musin from the front office, called us back telling us that they…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,Elegant in Every Sense!,"This is a beautifully appointed 150-year-old hotel that has sacrificed none of it's early 20th century charm while providing every modern convenience travelers expect. From the doorman who greets every vehicle entering the curved driveway, to the concierge who graciously provides expert assistance with any and all needs, to the staff who insure that fresh mint tea is always available for guests in the lobby...the entire staff is welcoming, friendly and impressively professional. Tip: Consider having the concierge book a private guide to tour the city; the all-inclusive price is well worth all that you will see and learn, and you won't get lost in the Medina!! The decor, reminiscent of the painter, Mastisse, who once made this hotel his home, is elegantly old world French. Do…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 December 2018,5,"Beautiful hotel, but terribly hot-cold shower","It is located higher than the old city, 20 min walking distance from ferry port and 2 min walk from old city gate. The hotel occupies large ground with beautiful gardens, bar, cafe, and restaurant. It even has live Morocco music bank with belly dancer in the dinner time. The room is not large but comfortably decorated. However, the bathroom facility is far below expectation, my shower heads burst with burning hot water and cold water every 2 minutes and it seems not fixable. By the way, the Mercedes I reserved for my excursion mysteriously become a plain Skoda and it has some very strong cleaner smell.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2018,5,A Splurge Worth Taking,"We were traveling on the cheap for most of our vacation, but decided to spend one fancy night here. No regrets! The manager went out of his way to make our splurge worthwhile, including giving us a private tour of the room that Matisse stayed in when he painted ""Windows at Tangier."" The room has been perfectly preserved in the decades since and is absolutely worth taking a peek at -- just ask!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2018,5,Great location with history and culture,"Good facility, Very friendly and helpful staff. Good restaurant and bar facilities. Good view and central location close to the old town. Pool area small but nice, the WiFi was poor in the rooms but ok in the general areas. Breakfast was great.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,Beautiful Decor but Confusing,A very lovely hotel decorated with wooden carvings. Room was large and spacious even decorated on the ceiling. Food served was excellent and location is very convenient for shopping either in the Medina or on the modern streets.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,Almost perfect!,Grand hotel villa de France is an amazing hotel after you have come out of the riads!. The location is extremely convenient. It is right across the street from the Médina. It is also walkable distance for shops and other eateries. The concierge at the hotel recommended two restaurants for us which were extraordinary. The hotel restaurant is also great and they have a belly Dancer. The rooms were spacious and very clean and breakfast was the best in Morocco. The only inconvenience is how you need to get to your room 2 elevator rides ---but it only took a few minutes. I highly recommend this hotel !,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,Amazing,"We are still in Morocco Casablanca after spending 3 nights in Grand Hotel. I couldn't wait to get to the stay to write a review, the hotel has what i was looking for old style and tradition of Morocco. There are new and more modern hotel ( which you can get that anywhere in the States ) and Tangire as well. However, if you are looking to travel in time back 1930's and spend few days where Matisse spent 2 years painting and other celebrities of the times stay you book here. The services was up standing no complaints. Now be aware is in the botton of the old makert and it can be overwhelming if you are not aware how aggressive the locals can be. Have fun and dont skip the breakfast is absolutely amazing enjoy and don't drink the local water or ice. Namaste.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,Old world charm... in style,"This recently renovated late 19th century palace offers 360 degree views over Tangier. After a recent renovation, it is one of the best places to stay in town with comfortable rooms, spacious bathrooms, good service, a great jazzy cocktail bar and a restaurant which offers both Western and Moroccan cuisine. Highly recommended.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,5,A Sep Back in Time,"This hotel lived up to my expectations and was an oasis of calm after the hustle of the streets outside. Our stay had a fabulous start when we were upgraded to a duplex suite overlooking to pool and the city beyond. The suite was clean with a full and half bath, stocked fridge and complimentary water. We had a small terrace overlooking the pool. Drinks at the bar were pricey, (but great service), and we did get directions to a store to buy beer and wine for our suite. The provided breakfast was good but could be picked over if you arrived later. We had dinner one night at the hotel, it was good but not cheap. It was a beautiful room but very bright, turning the light down in the evening would add to the charm. We enjoyed the musicians performing during dinner. The…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 October 2018,1,Grand old world charm but absolutely no service !,"Oh boy, what a shame. It promises so much - old world charm, marble everything but the reality is different. The food is awful and very skimpy. The fridge in the room was locked and we were not allowed the key! ( it was turned on though) There was no water provided at all and no glasses. We asked for some water but it did not arrive during the length of our stay ( overnight ) . The Airconditioning did not work. The place stunk. Oh i can't be bothered going into any more detail - apart from there was no service at all. We asked for butter and watched while the message passed on from the Maitre'd to the next waiter and down the line I guess but butter did not appear. We were told it would be five minutes but no it didn't happen. Go somewhere else. Sadly I cannot recommend…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2018,2,Room smells,Smells like garbage. I’m really tired of Morocco in general. We stay in hostels often and are not hard to please but if we are staying in one of the “better” hotels in the city that is also expensive it shouldn’t smell like rotten trash. We are paying over $125 a night and just had a $150 dinner with wine and dessert and they have us in this crappy room overlooking concrete and trash. I would say don’t bother booking this place or anything considered “nice” in this city. Spend half and get the same quality,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2018,4,Old memory hotel,"Location was excellent, if you are visiting as a tourist, the service was as good as can be, it is an old memory hotel , home for the great Matisse painter , a small hotel , renovated to keep the same old style , of this 150 year old holel . Nice dining at night with a great and professional service , the staff at the reception were helpful and very polite and welcoming, the breakfast was ok , but I loved the instant pancake like bread , not forgetting the good service of Yousef, one of the negative points is the bathroom, it was not practical, I would have substituted the bath tub to good shower. But on the whole we enjoyed our three nights stay.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 September 2018,3,Best days are over,"Well, I was disappointed about this place. It seems they live just from the past and it lost its atmosphere. Rooms are clean but stink from the antibacterial products they use. Everything you touch is kind a sticky and feels filthy. Furniture could use a major update. Breakfast buffet is big but overall not very tasty. The breakfast room itself has no atmosphere. Staff is ok. Not very attentive. Poolarea is nice. The place is centrally located and close to soma attractions. I have been here once and that was it.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,2,Avoid at all costs,"From the moment we checked in the staff were uninterested and uncooperative when we were faced with 2 room door cards which did not work. Considering to get to our room from the reception, we had to walk down a corridor, up a flight of stairs, out through a courtyard, into another building, and then up another flight of stairs (the lift wasn't working), and back again numerous times to get the key issue sorted, and then the air-conditioning was sub-standard, and the room cramped.The room overlooked the pool and was noisy as a result.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2018,5,Lovely stay!,"From the moment we arrived we were well received and got the possibility of an early check in. Lovely historic building with all facilities, spotless rooms, nice pool, great breakfast and top location. The late check out was an additional bonus. Staff is friendly, professional and never intrusive. Good value for money. Can only recommend it.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 August 2018,5,Still lovely,"They are doing up the El Minzah which is closed (2018) and the beloved pool, by which I have sipped cocktails for 50 years, is a hole in the ground. But the Villa de France, if you can manage the steps (only just for this 73 year old) is still super; wonderful views; nice pool; the Duplex apartments are lovely, worth paying extra. And the pool is very nice and essential.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,A Gem! 💎,Just spent a fantastic number of days in this hotel; so close to the Médina and close to the Marina where there are long walks along it’s extensive promenade. The staff were the best and always willing to help! Many thanks for making our stay so pleasant!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,A wonderful Hotel in Tangier villa de Paris,"We had a wonderful couple of days in this wonderful hotel 2 minutes away from the old city of Tangiers and the Medina Gate. A warm friendly arrival to a historic clean immaculate room and hotel where we explored the city and had a delicious 5 star meal on the terrace overlooking the old city I can recommend the fillet steak cooked at your table and the crepes suzette cooked perfectly by the restaurant manager. A memorable stay and we would highly recommend a stay here especially if you are a fan of Matisse, where he stayed and painted some famous views....you can visit his room kept carefully for guests to view.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Beautiful!,We enjoyed the hotel so much and it was such a beautiful historic place. The service was excellent. And the pool was amazing.Younes took very good care of us on the patio for every dinner and was a lot of fun. The checkout experience was easy and everything was just perfect.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Cannot say enough good things about this wonderful hotel,"The beautiful old pile has been lovingly restored and the location is convenient to everything in Tangier. The service is attentive, competent and friendly without being overbearing. It really is not a luxury hotel as advertised 9i.e., the bedding is a little more mid-range and the shower is of the old-fashioned European type with a hand nozzle attached to a pole rather than a proper showerhead) but the price is so low who cares.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,Wonderful buffet lunch,"Typical Moroccan food at a buffet table that wrapped around one whole corner of the dining room. A wonderful selection of food. We didn't stay here, but the hotel looked very nice from what we experienced.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,The best hospitality in Tangiers,We’ve just spent a wonderful 2 days exploring Tangiers and the surrounding coast. The reception staff could not have been more helpful and attentive. They organised a super excursion for us and we liked the driver so much that we booked him again the next day. The hotel is beautiful with fabulous views of the city and sea and our room was luxurious with a separate living room. We will be back soon!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Excellent stay in villa de France,"I enjoy my stay in hotel villa de France is my first time. but is Lovely hotel and good staf good service in the restaurant spechely : Mr youness, Hicham, yousef and gerls team breakfast and staff of evening shift The reseption was wonderful. The views in the hotel very nice. my room is 109. Nice rooms in the hotel 🏩 rely is 5 star service",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Picture perfect,"Beautiful hotel full of history, quite magical!The dinning was wonderful ! My fish was cooked to perfection, also I was taken care of very well by Younes and his great staff! Can’t fault the service! 😀🤩!",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,4,Nice Hotel,This is a very nice old style hotel with modern amenities close to the Medina.Hotel has a nice outdoor area with good views. Breakfast was good with a good variety available. Rooms are small but quite comfortable.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 July 2018,5,Fantastic place,We spend one night there and had dinner at their terrace.The food and the service were excellent .We also loved the rooms We will definitely go back when we are in Tangiers .It is very close to the old Medina I,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,4,Recommended hotel,"I stayed last June in this hotel and I had a great time. Location is ideal, just right outside de Medina, so everything is walking distance but without been in the middle of the chaos. A taxi stop is just right in front of the hotel. It is situated in an elevation with great views of the city. Service is excellent , very cordial and pending on every detail. The room was first class, clean, comfortable and gorgeous. The hotel has a beautiful pool but unfortunately is it extremely cold. A heated pool will give a 5 start to this hotel. The restaurant was not that good and it was completely overprice, so you better try the many offers the city has for dinner. Breakfast is ok. They have very good live entertainment every night. Nice hotel, I will definitely stay again if…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,4,Great property lovely room. mixed reviews on the staff,This hotel was recently (a couple of years ago) re-opened after an extensive renovation. They've done a lovely job. A bit pricier than most but has that French colonial feel. We complained about smoke odour they moved us to a better and smoke free room. Most of the staff were attentive and helpful although a couple were more interested in what they could sell us (cab service touring) . Wanted to see some Arab mjusicians laying in the dining room and the waiter initially didn't allow but when we came back later he did and gave us complimentary hors d'oeuvres. As others have commented great view over the Medina. Only draw back to location is there is a short walk up a hill to enter the hotel. Check whether local tax is included in your rate or not.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,4,Wonderful Hotel,"A wonderful hotel with nice ambiance,friendly service and excellent views.I visited tangier june 2018 and stayed @ the Grand Villa De France Hotel it is a beautiful hotel with wonderful views,the rooms were beautifully decorated and clean. The front desk could not have have been any nicer they organized my train trip to Casablanca and also pre arranged a taxi to the train station. I would definitely stay again",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,3,Beautiful view but....,"I ate lunch on the terrace last week so I cannot review the hotel as a guest who stayed, just one who ate. The service was terrible but food nice but very pricey. We were handed a menu and just left for at least 20 minutes. Then I went to find a waiter and the menu was taken away and replaced by a set price lunch menu. We wanted something light not four courses ! There were no smiles, no helpfulness and just churlish responses to our questions.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,2,Not close to 5 star,"This hotel is in a good position and has nice historical “bones” as the pictures will show. But the service was terrible and the junior suite I had was a disappointment - it smelt, was stuffy and had no view or airflow, so best avoided. Five or six requests were either ignored or messed up. From start to finish the service was very poor! Requests to ice ignored (i.e acknowledged but never responded to), request to move room ignored, no room service menu available, request for more drinking water - first ignored and then charge of 50 MAD proposed on delivery, linen not changed, breakfast limited to basic continental, time to ferry port stated one day (when transfer booking made) as 45 minutes and then next day (when departing) 1 hour 20 minutes, and finally when checking out…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,3,Somewhat Disappointed but View from Terrace is Nice,"I had been looking forward to lunch here for quite some time. It was our first destination after arriving in Tangier for the terrace overlooking the city, its history as a home of/inspiration for Matisse , the piano bar and its reputation as providing a special experience. It is also one of the few places in Tangier that serves wine or drinks. We had to seat ourselves and after we were given a menu and ready to order, we were handed a different menu for 3 courses with limited selections and a 350 dirham/$35 USD price. We were told the first menu was for dinner only. When we spoke with another server--maybe the manager?--he gave us the first menu again as requested and we ordered. For 230…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 November 2017,4,Delightfully quaint,Right in the heart of Tanger could not be better placed - everything rather tired and in need of a bit of TLC but quaint with helpful staff especially the guide they found us - ask for Yousef he's marvellous,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,Great discovery in Tangier,"After three years living in Morocco, I finally managed to pass by Tangier downtown. What a pleasant surprise, and how come didn't I come earlier? The Grand Hotel Villa de France is a charming hotel, where we can feel history. I was lucky enough to stay in a suite, with fantastic views on two sides of the hotel, and very comfortable! The staff is very friendly and helpful, the hotel is very well placed near the old city's attractions. Can't wait to get back there with my family and spend more time on the nice terraces of the Villa de France.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,A superb hotel with wonderful ambience and excellent service,"We wanted to stay at this historic hotel, made famous by Matisse and from the moment we stepped into the foyer we were impressed by the service. Mourad welcomed us warmly and we were served traditional mint tea and pastries. Mourad could not have been more helpful, organising a local guide to take us on a walking tour and kindly organising the purchase of our train tickets to Casablanca at our request - nothing was too much trouble! The hotel surpassed our expectations in every way. The elegant, tasteful decor, spacious comfortable rooms, manicured gardens and spectacular view from the terrace made our first night in Morocco very memorable. We had a delicious dinner watching the sun set across the misty ocean in the distance, listening to the call to prayer, then later…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,5,What a view!,Visited Tangier with family/friends and stayed at the Grand Hotel. It is beautiful and the view from our room was stunning!! The concierge was so helpful upon check in and arranged a city tour that was perfect!!! Would definitely stay here again!!!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 June 2018,2,Lots of potential!!,Location is good and close to the medina and souks. That said. The medina and souks actually seemed dangerous and we left both times due to feeling unsafe. The hotel was lovely inside but the restaurant menu was limited and stupid expensive £4 for a bottle of water!! The staff were a 50/50 mix of either very helpful or completely indifferent. Wouldn’t stay there again or Tangier. It looks like a favela as you arrive by train except maybe a bit more dangerous,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,We Could Have Stayed Longer,"The hotel has the 18th century charm befitting its date of construction and historic importance - Matisse not only stayed here, but also created a fine painting while here. The location of the hotel is significant, close to the medina. In a way, you have to earn your stay, walking up a serious hill to the building. We were safe here, not only in feeling but also in reality. Now for the review. The Villa de France is truly old world style with gorgeous grounds, hand painted tiles and a fountain in courtyard. There was an unusual room number system, get over it. The room was a fine size and the bed comfortable. The attractive bathroom had a large bathtub and separate shower. We had a beautiful views from our room of the water. Late dinner was even later due to disorganization, but…",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,4,Colonial style Hotel,A nice Hotel on the edge of the Medina. Room spacious and clean with an old world touch. Great view over the bay. Comfortable bed and bathroom with good water pressure. Breakfast adequate. Had a couple of drinks in the bar area with very friendly staff looking after a group of us. Prices a bit steep but not over the top. Fast wifi and would stay here again.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,4,"Beautiful Grounds, But Rooms A Little Dark","This hotel has heaps of potential given the beautifully landscaped grounds and views overlooking the Medina. Unfortunately we felt the the room itself was a little too dark (lacked enough natural light). As we were with a group, breakfast was available a little earlier for us (thank you for this), but unfortunately most of the food that was intended to be hot was cold.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,Excellent Entertainment,Out group really enjoyed the entertainment provided while having dinner. The Moroccan culture was demonstrated by both the musical instruments and the belly dancer. Nothing is as rich as an experience that expresses the culture!!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,4,Old-school hotel near the medina,"Once grand, if now slightly faded, colonial-style hotel on the edge of the medina in Tangier. Layout is quite labyrinthine -- getting from the lobby to our room was something of an adventure, but the room itself (superior double) was clean and fairly spacious. Service had its quirks -- extra water requested was never delivered and attempts to access the bottles in our minibar were complicated by the fact that access to it actually required a gentleman to come to the room to open it with his (the only?) key. Excellent (included) breakfast buffet. Overall, a good choice in Tangier for a traditional hotel -- as opposed to a riad -- especially for its proximity to the medina (5 min walk to gate at Place du 9 Avril 1947).",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 May 2018,5,"Great location, charming hotel","It couldn’t be better located for walking both the old and new parts of town. The staff are excellent and it was really convenient to have the onsite parking as we had our car. The hotel itself is charming- our room was huge with a great view. Excellent water pressure, very comfy bed. The pool area is really relaxing and lunch outside on the terrace is pricey but delicious. Breakfast was a bit picked over by the time we got there and the room it was in was a bit tired but the helpful staff were on hand for made to order eggs and Moroccan tea. Overall an oasis in a bustling city.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,amazingly beautiful and comfortable,This was one of the best stays of our escorted tour. The hotel was very secure and safe. There was a guard on duty at all times and the grounds were walled. The view overlooking the bay was breathtaking! The meals were fantastic.,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,3,Room with a view but no room to move!!,Room is up a steep incline to begin with so keep that in mind if you are moving your own luggage. Very odd and confusing room set up as well. I’m not quite sure why people like these very old hotels and how they ever get the ratings they give them. Room and bathroom are very small although had quality linens and towels. Headboard at bed and border around room was interesting. Pressure in shower was very good but when water hit the door enclosure it sounded like drilling. On a tour and a dinner was included which was good but small portions and not enough wait staff for group size. Couldn’t change a 100€ into smaller bills!!,Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,5,Fantastic hotel in great location,"We stayed 3 nights and had a very comfortable, large room with a great view over the medina to the sea, similar to the view Matisse had when he stayed here. The hotel has recently been refurbished in a grand old style. The bathroom was very elegant in marble. The staff was very friendly and helpful. The swimming pool looked great, but the weather was cool when we were there, so we didn't go in. Breakfast had a good selection of cheese, cold cuts, fruit and pastry. The location is excellent, between the medina and the new town. Very close to the best fish restaurant - Le Saveur de Poisson. Also close to a very good patisserie - Al Andalus. We would definitely stay at this hotel again if we return to Tangier.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
 April 2018,4,Some where a little different,"We stayed at this hotel as part of a Insight group and have to say it is quite quaint as it has an old world charm about it. The rooms are very comfortable and quite large, well appointed and clean. The food we had was quite enjoyable with quite an extensive wine list at reasonable prices. Breakfast is to come tomorrow but by going with the standard I am sure it will be up to scratch. The staff were attentive and very helpful and spoke English. I would certainly stay here again.",Grand_Hotel_Villa_de_France-Tangier_Tanger_Tetouan_Al_Hoceima,Grand_Hotel_Villa_de_France,Tangier_Tanger_Tetouan_Al_Hoceima
