 November 2022,5,Excellent accomodation,"Wonderful time here, clean - bright and fresh interiors - gorgeous airy room with fabulous views out to the sea. Very well placed for easy access to all of Essaouira Staff were pleasant and friendly. Food available on the roof. Highly recommended.",hotelName,city
 February 2018,5,A wonderful stay,"I've enjoyed my stay in the hostel. The food was good, the service was excellent and the communication was just on point, but it wouldn't have been as enjoyable if it wasn't for a certain member of the staff. His name's Mustapha Ait Cheihbi. He's really funny, nice, spontaneous and hard working. The guy's just so friendly and lovely and he will offer his assistance with any kind of problem you have. I know for sure I'm coming back to Essaouira again and I'll definitely give Mustapha a call.",Atlantic_Hostel,Essaouira
 March 2018,4,Unique staff,"A wonderful Hotel easy to find it is in a lovely location, friendly staff good value comfortable rooms, the service is perfect. And will be happy to come again to such nice and unique place Thanks Mustapha Ait cheihbi",Atlantic_Hostel,Essaouira
 September 2017,5,Great reception and management,"Perfect Hotel to rest and enjoy your vacation or trip, super friendly and open minded staff. Delicious meals, panoramic view and meeting interesting people from different cultures and continents which encouraged me to come back again and again. Special thanks to Mustapha Ait Cheihbi",Atlantic_Hostel,Essaouira
 January 2018,5,Best Rooftop in Town!,"Atlantic Hostel - Definitely recommend this place! The prices are low, the general condition of the place is good and the service is perfect! Run by a bunch of the most friendly guys from the desert, you will always feel welcome and at home. Chilling out at the rooftop with a beautiful view over the city, meeting interesting people from Morocco and from all over the world, and enjoying nice dinners under the stars with delicious Tajines, Couscous and fruit, you will have a good time. Watch out for the seagulls though, they don't mess around ... ;)",Atlantic_Hostel,Essaouira
 January 2018,5,Best sttaf,"sttaf go above and beyond to make your stay here unforgetable. one of the best places iv ever been to. you woke up with Yunus smile in the morning which let you feel like at home. and rachid, ayub they serve you a good breakfast. and help you to make your plans for the day. i really do recomened this hostel. and would difitely come back.",Atlantic_Hostel,Essaouira
 December 2017,5,Staff go above and beyond!,"Massive thanks to the staff at atlantic for making our us feel so welcome. Mint tea, massages and music chilling us out. The staff are always there to help and give excellent advice. Seconds away from the town life , everything at your doorstep.",Atlantic_Hostel,Essaouira
 December 2017,5,Good for the youths & elders,"A beautiful and magical place. Youll love the staff spirit and also the place. Located in a very narrow street of essaouira in the old medina, you can meet some good vibes of the travellers on the roof top (that i recommend) or the hall in the ground floor. I go there whenever I visit essaouira meaning each 3 months",Atlantic_Hostel,Essaouira
 December 2017,5,Best roof terrace!,"the roof terrace is brilliant the social place where backpackers from all over the world go (hostelword no. 1) on bbq night at the roof terrace you will meet the other travelers really nice but not that serious staff, they are like your friends very very basic standard – consider the price when it rained one night the higher level was under water",Atlantic_Hostel,Essaouira
 November 2017,5,Nice Place to relax,"My boyfriend and me booked a double room. First for one Night but in total we stayed six Nights. Ouer room was simple, But clean. The bed was comfy. It was a Little noisy But the stuff told us befor we booked the room. The stuff was really friendly and helpful. More than usual. After two days we felt like home. Thanks for the exceptional hospitality. Every evening there is a nice Dinner for everyone who wants to join. For a fair Price. I really miss the atlantic and the awsome crew. We will come back soon.",Atlantic_Hostel,Essaouira
 November 2017,5,Good hostel,"Chilled hostel with a really cool roof area to sit and look out over the town, would recommend. But hard to find but the easiest way is to go down the Main Street and look out for the sign above the shops",Atlantic_Hostel,Essaouira
 November 2016,5,Great hostel with a SUPER chill roofdeck!,"Great hostel for Morocco - the roofdecks are killer (it's attached/affiliated with Hostel Cloud Nine next door) and the atmosphere is chill. Nice coffee bar on the roof, and the staff was helpful! My room was weird (booked a private room...tiny and the walls were...wallpapered? with what looked like rice bags?) but clean and comfortable...I'm not mad at it :) Quirky fun place!",Atlantic_Hostel,Essaouira
 October 2017,5,Great place to chill,I absolutely loved the Atlantic hostel. Especially the staff was great. The rooms aswell as the bathrooms were always very well looked after and clean. The roofterrace was the best part tho. A beautiful view and a constantly good atmosphere.,Atlantic_Hostel,Essaouira
 September 2017,5,Cous Cous and Atlantic Hostel made our experience great!,"Atlantic Hostel has an amazing ambiance, perfectly located and a great price. Right from the moment that you get there you feel right at home and Cous Cous, the backbone of the hotel greeted us and made us feel very welcomed. We were only there for one night but we had a big family, hostel dinner that night which was delicious followed but drinks with a group of about 20 of us - Cous Cous organized) which made out stay that much better. I would highly recommend this hostel for a day or a few weeks!",Atlantic_Hostel,Essaouira
 September 2017,5,Great Chef,"The chef Cous-Cous made the whole experience worthwhile, cooking fabulous meals the whole time we were there. He put in a lot of effort when it came to making sure we were enjoying our stay, knew what there was to see in Essaouira and helping to organise days trips along with transport. Again great food and a wide variety of food styles in his repertoire. Thanks for a great stay.",Atlantic_Hostel,Essaouira
 October 2017,5,Fantastic atmosphere,"We spent two night in Atlantic Hostel and we loved everything the staff is amazing Rachid Galilio Slimane and all the others, they took us for hanging out in Essaouira it was amazing, we had couscous in the hostel and the best part is the Terrasse where you can meet everyone in a very nice ambiance !!",Atlantic_Hostel,Essaouira
 September 2017,5,We love couscous,"The hostel is really cool, so good to meet other people. The terrace is wonderful. Couscous makes the beeest dinner ever and he is a soo nice and friendly guy! We will miss the atlantic hostel!! See you, the swiss ladies;)",Atlantic_Hostel,Essaouira
 August 2017,5,Chill,"Amazing place, very clean, beautiful, good music, good crew.. Everybody was very friendly!! With a very nice terrace, you can have a incredible panoramic view of Essaouira! I had a stomach intoxication and they helped me a lot!!",Atlantic_Hostel,Essaouira
 September 2017,5,Comfi place,"The Atlantic Hostel is an amazing place!! The place ist clean, the rooms are nice and the rooftop is just epic! The staff is also really nice and chilled but the best of all is the cook Couscouse! He is cooking every night and is a real professional cook. I ate one of my best Tajine here in the hostel. But He is more than a cook. No matter what kind of problem you got Couscouse will take care of it!",Atlantic_Hostel,Essaouira
 September 2017,5,Awesome !!!,"Super relaxing, I enjoyed my time at Atlantic hostel ! Hospitality, family and sharing are the words to describe this hostel ! See you next time ! You have the chance to have the best panoramic view of essaouira on the roof top !",Atlantic_Hostel,Essaouira
 August 2017,5,My best stay in Morroco,"The beds are clean, the bathrooms are clean the hostel is huge with lots of places to chill and hang out to find the vibe you want. However that is not why you should come to this place. It is the main host 'Cousecous' that makes you feel at home. He will cook for the entire hostel every other night, which will be the best meal you'll have in Morroco. He doesn't ask commisions for booking trips and will walk with you to the grand taxis to get the locals price. Don't forget to stop on your way to spend a few nights here, it will be worth it.",Atlantic_Hostel,Essaouira
 August 2017,5,Best hospitality I have ever received,"North Africa is my 4th continent in a long round the world trip, and the manager of this hostel gave me the best hospitality I have ever received. Of course not everyone can expect this, but I definitely recommend the hostel. It's a great place to get away from the bustle of Morocco and enjoy the relaxed seaside atmosphere. Thanks for the memories! May we meet again!",Atlantic_Hostel,Essaouira
 August 2017,4,Best terrace in Morocco,"This was a super chill and big hostel, tons of people from all over the world. The terrace is huge and has a great view, plus the breeze is really refreshing at night. CousCous the chef/owner is such a nice man, definitely take time to talk with him when you stay here! Breakfast costs extra.",Atlantic_Hostel,Essaouira
 August 2017,5,"they are the best,very nice,family-like atmosphere!!! loved it","best surf hostel,the atmosphere is awesome,very friendly and chilled out ,the food was phenomenal, the times were unforgettable Best thing that's happened this year?atlantic Hostel. It was a great experience. I loved it.",Atlantic_Hostel,Essaouira
 March 2017,5,great place!,"me and my friend lived in the hostel for 2 months as volunteers. was a great exerience. the actual building it old , but I liked it. some renovations ware made during our stay there, so the conditions are much better now. the view from the roof terasse it s just fantastic! maybe the greatest spot to see the city and the surroundings. and so many nice people coming there from evrywhere the globe.",Atlantic_Hostel,Essaouira
 July 2017,5,Perfect backpack hostel,"We stayed here for 3 days and we had the best time while staying in Morocco. The staff is really welcoming and full of energy. They offer cheap family dinners, made by the sweetest Couscous. We wanted to surf here and they offered surflessons, given by a crazy funny guy named Simba. Good vibes. If you're looking for a fun hostel where you can meet new people, go here!",Atlantic_Hostel,Essaouira
 July 2017,5,Fun chill place to stay,"Felt really welcomed when we first arrived, a lot of people in the living area chatting. Dorm rooms were spacious, enough showers. The terrace is really big and comfortable. The breakfast and dinner are really nice. Something different for dinner each night and the staff sang songs afterwards. Staff are very friendly and always chatting to everybody. Really recommend this hostel",Atlantic_Hostel,Essaouira
 July 2017,1,WORST HOSTEL EXPERIENCE,"Apart from the woodstock banner and some seemingfully hippy style fourniture (a minimum) there is absolutely nothing to like or even consider within this hostel. Honestly, the rooms are so tiny and unclean. To top it all, the manager(?) Oussama is an unkind person, only looking for trouble, not 1 microgram of customer care mindset, its a pitty they keep destroying the hostel's cheerful soul by keeping this guy managing it, he fought with 3 people the same morning we arrived, and it's always the customer calming him down. ONE ADVICE TO PEOPLE WILLING TO COME TO ESSAOUIRA : DO NOT GO TO THIS HOSTEL IF YOU WANT A STRESS FREE VACATION (of course Oussama will reply just as he did with all people expressing their POV, and of course he will insult instead of apologizing as all hostel…",Atlantic_Hostel,Essaouira
 June 2017,5,wonderful stay,"one of the most amazing hostel with a social stuff and all the advice you need to make your stay a memorable one, the dinner was good , will definitely come back here in the future, and hopefully stay for even longer! Much love :)",Atlantic_Hostel,Essaouira
 May 2017,5,"Went for 1 day, stayed a week!","Couldn't bring myself to leave, great breakfast, amazing dinner, close to the beach, and nice staff. Recommend this hostel if you are backpacking and want to meet other travelers. Make sure you eat there and stay for the drums after!",Atlantic_Hostel,Essaouira
 May 2017,5,amazing atmosphere and staff!!,"amazing place, great terrace, the staff is the best, really relaxed, very welcoming, they do amazing dinners, and then they play yambé, This is the real experience. Muslim country, but here you can meet free bereber people",Atlantic_Hostel,Essaouira
 May 2017,5,"Affordable, clean, fantastic staff","My friend and I arrived an hour or so before our scheduled check in and the staff were nothing but kind and helpful, letting us check in to drop our bags so we could get out and explore. The hostel was very clean with lots of fresh air and natural sunlight (if you're easily woken up by the sun I would recommend an eye mask). The terrace is beautiful and huge! Large spaces both in the sun and in the shade - a bonus were the hammocks. We didn't stay for dinner but ate their breakfast (20DH, 2 euro) which was large, filling, and a good balance for a great price that you wouldn't get elsewhere. We planned to take a night bus to Fez and they helped us book tickets that saved us money and hassle, such a relief from most places that will overcharge because they know they can. Great…",Atlantic_Hostel,Essaouira
 April 2017,4,Vibey!!,"If you can look past the cleanliness, this hostel is great fun! the staff are friendly and SO welcoming. They organise a whole range of activities for you to choose from while you're there from group dinners to kayaking. The rooftop is just spectacular and you'll meet so many people from all walks of life. The cleanliness of the private rooms wasn't the best, but the vibe of the whole hostel make up for it! we felt like family after just 2 days!",Atlantic_Hostel,Essaouira
 May 2017,1,Very nice city but this hostel is dirty,My first time in this city was really great time. But never again in this hostel everything going wrong Beds not clean . toilet not clean. Owner not kind really no need to be there I don't understand why people give an excellent for this dirty place. Not recommended There are many clean hostels in the area with same price.,Atlantic_Hostel,Essaouira
 April 2017,5,Easy to come hard to leave,"I started my Morocco from Marrakech. Came to this beautiful town and just wished not to move because here's all I need to be happy and relaxed. Atlantic Hostel I find perfect. Everything is 10 min away. Just 20 m is a local market where you can buy real fruit (not artificial that we got in Europe), fish and meat as well The place has great location. Interior is Moroccan... Looks so cool. It's like tower with stairs in the middle, that leads you to a terrace. Every floor has new toilets and showers, beds are comfortable and it's clean so well. I liked the people who where there... Sebastian, Max, Hugo,Andreas, Nabil, Galileo and Muhammad are like brothers to me now. Definitely would come again. And terrace, you should check it. It's wonderful...",Atlantic_Hostel,Essaouira
 March 2017,5,why not atlantic hostel,"we stayed in this hostel 2 night and wish to stay longer; very friendly staff and helpful the rooms are beuatiful and clean ; very nice breakfast and cheap, the staff palys music every night , the best roof toop ever with a beautiful view",Atlantic_Hostel,Essaouira
 March 2017,5,the best terrace ever,"nice location in the heart of the medina , near to the markets and the beach, the staff is awesome and very helpful, the rooms are so nice i stayed in 16 bed dorms and it was ok, good breakfast for 20 dh only and dinners for 60 dh, reallyenjoyed",Atlantic_Hostel,Essaouira
 February 2017,5,the best BEST !!!,best best best so far!!!! i love this place and people they help you of anything you want lot of fun .the best roof Top !!!! Wow its amazing and also they do dinner . dinner was amazing Saida best chaff cocking!!! And . nice to meet great new friends there . Oussama and abdel the best hospitable ever been see!!!! the music was great they play sahara music with drums was every body in the hostel was happy with everything i will come back for Sure thanks guys for all !!!!!,Atlantic_Hostel,Essaouira
 February 2017,5,Oasis of peace,I would definetely recommend this hostel if you're visiting Essouira. The rooftop is an oasis of peace while located near the busy market streets in the city centre. The staff is very friendly and hospitable. And you'll meet lots of other people at the rooftop. Bit hard to find but that's of course the charm of the city.,Atlantic_Hostel,Essaouira
 February 2017,2,"Party, smoking and drinking","This hostel was dirty and there were a lot of smoking, drinking and party. So if you're not into party all night long, don't book a night here! My friend and I had a room on the top floor, but because of heavy rainfall everything was wet outside of our room, which wasn't nice. The staff was friendly though and it's a really social hostel.",Atlantic_Hostel,Essaouira
 January 2017,5,cheap n cheerful,"Awesome Hostel They have been wonderful to me and made this place feel like home for me. The Hostel is far off the touristy backpacker places in essaouira, and it's located in the bottom of the bleu old city... What made me really enjoy my time here was the people I met. It didnt even took a while when everyone felt comfortable we had so much fun. I experienced GREAT hospitality, tidy, neat and affordable... Atlantic is a wonderful backpacker hostel, where you can meet wonderful people and ,even though it's quiet inside the big city, have a wonderful time! It's clean, quiet, So with that being said 1. Price - very reasonable price rates 2. Clean- the beds were clean, and the room was, 3. Quiet- yes very Quiet 4. Very spotty- and kept dropping. 5. Location. - great…",Atlantic_Hostel,Essaouira
 January 2017,5,Great atmosphere!!!,"I loved it here! First of all, Essaouira is a beautiful city. The hostel is big and has a big rooftop as well. There you can enjoy a nice breakfast and meet up with people during the day or in the evening. The people who work there (also volunteers) are very open and want everyone to have a good time. They eat together and if you happen to walk by, you must join, it's very nice. At night there is time for fun and music, but not so much that you couldn't sleep if you want to. The hostel is in de medina and you can also book surfinglessons there. I'm definitely going back here :)",Atlantic_Hostel,Essaouira
 December 2016,5,Best place ever,"the best hostel i've ever stayed. everything was good while my staying there the staff was really nice especially the Criziest guy Rachid and Yunus. they have a wonderful rooftop, nice breakfast, hot showers. thank you guys for everything that you did with me tell next time ;)",Atlantic_Hostel,Essaouira
 January 2017,5,Just awsome,"I was booked for 2 nights, but because of the atmospher and the amazing Staff Especially Yunus, i end staying there for a week :) its really a good place, with a Spectacular Terrace. and thank you Yunus for leting my staying there Nice, hope to see you next time",Atlantic_Hostel,Essaouira
 January 2017,5,Best rooftop terrace !,"Great hostel with a very relaxed vibe. Amazing rooftop terrace with a great view over Essaouira and the sea. It's perfectly located, close to the main market street and also close to the beach. Dorm rooms are small, but get cleaned daily. Breakfast is great! Served for 20 dirhams on the terrace with coffee, omlette, bread, yoghurt and a banana! Also the offer a nice dinner every day which you can join for a small contribution. Definitely recommend staying here!",Atlantic_Hostel,Essaouira
 December 2016,5,Viva la COUSCOUS!,"What is there to say about the Atlantic Hostel in Essaouira? Plenty. But let's cover the basics first. The hostel is firmly in the category 'shabby chic'. The building is old, circa 1700's, but in generally good repair. Many of the old features have even been highlighted in a somewhat eclectic style (you'll see what I mean when you get there). Yet whilst some of the older plastering may be crumbling the hostel itself is kept remarkably clean. The cleaning women do a fantastic job and are always cheerful. The showers have a knack to the timing for hot water (usually best when there are less people using them) and the toilet facilities are good. The view from the terrace is fantastic and you are sure to spend many a memorable night enjoying the bands and music or relaxing…",Atlantic_Hostel,Essaouira
 December 2016,5,Great place,"Lovely hostel with nice and chilled atmosphere. It's located in old Medina, so it's a perfect location. You have to try the dinner. It was the best food we had in Morocco. And the surfing classes are great!",Atlantic_Hostel,Essaouira
 November 2016,3,"Nice staff, dirty and old building","Went to the Atlantic hostel from a recommendation from a friend in Marrakech. When we got there, the staff was helpful and friendly. However, the building is under average to bad condition, especially with the pile of rubbish and left over mattresses in the corner on the terrace. We left after one night and rented a whole flat just outside the medina for the same price of a private room at Atlantic.",Atlantic_Hostel,Essaouira
 December 2016,4,"Amazing vibe, but rough around the edges.","This place is absolutely amazing and the source of most of my best memories of Morocco. The staff is outstanding and genuinely cares about you. The vibe is chill and dinner is excellent. Drum parties almost every night. But if you are picky about your comfort levels, you might have a tough time. You have to go next door for a warm shower, and cats everywhere meant I had a tough time with my allergies.",Atlantic_Hostel,Essaouira
 December 2016,5,"Fed by cous cous, hapliness ensued","It is the staff that makes this hostel so lovely. Sure it is Seth in a lovely 4/5 storie riad in the centre of essaouaria, with a prime rooftop overlooking the city, but the staff. Cous cous in particular, are awesome... Not only does he cook up an awesome feast for you, but he will even make sure you've got a spiced tea as he plays the drums for his guests and jokes around with everyone that they will never leave. Awesome place. Loved my time there.",Atlantic_Hostel,Essaouira
 December 2016,5,GREAT HOSTEL,"We had a couple of days in Essaouira and stayed in Atlantic hostel. Host (Yaseem I think) was just great. Like the rest of the team. I really liked Fatiha. Hostel has beautiful interior were you can hang out. Terrace is just great, with amazing view. Breakfast and dinner are exceptional. Like all the food in Morocco. Well I hope I'll come back soon.",Atlantic_Hostel,Essaouira
 November 2016,5,My all time favourite hostel!,"Wow. What a great experience I had staying here. Got recommended it from another traveller I met, abd it lived up to all the hype. Couscous, the chef, cooks the most amazing food every night for all the guests to have a big feast together. He also helped me organise my Sahara desert safari and accomodated everything else I needed. The hostel has such a good, casual, warm feeling to it. Easy to meet fellow travellers and each night the bongo drums came out and everyone got involved. Easily the best hostel I've been in and could not recommend it anymore to other backpackers!!",Atlantic_Hostel,Essaouira
 November 2016,4,"Friendly staff, good location, good breakfast","Essaouria and Atlantic were a breath of fresh air after Marrakech. The staff were extremely friendly, the hostel was relatively quiet at night and they served a breakfast beyond just bread and jam. Wi-fi isn't great and seemed to cut out a lot. They have a beautiful terrace where you can hang out. Overall, a pleasant stay.",Atlantic_Hostel,Essaouira
 November 2016,2,"""Wallet on legs""","The tittle is a quote from the manager of the hostel, so if you wanna stay in a place that don't see people, but cash and try to squeeze evry last dhiram out of you, your welcome to stay there. Often nice guest there though.",Atlantic_Hostel,Essaouira
 October 2016,5,Amazing people in an amazing place with an amazing atmosphere,"I've been spending a lot of time in this hostel. Because of its location, that is right in the middle of the medina, near to all the accomodation, the beach and the port. Because of its terrase where I spent almost half of my time in Essaouira, amazing place for sunset lovers. Because of Couscous THE chef and his amazing dinners from traditionnal moroccan food and also really affordable. Because of the amazing atmosphere, chilling, music playing, chilling and chilling. And because to its exceptional manager without who it would be just an hostel among the others. Thanks a lot !!!!!!",Atlantic_Hostel,Essaouira
 November 2016,4,Best atmosphere,"This hostel has the best atmosphere of any in Morocco. Tucked away off the main market street of the medina. 3 floors of room and a roof terrace with panoramic views of the town. Only 5 mins to the beach. The manager, Cous Cous, is a very friendly and helpful host as well as being an excellent chef and speaks great English. The other staff speak fair English and are helpful but tend to like to put off questions. Only a few cons at this place being that there are a few bedbugs and fleas about due to the cats and minimal cleaning compared to the amount of people here. Also hot water was hit n miss in the mornings. I would recommend as I had the best time here and would stay again.",Atlantic_Hostel,Essaouira
 October 2016,5,A great hostel in the Medina,"Great hostel, classic relaxed backpacker vibe, run by local Morrocans who are very friendly and helpful. Traditional Morrocan dinner is cooked for everyone several nights a week. A very good atmosphere.",Atlantic_Hostel,Essaouira
 September 2016,5,Amazing traveler vortex. Did not want to leave!!,"This hostel really makes Essaouira one of those special places that you want to get stuck in. Cool staff, great vibes and interesting people coming through. Hostel is clean and functional but it is really the atmosphere that keeps you here day after day after day. Highly Recommended!",Atlantic_Hostel,Essaouira
 September 2016,5,Never wanted to leave.,"Stayed a week at the Atlantic in September after initially booking only the two nights. The hostel seems to attract the right kind of people for a social and loving environment. The staff are absolutely great people and full of character. From the moment you step through the door you feel as though you are being let into the family and their home, not just your ordinary hostel. The rooftop terrace is a perfect way to compliment the atmosphere of the hostel, comfortable and relaxing yet social and atmospheric, mixed with great views of the medina. Couldn't recommend this place more. As an end note, I'm actually heading back in November I loved it so much.",Atlantic_Hostel,Essaouira
 September 2016,4,Spent a lot of time on the rooftop,"Staying here was definitely one of the highlights to my trip. We came in a group of 8 and it only cost us £107 each for the two nights and that's including tax. We had no problems with signing in. On arrival we were shown straight to the rooftop and given tea. The man called Cous Cous was an absolute legend, we love Cous Cous. The rooftop over looked a lot of Essaouira. It was a little windy, but it's was beautiful. Lots of blankets and sofas provided. A pretty edgy place, full of patterns, tiles, posters, and music. Always something going on and if their wasn't, then everyone whom worked their was very friendly and helpful when it came to suggesting places to eat, places to go and things to do. The beds were basic, but fine- just what we needed. Had lockers just outside…",Atlantic_Hostel,Essaouira
 September 2016,5,Highlight in Essaouira,"Although we had bad luck with our room, our stay was just awesome! The people who work there are amazing. It feels like one big family. We went with a group of 20 people from the hostel to a cheap lokal moroccan restaurant, guided by Couscous, the cook of the atlantic. He is a wonderful person and a bit crazy ;). The hostel has a roof terrace in the 4th floor which overlooks the whole city. Up there are plenty of couches to relax and hang out till late night. The hostel also serves tasty breakfast at the rooftop for just 20 Dirhams. If you're searching for a vibrant and welcoming place, then this is right for you.",Atlantic_Hostel,Essaouira
 September 2016,5,Lovely hostel full of great people,"Just stayed here for one night before going to Marrakech. We got to the hostel quite late in the evening, but arrived just in time for the big group dinners they arrange. For just 60 dirhams (equivalent to 4/5 pounds, had a 3 course dinner in a great environment, was able to meet loads of new people, and the food was absolutely amazing cooked in the CousCous kitchen with love and heart. All facilities were really nice, there was a good chill space downstairs, loads of cats wandering around if you're into that kind of thing. Big highlight for me was the roof terrace which has views over the whole town, really nice cushions and blankets and a little bar with music. Hostel is well located and pretty easy to find. Also the guys who run it are super nice and will help with any…",Atlantic_Hostel,Essaouira
 April 2016,5,Great stop,"I will come here on all my future Essaouira stops. It was dirty in the way most backpacker hostels are and as you can see from the photos, the roof terrace is excellent. It's windy but such a nice view and comfortable seating areas with an affordable bar and always lively. The bathrooms are a bit rubbish but they are enough. It's a massive place, constantly buzzing and great fun. The best hostel I've stayed at in Essaouira.",Atlantic_Hostel,Essaouira
 August 2016,5,Very good experience!,"Location is really good right at the biggest market street but far enough away to ensure a quiet stay. Beach is around 10 minutes away, depending on how far away from the town you want to go. Staff is very friendly and makes good breakfast! Rooms and beds are clean and the sheets are either changed or at least made for you every day, which is nice. Showers and everything are clean and have good pressure considering the relatively small town. Also the cats are a cute. A CUTE!!",Atlantic_Hostel,Essaouira
 August 2016,5,Awesome fun!,"Great hostel, I loved my stay here I still cannot believe the service and facilities you get for just 5€ it's amazing! Beds are comfortable, roof top is good fun and the atmosphere is very friendly. Great place for a solo traveller! The staff are extremely friendly and helpful, not one compliant at all.. Definitely highly recommend staying here!!!",Atlantic_Hostel,Essaouira
 August 2016,5,Road trip Morocco,"Place is full of cool people sharing their travel experience with big smiles. We only stayed one night. The hostel is close to every convenience needed ( food, drinks and other stuff). Employees are available at all time to answer any question and advice you well about what's nice to see in the city. I'll come back anytime !",Atlantic_Hostel,Essaouira
 August 2016,5,Missing Atlantic hostel already,"Brilliant stay, made loads of friends. Staff were amazing Thankyou Jeff, rashish, Ziad,azizs and kahlid. Great terrace. I want to go back every day was an adventure. Next time I go I'll defo go surfing",Atlantic_Hostel,Essaouira
 July 2016,3,Ups and downs,"We stayed here for about 4 or 5 nights in a private room and overall it's a fine hostel. The rooftop (where two adorable kittens lived) was a great place to hang out, meet people and enjoy the view. Very inexpensive breakfast served here (20 dh). Staff is friendly and there is music upstairs at night. However the hostel is pretty dirty, and in general I don't consider myself super uptight about stuff like that. Our room was honestly a bit gross and I'm not even going to start on the ""wallpaper"". Location is great and I loved the city, but maybe there is a better place to stay. However, the value for money is alright.",Atlantic_Hostel,Essaouira
 July 2016,5,Amazing place!,"This hostel is an amazing place to stay during your trip to Essaouira. I guess this is also why people tend to stay longer than they originally planned, and so did we. The staff is very friendly and helpful, it has a great relaxed vibe mainly due to the amazing rooftop terrace where there is always someone to hang out with. The breakfast is good, the location perfect in the middle of the heart of Essaouira and the two small kittens they adopted are just too cute. I would recommend this place to everyone, couples (as I visited this place with my boyfriend), solo-travelers (as there is always company of fellow travelers), volunteers (I would definitely choose this place to volunteer) and all other people looking for a relaxing place to stay.",Atlantic_Hostel,Essaouira
 July 2016,3,Opinion,"For 4€/ night it was good. And even my friends didn't like to sleep in the boat, I enjoyed. I recommend this hostel, because the host are really nice and they give you the opportunity to work for accommodation and meal. So I think it's a good opportunity to visit and work",Atlantic_Hostel,Essaouira
 July 2016,1,One of the worst run hostels I've ever stayed at.,"Rooms are clean. Cats are cute. Atmosphere is great. But honestly this is one of the worst hostels I've stayed at. The staff know absolutely nothing about Morocco or even Essaouria. Could never answer any of my questions or help me with anything. Vaguely told me to go ask someone else. The Moroccan staff treat the Western staff like s*#t. The men constantly made inappropriate comments towards the females & always touchy. Some of them made me feel extremely uncomfortable. There were always a bunch of random Moroccan men, including the Boss who would sit around and drink and smoke all day, lurking around upstairs who are incredibly sleezy and very touchy. Don't book the Sahara tour with them - the transfer to Marrakech doesn't exist. And when you're stuck in the middle of…",Atlantic_Hostel,Essaouira
 July 2016,5,12/10,"Amazing AMAzing AMAZING. Wow. I do not know where to begin with this hostel. Firstly the staff (Khaled and Rashid) were so so welcoming and helpful. They taught my friends and I how to make tagine one night. The roof terrace is a huge plus! This is what makes the hostel so sociable. The views are amazing, there are plenty of sofas to sunbathe on, both under a roof and outside, and a bar upstairs to buy as much alcohol as possible ;) It is the perfect hostel to stay in both with friends or solo. I was in a group with 3 other friends, and the majority of the friends we made there were traveling solo. We met 2 girls and a guy who got on so well they teamed up and travelled together for a week. Honestly one of the most social able, friendly, and beautiful hostels I have EVER stayed…",Atlantic_Hostel,Essaouira
 June 2016,4,amazing hostel nice and cheap,"Cool hostel right in the medina. Comfortable beds, amazing rooftop bar to chill at and good vibes allowing you to ,meet interesting people. Staff were very relaxed and friendly. Only room for improvement is taps didnt work in one of bathrooms and laundry was same price as bef for a night. Overall definitely recommend staying here to enjoy the fantastic town of essaouira",Atlantic_Hostel,Essaouira
 June 2016,5,Great place to meet people,This was a great hostel! The roof top terrace is a great space and it was easy to meet people there. Also it has a bar which was a nice change in Morocco! The hostel is just off the Main Street so just moments walk from the shops and an easy walk to beach and port. The staff were really friendly and helpful and if it's a bit too noisey to sleep at Atlantic you can cross the road to sister hostel cloud nine for a quiet night. Great prices and I would definitely recommend to other solo travellers,Atlantic_Hostel,Essaouira
 May 2016,2,A big let down,"We joined the hostel dinner 60MAD but the soup starter and the caramel cake (a supermarket jello) was really disappointing. During my visit it was raining so we couldn't use the roof top terrace. Inside it felt quite sketchy and we really didn't feel comfortable, so we changed hostels to the surf and chill hostel which was so much better!!",Atlantic_Hostel,Essaouira
 March 2016,4,Nothing without Chef Couscous,"2 things separate this hostel from the rest in Essaouira - their rooftop, and their chef, Couscous. If you don't enjoy rooftops, and you don't eat food then find another hostel. Couscous is the heart and soul of this hostel, and without him, it would be JUST another hostel. Stay for at least one of his group dinners. Other bonuses of staying at this hostel is the beer served on the roof, and the location in the heart of the old town, 10 mins walk to the fish market and old Portuguese fort. They do however need to work on a few things - cleanliness is an issue here, I understand it is a busy hostel, but more time needs to be spent cleaning such a busy place. Showers are very limited in number for the amount of beds in the hostel, it would be quicker to go for a swim at the…",Atlantic_Hostel,Essaouira
 May 2016,2,Don't book a private room.,"My boyfriend and I opted for a private room which was a horrible choice. Our room was just a box built of 2x4s off the main walls and our ceiling was the base of the terrace so therefore very loud. It was cold at night and the window was missing glass. The sheets were thin and ripped. We had a sink and toilet on our floor but there was rarely toilet paper and the sink smelled horrible. Overall up keep was lacking. Pros- terrace was a great spot to meet people and hang out, tall beer 30dh Probably wouldn't have been as disappointed if we stayed in a dorm.",Atlantic_Hostel,Essaouira
 March 2016,3,Nice Rooftop,"This hostel was fairly basic as most hostels in Morocco are. Had a really nice rooftop and was in a convenient location in the Medina and was quite easy to find. About a 10.-15 min walk to both the bus station and the beach. The breakfast was really good and good value. The hostel dinners cooked by the chef Couscous, were really good and is a good way to meet people. The rooms were pretty small and not really much space to leave your bags and there was a lack of bathrooms only (only two per floor) but again, that is pretty standard in morocco.",Atlantic_Hostel,Essaouira
