 November 2022,5,Hidden arabesque boutique cozy home,"Absolutely loved the Riad! Hidden gem inside the madina in Rabat. Quiet, beautiful interior, little boutique and cozy place with arebesque modern details, beautiful courtyard, and outdoor area garden with a pool. Staff very friendly and accommodating. Highly recommend for a unique and cozy traditional modern experience in Morocco!",hotelName,city
 April 2017,3,Ran out of hot water in the middle of the night,"This is a lovely Riad and our two night stay could have been a wonderful experience if it weren't for the lack of hot water when attempting to take a shower in the middle of the night. When we notified the night staff on duty, they mentioned the primary tank was exhausted and needed to turn on the secondary tank. Asked us to wait 5 - 10 minutes for the hot water to be available; the hot water wasn't available even 2 hours later! We were at Rabat in April and it gets quite chilly at night. We resorted to using kitchen's hot water boiler and a bucket and to complete the shower! This is not something you'd expect from a 4 star Riad. Hopefully the hotel will address the issue with their hot water system as the Riad is beautiful and their restaurant serves great food.",Riad_Kalaa,Rabat
 April 2017,5,Very nice one night stay,"We stayed in this Riad in Rabat for our first night after flying into Casablanca. The hotel arranged a wonderful driver who met us at the terminal exit and drove us to the Riad. The Riad is ideally located in the Medina, only a few blocks from the car road. We were served mint tea and cookies upon arrival. The Etoilee Suite on the first floor was very spacious and romantic, with a separate sitting area. I believe it was the most expensive suite in the Riad. There is only a fabric drapery curtain separating the bathroom and the bedroom area. The shower is large but the sink and toilet areas are a bit small. Wish the room was brighter but this seems to be a problem in all the riads in Morocco. We ate the prix fixe dinner here. A bit pricey at 300 dhs. per person by a…",Riad_Kalaa,Rabat
 April 2017,5,Dreamy Riad,"This is the first Riad my friend and I stayed in as part of a tour we did with Around Morocco Tours. From the moment we walked in I was in love with the style and serenity. The rooftop terrace and plunge pool were a highlight after a long day. It's ""the stuff dreams are made of...""",Riad_Kalaa,Rabat
 April 2017,5,Enjoyed our stay.,"We recently spent one night here, and enjoyed it. Our two rooms were gorgeous; in particular the the accent lighting that changed color on demand, and the whirlpool tub. Couple that with a friendly staff and good breakfast - what's not to love?",Riad_Kalaa,Rabat
 March 2017,4,Comfortable Stay in Rabat,"While on holiday, me and my wife stayed at the Riad Kalaa. The Riad is ideally located for a tourist. We found the Riad very comfortable in terms of its facilities. More importantly, the friendly and welcoming staff made our stay memorable. The food too was very good. Overall, great value for money.",Riad_Kalaa,Rabat
 March 2017,4,Relax and let go... at massage,My mother and I enjoyed a most relaxing week at the Riad Kalaa! Breakfast was a treat every morning: a special mention to the wonderful breakfast lady;-) A very kind and helpful staff made us feel more than welcome. The courtyard is magnificent and truly enchanting in the evening. Make sure to have dinner at the Riad Kalaa and pre-order the stuffes fish before 10 a.m. Our first trip to Marocco couldn't have been better!,Riad_Kalaa,Rabat
 March 2017,4,Friendly and central in the old medina,"Lovely, clean hotel with nice rooms facing a central courtyard. Top floors have external windows. Perfume rooms are the smaller top floor rooms. Nice rooms in different color schemes, with private bathrooms, TV, wifi, double beds. Beds are a bit hard, but this seems to be the rule in Morocco. Breakfast served in courtyard, coffee/tea, pancakes, jams and honey, cheese, croissants, dried fruits. Small swimming pool on top floor and a seating area. Short walk to restaurants, but they also have an in-house restaurant that we did not try. Friendly and flexible service, dependable car service.",Riad_Kalaa,Rabat
 March 2017,4,Charming Riad lacking in customer service,"We enjoyed our night here -- our suite was clean, modernized, and quite comfortable, the location is excellent, and our dinner, though expensive, was quite good. What's missing is customer service. We were barely greeted upon check-in, and our bags were not brought up to our room. We had to seek out a staff member for questions, and at no point did a staff member approach us to see how we were faring.",Riad_Kalaa,Rabat
 February 2017,5,Great place to start our Moroccan vacation,As part of a tour with Morocco Expert Tours we spent our first night at Riad Kalaa. We had researched it before the trip but we're really happy it exceeded our expectations. Our hostess greeted us with a warm welcome and traditional mint tea. This was our first experience with a Riad and we just loved the center atrium. Our room was modern with high ceilings and had a great soaking tub that my wife loved. The king bed was very comfortable and the room was so quiet and dark that we woke up late the next day. Very relaxing. We had dinner and breakfast there and the food/presentation were excellent. Not formal and very comfortable. We will be staying in a few other Riads on our trip but if they're like this one then we will have a great vacation.,Riad_Kalaa,Rabat
 January 2017,5,An amazing riad in Rabat,"Enjoy both convenience and comfort with a stay at Riad Kalaa, an idyllic accommodation combining modern-day luxury with traditional Moroccan culture. The location is great, right near Consuls street and the Kasbah of the Oudayas in Rabat, making it easy to access everything the city has to offer. Upon arrival, I was immediately taken by the majestic Moroccan charm of the riad. It has absolutely beautiful interiors, with clean, natural colors and plenty of foliage and greenery to brighten the place and make it feel alive. I was greeted as soon as I entered, and the entire staff was friendly and welcoming form the moment I arrived. I checked into one of the 1000 perfume rooms, each aptly named after a fragrance of Jasmine, Amber, Musk, or Sandalwood. The rooms are located on…",Riad_Kalaa,Rabat
 January 2017,4,Nice place to begin our adventure,"Riad Kalaa was the first of several riads that we stayed in during our trip to Morocco. It was a little smaller than some of the others, but did not lack in charm. The courtyard was beautiful and the rooms were very traditional looking. Ours was located on the second floor where there is a pool and terraces. Breakfast was very good with an assortment of breads and jams and fruit. The riad is in a great location right in the medina. We walked through the medina in the evening. There was a lot of activity and we felt very safe. It is not like Fes or Marrakech, there were more locals just hanging out and eating. It wasn't very touristy from what I saw.",Riad_Kalaa,Rabat
 November 2016,2,Looks are very skin deep,"Riad Kalaa looks good when you first arrive. While its bones are traditional, the makeover is very funky. Great colour schemes and interesting furniture. It started well but went down hill quickly. Service is at best chaotic. No one appears to be in charge. The two most obvious candidates appeared to be arguing quite a bit of the time. The staff appeared busy but there was little focus to the activity. At one point I had to almost pounce on the restaurant staff to get their attention and make sure they did not leave until they had taken our order, fearing we would not see them for another 30 minutes. The rooms look good but have many failings - effectively no lighting, so unless you have a kindle or ipad you will not be reading in bed! Very average toiletries and the toilet…",Riad_Kalaa,Rabat
 January 2017,2,Good place to stay but bad service,"We stayed for 2 nights me and my wife. The Hotel location is nice only 4-5 min walk from the medina parking spot. But, bad service we asked for room service they hand us the food and told me to take it to the room. All of a sudden our TV cable stopped went down to complain and they came saw it's not working and left telling me that they will be back. I was waiting for a long time till I gave up. Apart from the services of the staff the Ryad is in a good location. If you don't care about the service it's a nice place to stay with good rooms for couples only.",Riad_Kalaa,Rabat
 January 2017,5,Precious,"After wandering along the small maze like streets, & you arrive at your doorway, & are wowed. The courtyard & rooms are spectacular & quite a surprise. The staff is outstanding. Mustafa was our Tom Cruse! Just remember to not hit the main switch off if you're sharing a room!",Riad_Kalaa,Rabat
 December 2016,4,Good hotel but could be improved,"We stayed two nights at Riad Kalaa in December. The location of this riad is excellent. It is a cheap (around 10dh) ride from the train station. And you can easily walk to many attractions like the Oudaya Kasbah and Andalusian garden. Chellah and the Hassan II/Mohamed V monuments are not too far away. As the political center, Rabat is extremely clean and orderly, which probably leaves the best impression among all the cities we visited in Morocco. The rooms are nicely decorated, however when we entered it, there were 5 or 6 flies inside, which certainly left a bad first impression. Moreover if you happen to have a noisy neighbor, you may suffer from insomnia, since you can easily hear everything going on in this riad. The terrace is quite nice though. Regarding the service,…",Riad_Kalaa,Rabat
 December 2016,4,Very nice stay in the heart of Rabat,Our family of 5 spent a very nice couple of nights at Riad Kalaa. The rooms have a lot of charm and nice bathrooms. The food was good and the staff friendly. The location is perfect if you like walking round to explore the medina and the rest of the city.,Riad_Kalaa,Rabat
 December 2016,4,Lovely stay and first night in Morocco,"My wife, two kids (10 and 12) and I spent one night there after a long commute from SA. Riad Kalaa was a lovely place set in the old Medina, very close to the markets and eating places. The hosts were very friendly and service was very good. Positives were: - Good communication with Riad and parking was easy to find and convenient - Rooms were very beautiful - Breakfast was awesome On the negative: - Room are on the small side with little space to move but perfect for a night stay over - There was no hot water when we arrived but was rectified later than afternoon Overall was a very comfortable and enjoyable stay.",Riad_Kalaa,Rabat
 December 2016,4,Very comfortable in a good position,"This is well located in the medina - a very easy walk to the souk & Kasbah. The 2 rooms our family had (chambres berbiere and courtesan) were very comfortable but not overly spacious - on the ground floor they were adjacent to the restaurant so breakfast & dinner created a few noise issues. Rooms on the upper level would be preferred but there is no lift! There is a very pleasant terrace on the roof with a pool, very comfortable outdoor furniture & drinks can be served there. Dinner in the Riad restaurant - samosas, chicken & beef tagines & some pleasant Moroccan wines was both enjoyable & reasonably priced. Breakfast was typical Moroccan fare with some excellent breads, preserves & coffee. A good choice to stay in Rabat",Riad_Kalaa,Rabat
 October 2016,2,A Disappointment,"This riad failed to achieve the standards one expected, in my opinion. The bed was uncomfortable and I suspect was the source of a number of bites we received. Staff had to be reminded to provide basic amenities like fresh towels and pillows. Breakfast was disrupted by multiple bees/wasps feeding on the uncovered jams. The room had to be prepared after our aarival in the late afternoon!",Riad_Kalaa,Rabat
 November 2016,4,A Great Place to Be - On Rue Zebdi,"A lovely riad only two minutes walk from the Boulevard Laalou entrance to the medina. We stayed for 3 nights at the start of our week in Morocco and then one final night in a different room. Each room was comfortable and slightly unique, with its own charms and quirks. The bedrooms of the 1000 perfums rooms aren't huge, so we took up a fair bit of room with our two admittedly overly large suitcases. The courtyard, terrace and balcony areas are really attractive. We looked forward to breakfast each morning - fruit salad, yoghurt, breads and jams, cake. A good start to the day. The riad really felt like a homely place to come back to after a day of bustling around the city, with all the staff being friendly and welcoming. Excellent wifi too. We were definitely pleased with our…",Riad_Kalaa,Rabat
 October 2016,5,Very beautiful!,"This hotel is GORGEOUS! It's a great location in the Medina. Our room was so nice! It even had a fireplace! Each and every detail of the room was intricate with tile work - I mean, wow! The room was comfortable as well. I would recommend you stay upstairs. If you stay downstairs, you're very close to where breakfast occurs (if you're like me and like your space).",Riad_Kalaa,Rabat
 November 2016,5,Can do attitude,"iad Kalaa is a top place to stay. If you're driving there then make sure you understand where to park, as it can be quite confusing. The parking is a few minutes' walk from the Riad (through a little backstreet alleyway maze). Professional staff that generally understand English (though prefer French). Rooms very comfortable. They were very in tune with our childcare requirements and most helpful to our requests (palpable can-do attitude). Embarrassingly we were the loudest group (with our kid) and there is definitely a potential for thin walls / living near others to influence the peace especially at night / in the morning. Maybe bring some ear plugs in case there's a noisy group? Dinner at the restaurant was superb too (not cheap but very tasty). Rooftop view is very tranquil…",Riad_Kalaa,Rabat
 October 2016,5,Good experience staying in a traditional Moroccan Riad,"Salam I was staying at this Riad which is a traditional of Moroccan style it was good experience, comfortable, good breakfast. The only thing the entrance of the Riad you need to walk a little from St to reach it. all the staffs were very kind and I would thanks miss Aisha.",Riad_Kalaa,Rabat
 October 2016,4,Nice riad,I like very nice staff so hopeful room was clean food good and fresh good riad location is good too close to bazzar I will recommend it nice room and bathroom and quite too had tras roof good for relaxing and area around pool for have good time and reading,Riad_Kalaa,Rabat
 October 2016,4,a good riad to start to feel Moroco,"Good location, good staff, very attentive to the needs of the customer. A little old fashion but enough for one night and spend the rest of the time visiting the town, mausoleum, medina and then move to another city.",Riad_Kalaa,Rabat
 August 2016,3,Not as good as we thought,"The Riad is located in the Medina and is not accessible by car. On arrival we had problems to find someone who could help us with our luggage from the parking area to the Riad (app 8 minutes walking distance). At departure nobody helped us. Our room was not ready when we arrived in the late afternoon. The room was nicely decorated but a bit dark and smelt moldy. The bathroom had shown some signs of mold as well around the shower. If you opened the window or door you would loose your privacy because all the rooms on the ground floor are facing the courtyard where dinner and breakfast is served (tables 2 m away). Food was very good, atmosphere nice. The background music (Swing and R&B - why not Moroccan music?) was too loud. When we had finished dinner we tried to find some…",Riad_Kalaa,Rabat
 October 2016,5,Great value for your money,"Pretty, clean, unpretentious and reliable, great location. Friendly service - decent rooms - a bit small but very pretty and good bathrooms Lovely courtyard. Courteous and helpful, No nonsense place. I recommend it, and would return!",Riad_Kalaa,Rabat
 September 2016,5,Mystical Sanctuary,"Rabat is a vibrant and exotic city teeming with life. The city is a joy to experience but our stay at Kalaa made it all the more special. Easily accessible near the edge of the medina, and strategically placed near some of the cities best attractions, Kalaa was the ultimate place to have our base as we explored the city on our honeymoon. The food and service were outstanding. In fact the food was the best we had during our entire stay. The elaborate complimentary breakfast was immaculate. I'm picky about my coffee and it was consistently perfect (the tea was great as well). The inner courtyard was a peaceful respite from the buzzing city, and the rooftop area with pool was especially rejuvenating. The staff and service was friendly and prompt, they went above and beyond for us.…",Riad_Kalaa,Rabat
 September 2016,4,A charming and soothing stay,"My wife and I stayed here for three nights in late September on holiday. Overall, Riad Kalaa is a real oasis, and splendidly placed in the medina of Rabat. We had made an early reservation, and were very pleased to get a two-storie suite with the door opening right to the ground level base of the riad. The combined bathroom/dressing room was lovely on the afternoon returns from trekking in town. This small boutique hotel is mainly run by a team of charming women who are in every way very professional in carrying out their work. Since the hotel is in the medina, there is no access by car and the surroundings are calm and friendly. The French/Moroccan type of breakfast served every day on the riad center was definately the delight of our stay in the country. The location is…",Riad_Kalaa,Rabat
 September 2016,5,Fantastic Hotel & resturant,"Wow, what an incredible authentic beautiful hotel. The entranceway when you come in is and than entering into the main area is just so beautiful it is hard to describe. Friendly people working here. On the top floor they have an open area with chairs and tables, very comfortable. I would highly recommend this place. My girlfriend is still talking about how great the included breakfast was.",Riad_Kalaa,Rabat
 September 2016,5,Charming and perfectly appointed modern bed and breakfast in the heart of the old medina,"My daughter and I spent two nights in Rabat at this exquisite riad. Our room, the Starry Suite, was spacious and at the top of the stairs, we had easy access to a lovely roof deck and sitting room. The breakfast that was included In our stay was not only bountiful and delicious, but beautifully presented in a lovely dining area. The staff was consistently pleasant and accommodating and very easy to work with. In short, we would highly recommend this hotel to anyone.",Riad_Kalaa,Rabat
 August 2016,5,Beautiful riad and great location.,"We stayed for one night only. We had dinner and it was delicious despite being a little pricey. It was supposed to be three course meal , the starter was a selection of Moroccan salads that were very good. Main very good too and big portion. Dessert though as advertised was watermelon. Good, but I thought we would have some sweets. The room was excellent. On the top floor near the pool. Place is quiet and the location is perfect for exploring Rabat. Breakfast in the morning was delicious. I would like to go back next time.",Riad_Kalaa,Rabat
 August 2016,5,Spectacular boutique hotel in the heart of the old medina of Rabat,"From the moment we entered this historic building in the old, walled medina of Rabat we were mesmerized. From the serene central courtyard where breakfast and traditional Moroccan dinners are served, to the soaring carved wooden ceilings and ancient doors, everything about this exquisitely renovated 1815 Riad spoke of history, tradition and warm hospitality. Even the classic Arabic music playing in the background transported us to a different time and place. We had a delightful, relaxing dinner and wine in the courtyard and slept luxuriously in a room fit for a sultan and sultana. Magnificent!",Riad_Kalaa,Rabat
 July 2016,5,A wonderful riad in the perfect medina location,"Our two nights here at the Riad Kalaa were our first in Morocco, and it was a wonderful welcome to the city of Rabat and the country overall. The riad is peaceful and elegant; our room was truly beautiful and so comfortable. There are nice touches all around; no detail is too small to have great care given. Morning breakfast on the terrace was one of the best we had in Morocco, and an afternoon swim in the beautiful little pool was so welcome after walking the city. Highly recommend!",Riad_Kalaa,Rabat
 May 2016,4,A Perfect Place for Exploring Rabat,"This small boutique hotel proved to be a relaxing and well-situated place for our one day, one night visit in Rabat. The riad is tastefully furnished, with a lovely central courtyard open to the sky. There is a also a roof deck with a small pool and the enchanting sound of flowing water. Our room was quiet, clean, and the bedding was quite comfortable. We had a well-prepared dinner in the courtyard and an ample breakfast of Moroccan specialty pastries, fresh juice, honey, jam, coffee/tea. The manager was friendly and provided us with a useful plan and map for seeing the main sights of Rabat. This little boutique hotel is literally right across the street from the impressive Kasbah of the Oudayas, and just a few feet from the Rabat medina. It was also a reasonable walking…",Riad_Kalaa,Rabat
 April 2016,5,Get down and get local,"What a great place to visit. The town was excellent, the motel in the centre of the town area made the visit all that much better. We were with the locals, shopping and dinning then just a nice walk to our excellent hotel. Up to date facilities, but who cares it was a great place.",Riad_Kalaa,Rabat
 May 2016,4,Riad Kalaa restaurant,My wife and I had booked 2 nights at Riad Kalaa however there was a leak found at 11pm in our room therefore we were sent to another Riad (named EUPHORIAD) of a higher standard 5 minutes away from Riad Kalaa at no extra cost. Thus this review is only dedicated to Riad Kalaa restaurant where we had twice a dinner twice and that we recommendas good value for money restaurant.,Riad_Kalaa,Rabat
 May 2016,4,Beautiful Riad good location,Our room was beautifully decorated and very comfortable. Service is good with friendly staff. We were to have dinner at the Riad however it is not available on Sunday. No alternative than to walk thru the medina..which was fine. Breakfast is basic but still adequate.,Riad_Kalaa,Rabat
 April 2016,2,Somewhat Disappointing,"We stayed here for just one night during a quick stop in Rabat and left pretty underwhelmed. The riad is nice looking from top to bottom with a courtyard / dining space and roof terrace with a small pool. The rooms are cozy and nicely decorated, but the reason we were disappointed was the service and attitude of the staff. The minute we arrived for check-in we felt like we were an imposition by staying here. We were gruffly asked if we were at the right riad (we were) and quickly checked in without any feeling of warmth we had felt at other riads in Morocco. We weren’t asked if we needed assistance with our luggage and had to reach out for access to the air conditioning unit. We were very relieved to be only staying here for one night when we realized that there was no hot…",Riad_Kalaa,Rabat
 May 2016,3,Others have said it: beautiful Riad but terrible service,"Five stars for the property itself. Gorgeous and comfy with a truly lovely pool and sun deck. We booked the highest class room available, the Starry Suite, and the architecture and details of the room were stunning. Sadly, one star for the service. We were already a little concerned because communication from the staff prior to arrival had been poor. And then from the moment we arrived, hurried staff treated us almost as an annoyance. After welcome tea and a very distracted check in we were forgotten by the staff. No one ever introduced themselves. There was no explanation of the property or the area. No mention of breakfast nor even where it would be served. Eventually we tracked someone down and were finally shown to our room. Only bright spot on service was the gentleman…",Riad_Kalaa,Rabat
 April 2016,4,Excellent riad in great location,"We were allocated a room on the ground floor, which was very tastefully decorated and furnished. The bathroom was very well equipped. The roof terrace has sun loungers and a small plunge pool which we took advantage of. The problem was that the courtyard is also the dining room and the noise level continued until 2345h outside the room which made it impossible to sleep. This was the only criticism about an otherwise perfect riad.",Riad_Kalaa,Rabat
 April 2016,5,Great cultural experience,"The hotel was very cozy and clean I really liked the decoration of the rooms and the place in general, its very close to the market and to get there one have to walk through many alleys that give a sense of a big maze, it was awesome! internet connexion is good too.",Riad_Kalaa,Rabat
 April 2016,5,Very cozy,"We unfortunately only stayed for one night in Rabat, and loved our little riad. The room was very comfortable (if a bit humid) and the courtyard was lovely for breakfast and relaxing. The staff were very helpful and gracious. My only regret is not having dinner on site, as we arrived late from Casblanca, the menu looked very good.",Riad_Kalaa,Rabat
 April 2016,5,Outstanding boutique hotel,"Our family of four stayed at this outstanding place. We left the car at the gates and walked into the maze of little alleys and streets. The Kalaa has tastefully decorated rooms; newly renovated bathrooms and the kids just loved the rooftop pool, see our pic. The breakfast and food was really good and reception staff extremely helpful and very child friendly. We will come again.",Riad_Kalaa,Rabat
 April 2016,5,Great experience,"Peaceful, authentic, lovely service and great location. Also an easy access: a 3 minutes walk from the entrance of the Medina of Rabat. Indications to Riad Kalaa on the walls of the Medina. Safe, also when coming back late after diner dowtown. A no brainer! I will be back for sure.",Riad_Kalaa,Rabat
 March 2016,5,Great atmosphere,My husband and I stayed at Riad Kalaa for only one night. We would have loved to have stayed longer. The Riad is situated in the medina. Walking down the alleyways of the medina you would not imagine the beautiful riad hidden behind the large wooden door. Originally a house the rooms are located around the central courtyard that also serves as the dining area. It is serene with palms and a fountain and is softly lit at night creating a very romantic atmosphere. The rooms are well appointed and attractively decorated in Moroccan style. We ate at the riad. Probably not the cheapest option but a good one. There is a roof top terrace with an attractive pool area. Wifi is free. Bottled water is complimentry and there was a friut bowl and biscuits in the room.,Riad_Kalaa,Rabat
 August 2015,5,charming and authentic Morrocan!,"We stayed, as a family of 5, for 3 nights last August. The riad was beautiful and very comfortable. The service, including recommendations of where to visit and where to eat spot on for our needs. Dinner in the riad's restaurant was as good as the best restaurant we visited in town. If we go back to Rabat, this is definitely where we'll go and stay.",Riad_Kalaa,Rabat
 March 2016,4,Cozy place in Rabat,This riad is inside the medina. We thought our guide was taking us to a wrong place then we realized the riad is hidden in the narrow streets. It was a nice surprise. The food was very delicious and our room was very cozy!,Riad_Kalaa,Rabat
 February 2016,5,Great stay,"Very nice.. our driver was able to get a room right off the center court for the first night and then we were moved to the upstairs room which was also very nice.. comfortable beds, very clean. Breakfast was more than we could eat, eggs, yogurt, fruit, bread. We had dinner one night and the food was excellent. Service was also very good. Wine was not overly expensive. Would certainly return here. Very modern. They have a second location so be sure and ask for Kalaa 1.",Riad_Kalaa,Rabat
 February 2016,5,Wonderful,"First call !!! We were very well received, the manager gave us all the information about Rabat. All impeccable, breakfast and wonderful dinner. Close to important points to visit and very safe around. I recommend it to everyone. Wonderful experience",Riad_Kalaa,Rabat
 March 2015,5,"Beautiful perfection on the Moroccan coastline, nestled just inside the Medina","Probably the perfect place to stay in all of Morocco. Spending three weeks travelling around this hidden gem is about as perfect as you can get. As you walk into the sunny courtyard you will enjoy a mint tea and be guided to your luxurious room. The staff are friendly and helpful, they can answer your questions and book guides and activities for you. The rooftop lounge and seating area has a few day beds and small pool to cool off. Cost wise it is not cheap but sometimes you deserve to spend a little extra on yourself. The staff arranged for a beautiful meal at a restaurant just around the corner, through a wooden door that you would walk past without realising. The food was amazing the restaurant was stunning and the staff came around and washed your hands with rose water. …",Riad_Kalaa,Rabat
 December 2015,3,Definitely worth a second visit!,"Using traditional artwork and craftsmanship from all over Morocco -- Riad Kalaa did not fail to impress. From the soft hues of light emitted by its varied lamps, the oasis-like interior design of its central courtyard, the mystical bar area and stairway leading to its hammam / massage area... Riad Kalaa is definitely a sanctuary of peace and luxury for any weary adventurist / traveler in Rabat. If I find myself back in Rabat I would not think twice about going back to this place. Areas for improvement include on-site service (i.e., the lack of hotel-like service) during off-peak season, attention to cleanliness at the roof deck area (cushions were not laid out and tables were dirty perhaps because of the winter season), and minor maintenance work on rooms. An hour-long mix of…",Riad_Kalaa,Rabat
 January 2016,3,Slim pickings in Rabat?,"I found the place to be ok, but compared to places in Fez, not great. Was rated #2 in Rabat, maybe there are not better options? very friendly on checkin with tea, gave good maps, etc. Rooms clean but small. Some lack of privacy with just a curtain separating bathroom from sleeping area. Staff sometimes not in reception area and/or would not come when bell rung even if nearby. Pre-paying through website seemed to create confusion as bill on departure still charged for room, took some time to sort out. Hot water was out the first day. Eventually got re-started and was good. Spa was not in operation. Beautiful inner courtyard, but had flies swarming in center that made breakfast a little less appealing. The rooftop area was nice. Pretty well located. A mixed experience.",Riad_Kalaa,Rabat
 January 2016,4,Good place in Rabat's medina,"We stayed here two nights and had an overall good time. We had dinner at the Riad the first night and it was great. The Riad is well placed at the medina border, it is quite new and modern with a nice Moroccan touch. We had only one problem. As our departure was early in the morning we asked for a taxi and we were offered also a light early breakfast, but on the departure day neither breakfast not taxi were ready and nobody was to be found at the reception or anywhere else. Overall we warmly suggest the place even if it is not as personal and traditional as other Riads we visited.",Riad_Kalaa,Rabat
 December 2015,5,Like the set from Aladdin,"This riad is a mix of exotic with touches of hollywood - rooms decorated all in purple, bits of mural showing ants or odd faces along the walls. Each room is different and elegantly laid out (though sometimes quite small). The terrace is perfect for viewing sunrise or set and for enjoying a lovely pool (though it was very cold when we arrived). The main courtyard is a delight of Mughrab architecture and design with comfortable seating places and trees.",Riad_Kalaa,Rabat
 November 2015,5,Super nice place with a good mix of old and modern,This is by far the best place you can stay in Rabat for the money. It is owned by the nicest people in the world and they are very professional. It has the most bad@$$ rooftop with a pool and lounge. My fiancee and I stayed here on our honeymoon and would go back in a heartbeat.,Riad_Kalaa,Rabat
 December 2015,4,Very special stay,"The Riad is amazingly beautiful. The owner did a great job renovating this historic place. The attention to details in craftsmanship is truly remarkable. Why not 5 stars? The service while was professional, it felt under staffed. We had to wait in uncertainty for everything. From checking in, waiting for dinner/breakfast to getting drinks by the bar. And the shower was not very warm.",Riad_Kalaa,Rabat
 October 2015,5,Warm Welcome To Morocco,My husband and I spent the first 2 nights of our Morocco journey at the Riad Kalaa. From the parking lot it was a few minute walk through a rather narrow street to the Riad which is well situated in the Medina. Walking through the streets you have absolutely no idea what awaits you behind the high walls. When the door opened we were magically transported to another time - our room faced an absolutely beautiful courtyard. The room was spacious and quite comfortable. As we arrived late we enjoyed a terrific dinner at the Riad in the 'magical' courtyard lit by candle-light. A lovely breakfast was also served in the courtyard. The food was quite good. If you are looking for a special place - this is definately an upscale Riad that we highly recommend.,Riad_Kalaa,Rabat
 December 2015,5,Oasis in the medina,"We stayed for two nights in Riad Kalaa. It is located in the medina, so you need to walk a few hundred meters through the narrow streets, which by the way are perfectly illuminated at night. When you press the doorbel, a large wooden door opens to give the access to this little gem. There is a large central courtyard, where you can sit for a drink, breakfast or diner. Our room opened directly onto the courtyard. The room was small, but comfartable, and just like the rest of the Riad well decorated. Bathroom also small, but a good walk-in rainshower. There is a small swimming pool on the rooftop, including comfortable seat. Breakfast was good, fresh juice, pancakes, muffins, bread, yoghurt. Every single stafmember was very friendly. They serve good diner, and there are a few…",Riad_Kalaa,Rabat
 December 2015,4,Comfortable,The Riad is easy to find in the Medina and has a beautiful courtyard area. The walls seem a bit thinner than others we've stayed at as the street noise was quite pronounced. The rooms are 2-storey with the bedroom upstairs creating a bit more heat with the bathroom there also. Very clean and comfortable.,Riad_Kalaa,Rabat
 March 2015,5,Magical Place,"My only regret about Riad Kalaa was the fact that my partner and I only stayed for one night - during my birthday holiday to Rabat. Arriving in the evening and being led into the beautiful courtyard restaurant area was for me a defining image of this enchanting hostelry - hidden behind those high Medina walls. The bedroom was simple and characterful, equipped with everything one might need for a comfortable and relaxing stay. In the following days morning sunshine, the courtyard was redefined as a bright and colourful oasis of peace, where one could just sit in the sun and sip coffee all day - whilst continually noticing some or other uniqueness in the surrounding lovingly restored architecture of the place. We have vowed to go to this place again, possibly in the late…",Riad_Kalaa,Rabat
 November 2015,5,Beautiful retreat,"Although the rooms are a little small, they are beautifully appointed and extremely comfortable. The public rooms are beautiful. The service and especially the food, were excellent The food was the best of all the riads we stayed in with an extensive menu of choices. Breakfast was excellent and we thoroughly enjoyed our all too brief stay.",Riad_Kalaa,Rabat
 November 2015,3,"Dark, noisy and unpleasant","Riad Kalaa was the first Riad I had stayed in, and I found I was almost claustrophobic. The rooms are small and gave out onto the small central court, which was often busy and noisy. There are no outside-looking windows. The open air space is covered with plastic, which limits sun light into the Riad. There were few staff, who were busy with other matters. Making you feel at home was not a priority. The Riad did have good food, from an on-sight restaurant. While it offers a roof-top swimming pool, the pool was small and setting dreadful. Personally, having stayed in many other Riad during my Moroccan vacation, I would not go back.",Riad_Kalaa,Rabat
 November 2015,2,Very poor service,"If it wasn't for the service, this riad could be rated with 4 or 5 stars. We weren't greeted when we arrived, nor in the morning for breakfast. It was a very strange feeling. The riad is beautiful, with a nice courtyard, cute rooms and a great rooftop.",Riad_Kalaa,Rabat
 October 2015,5,Real treat for the eyes and body,"The most beautiful Riad (Moroccan patio) of all the three we visited during our stay in Morocco. Incredible use of light, plants, water and wood to give this place a striking noble and organic feel. The masterfully carved cedar doors, panels and furniture made you feel like royalty. The scent of the handcrafted body-wash products were an aromatherapy on its own. Breakfast was a true delight and staff was friendly although a bit shy. You will inevitably find the usual flaws of Moroccan riads here: 1- There is almost no sound isolation (meaning little privacy); 2 - Accessibility might be a problem since it is located in the narrow intricate alleys of an old neighborhood and cannot be reached by car. 3 - Minor quirks like doors that get jammed or are hard to lock. It was a great…",Riad_Kalaa,Rabat
 September 2015,5,Very Beautiful Riad,"Very beautiful large riad. Our room was beautiful, service was wonderful, breakfast was by far the best of the 8 hotels I stayed in while traveling around Morocco. We stayed on a Sunday, so we didn't get to eat dinner at the riad, the restaurant and spa are closed on Sundays. I imagine if we had dinner on the very lovely terrace, it would have been very good. I can definitely recommend staying at this lovely riad.",Riad_Kalaa,Rabat
